h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.316317,1.36875,0.316317,1.36875,"{'att': 370, 'def': 29}","{'att': 222, 'def': 26}",6,8,1,2,0.4505,l,2019-07-14 16:00:00,0,0,1,0,-1.052433
a,0.767953,1.17162,0.767953,1.17162,"{'att': 273, 'def': 21}","{'att': 224, 'def': 32}",5,6,1,2,0.9959,l,2019-07-21 13:30:00,0,0,1,0,-0.4036670000000001
h,1.73925,0.842638,1.73925,0.842638,"{'att': 209, 'def': 23}","{'att': 156, 'def': 20}",4,9,2,0,2.1155,w,2019-07-27 13:30:00,1,0,0,3,0.896612
h,0.594033,1.0036,0.594033,1.0036,"{'att': 205, 'def': 25}","{'att': 205, 'def': 23}",9,5,0,1,0.8861000000000001,l,2019-08-04 14:30:00,0,0,1,0,-0.409567
a,1.03687,1.96059,1.03687,1.96059,"{'att': 280, 'def': 21}","{'att': 185, 'def': 19}",3,3,2,2,0.7257,d,2019-08-10 12:00:00,0,1,0,1,-0.9237200000000001
h,0.402856,1.19372,0.402856,1.19372,"{'att': 294, 'def': 25}","{'att': 182, 'def': 22}",5,4,0,2,0.6368,l,2019-08-17 14:30:00,0,0,1,0,-0.7908639999999999
h,0.8282,1.43116,0.8282,1.43116,"{'att': 270, 'def': 17}","{'att': 277, 'def': 18}",14,4,0,2,0.8714999999999999,l,2019-08-24 12:00:00,0,0,1,0,-0.6029599999999999
a,0.148436,0.861492,0.148436,0.861492,"{'att': 274, 'def': 24}","{'att': 124, 'def': 25}",1,12,1,1,0.5759,d,2019-08-31 17:00:00,0,1,0,1,-0.713056
h,0.51095,1.8874,0.51095,1.13312,"{'att': 270, 'def': 22}","{'att': 152, 'def': 25}",7,18,0,2,0.35250000000000004,l,2019-09-15 13:30:00,0,0,1,0,-0.6221699999999999
h,2.29276,1.73111,1.53849,1.73111,"{'att': 306, 'def': 14}","{'att': 142, 'def': 13}",5,13,2,1,1.8050000000000002,w,2019-09-21 16:00:00,1,0,0,3,-0.19262
