h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.59642,0.775284,1.59642,0.775284,"{'att': 320, 'def': 23}","{'att': 158, 'def': 20}",6,6,2,1,2.0649,w,2018-07-29 19:00:00,1,0,0,3,0.821136
a,0.460211,0.728525,0.460211,0.728525,"{'att': 195, 'def': 19}","{'att': 311, 'def': 34}",9,5,1,1,1.0122,d,2018-08-03 19:30:00,0,1,0,1,-0.268314
h,0.479135,1.12799,0.479135,1.12799,"{'att': 218, 'def': 24}","{'att': 291, 'def': 22}",7,6,0,1,0.6683999999999999,l,2018-08-13 20:00:00,0,0,1,0,-0.6488550000000001
a,0.45152,1.1334,0.45152,1.1334,"{'att': 205, 'def': 31}","{'att': 265, 'def': 29}",5,5,1,1,0.7198,d,2018-08-18 21:30:00,0,1,0,1,-0.68188
h,1.28939,0.749459,1.28939,0.749459,"{'att': 274, 'def': 14}","{'att': 166, 'def': 25}",8,7,1,1,1.8411,d,2018-08-25 16:30:00,0,1,0,1,0.539931
a,0.230705,1.61902,0.230705,0.864742,"{'att': 194, 'def': 10}","{'att': 282, 'def': 16}",3,1,1,1,0.1916,d,2018-08-31 19:30:00,0,1,0,1,-0.634037
h,1.16286,0.406202,1.16286,0.406202,"{'att': 262, 'def': 20}","{'att': 198, 'def': 6}",3,5,1,0,2.089,w,2018-09-15 11:00:00,1,0,0,3,0.756658
a,1.54017,2.18691,0.785897,2.18691,"{'att': 206, 'def': 30}","{'att': 228, 'def': 15}",10,3,2,2,0.9033,d,2018-09-22 13:30:00,0,1,0,1,-1.4010130000000003
h,2.6809,0.855457,2.6809,0.855457,"{'att': 325, 'def': 24}","{'att': 388, 'def': 21}",5,2,2,1,2.7364,w,2018-10-01 16:30:00,1,0,0,3,1.825443
h,1.05264,0.627905,1.05264,0.627905,"{'att': 296, 'def': 21}","{'att': 260, 'def': 14}",3,7,1,0,1.7342,w,2018-10-06 16:00:00,1,0,0,3,0.424735
a,0.240607,1.01242,0.240607,1.01242,"{'att': 248, 'def': 18}","{'att': 218, 'def': 29}",2,3,0,0,0.5736,d,2018-10-20 13:30:00,0,1,0,1,-0.7718130000000001
h,0.88705,0.917239,0.88705,0.162963,"{'att': 211, 'def': 38}","{'att': 207, 'def': 20}",3,3,1,1,1.2177,d,2018-10-29 16:30:00,0,1,0,1,0.724087
a,0.24388,1.7098,0.24388,0.955527,"{'att': 184, 'def': 11}","{'att': 170, 'def': 26}",2,2,0,1,0.18919999999999998,l,2018-11-05 11:00:00,0,0,1,0,-0.711647
h,1.18265,0.247569,1.18265,0.247569,"{'att': 216, 'def': 27}","{'att': 197, 'def': 39}",3,10,0,0,2.2984999999999998,d,2018-11-11 13:30:00,0,1,0,1,0.9350809999999999
a,1.2036,0.629542,1.2036,0.629542,"{'att': 225, 'def': 28}","{'att': 308, 'def': 11}",13,2,1,1,1.8032,d,2018-11-24 16:00:00,0,1,0,1,0.574058
h,0.498392,0.39678,0.498392,0.39678,"{'att': 212, 'def': 26}","{'att': 213, 'def': 27}",9,8,1,1,1.3626999999999998,d,2018-11-30 16:30:00,0,1,0,1,0.10161199999999998
a,1.30623,1.51039,1.30623,0.756111,"{'att': 308, 'def': 19}","{'att': 67, 'def': 15}",2,8,2,1,1.1546,w,2018-12-09 16:00:00,1,0,0,3,0.550119
h,1.00758,0.204848,1.00758,0.204848,"{'att': 283, 'def': 27}","{'att': 291, 'def': 24}",5,2,1,0,2.1801,w,2019-03-02 16:00:00,1,0,0,3,0.8027319999999999
a,0.455363,2.92347,0.455363,2.92347,"{'att': 194, 'def': 20}","{'att': 259, 'def': 28}",3,18,0,3,0.1365,l,2019-03-09 13:30:00,0,0,1,0,-2.468107
h,0.679596,1.29263,0.679596,1.29263,"{'att': 151, 'def': 11}","{'att': 277, 'def': 20}",20,2,0,2,0.8164,l,2019-03-16 13:30:00,0,0,1,0,-0.613034
a,0.346635,0.965795,0.346635,0.965795,"{'att': 206, 'def': 35}","{'att': 277, 'def': 19}",7,6,1,1,0.5585,d,2019-03-30 08:30:00,0,1,0,1,-0.6191599999999999
h,0.589412,0.385177,0.589412,0.385177,"{'att': 304, 'def': 34}","{'att': 213, 'def': 23}",3,2,0,0,1.4753999999999998,d,2019-04-07 14:30:00,0,1,0,1,0.20423500000000006
a,0.548237,0.549621,0.548237,0.549621,"{'att': 295, 'def': 20}","{'att': 194, 'def': 33}",2,9,0,1,1.2847,l,2019-04-12 16:30:00,0,0,1,0,-0.0013840000000000519
a,1.99131,0.904602,1.99131,0.904602,"{'att': 236, 'def': 19}","{'att': 269, 'def': 27}",8,3,1,2,2.2409,l,2019-04-21 14:30:00,0,0,1,0,1.0867079999999998
h,0.424436,0.280005,0.424436,0.280005,"{'att': 201, 'def': 14}","{'att': 247, 'def': 22}",2,3,1,1,1.4093,d,2019-04-24 17:30:00,0,1,0,1,0.14443099999999998
a,1.39197,1.11434,1.39197,1.11434,"{'att': 287, 'def': 37}","{'att': 262, 'def': 32}",6,3,1,1,1.59,d,2019-04-29 17:30:00,0,1,0,1,0.2776299999999998
h,1.46229,0.46233,0.70802,0.46233,"{'att': 275, 'def': 17}","{'att': 219, 'def': 16}",5,4,2,0,2.3116,w,2019-05-03 14:30:00,1,0,0,3,0.24568999999999996
a,1.01756,2.76163,0.263287,2.00736,"{'att': 255, 'def': 20}","{'att': 283, 'def': 23}",5,12,0,4,0.28869999999999996,l,2019-05-10 17:00:00,0,0,1,0,-1.7440729999999998
h,0.745119,0.343259,0.745119,0.343259,"{'att': 272, 'def': 30}","{'att': 326, 'def': 9}",7,1,0,0,1.769,d,2019-05-20 16:00:00,0,1,0,1,0.40186
a,0.351711,1.80584,0.351711,1.80584,"{'att': 289, 'def': 25}","{'att': 190, 'def': 27}",5,15,0,1,0.3466,l,2019-05-26 11:00:00,0,0,1,0,-1.454129
