h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.198839,1.18828,0.198839,1.18828,"{'att': 227, 'def': 25}","{'att': 118, 'def': 39}",2,13,0,0,0.4301,d,2016-07-30 21:00:00,0,1,0,1,-0.989441
a,0.279843,2.1208,0.279843,1.34806,"{'att': 208, 'def': 15}","{'att': 260, 'def': 23}",1,3,0,2,0.1533,l,2016-08-07 17:30:00,0,0,1,0,-1.068217
h,0.574041,1.02833,0.574041,0.274064,"{'att': 283, 'def': 19}","{'att': 189, 'def': 22}",3,3,1,0,0.7973,w,2016-08-14 21:00:00,1,0,0,3,0.29997700000000005
a,0.968127,1.74836,0.968127,0.981934,"{'att': 225, 'def': 22}","{'att': 112, 'def': 17}",5,12,2,1,0.7196,w,2016-08-19 20:30:00,1,0,0,3,-0.013807000000000014
h,1.10356,1.94536,1.10356,1.94536,"{'att': 215, 'def': 24}","{'att': 168, 'def': 25}",2,4,0,2,0.7787,l,2016-08-28 22:30:00,0,0,1,0,-0.8417999999999999
a,0.576329,0.30175,0.576329,0.30175,"{'att': 207, 'def': 24}","{'att': 219, 'def': 25}",5,6,0,0,1.5737999999999999,d,2016-09-10 19:00:00,0,1,0,1,0.27457899999999996
a,0.209932,0.534521,0.209932,0.534521,"{'att': 289, 'def': 13}","{'att': 144, 'def': 20}",7,7,1,0,0.8786,w,2016-09-17 17:30:00,1,0,0,3,-0.324589
h,0.969078,1.67139,0.214802,1.67139,"{'att': 209, 'def': 18}","{'att': 139, 'def': 19}",0,8,2,2,0.7799,d,2016-09-25 20:30:00,0,1,0,1,-1.456588
a,0.447609,0.628813,0.447609,0.628813,"{'att': 192, 'def': 22}","{'att': 204, 'def': 23}",7,1,1,2,1.0923,l,2016-10-01 15:30:00,0,0,1,0,-0.18120399999999998
h,0.649103,1.26264,0.649103,1.26264,"{'att': 175, 'def': 17}","{'att': 231, 'def': 17}",4,10,0,0,0.7246999999999999,d,2016-10-17 20:30:00,0,1,0,1,-0.613537
a,0.896404,0.759527,0.896404,0.759527,"{'att': 213, 'def': 20}","{'att': 200, 'def': 32}",8,5,3,0,1.4664,w,2016-10-22 13:00:00,1,0,0,3,0.13687700000000003
h,0.478123,0.576885,0.478123,0.576885,"{'att': 152, 'def': 33}","{'att': 273, 'def': 34}",5,4,0,0,1.1428,d,2016-10-30 20:30:00,0,1,0,1,-0.09876199999999996
a,0.542057,2.37717,0.542057,1.6229,"{'att': 297, 'def': 20}","{'att': 305, 'def': 17}",5,7,0,4,0.1899,l,2016-11-05 19:30:00,0,0,1,0,-1.080843
h,0.194057,0.310773,0.194057,0.310773,"{'att': 184, 'def': 24}","{'att': 274, 'def': 29}",2,4,0,1,1.0309,l,2016-11-19 18:00:00,0,0,1,0,-0.11671600000000001
a,1.22221,2.30438,1.22221,2.30438,"{'att': 285, 'def': 22}","{'att': 167, 'def': 30}",5,12,0,2,0.5894,l,2016-11-27 17:30:00,0,0,1,0,-1.08217
h,1.52266,0.789904,0.768386,0.789904,"{'att': 212, 'def': 32}","{'att': 183, 'def': 24}",3,2,3,1,2.0463999999999998,w,2016-12-01 21:30:00,1,0,0,3,-0.021518000000000037
a,0.157968,0.892702,0.157968,0.892702,"{'att': 111, 'def': 23}","{'att': 80, 'def': 23}",4,2,0,1,0.5521,l,2016-12-05 20:30:00,0,0,1,0,-0.734734
h,1.23294,0.18488,0.478663,0.18488,"{'att': 217, 'def': 29}","{'att': 105, 'def': 24}",4,1,0,1,2.4752,l,2017-03-06 16:30:00,0,0,1,0,0.293783
a,0.442768,1.5351,0.442768,1.5351,"{'att': 266, 'def': 26}","{'att': 128, 'def': 27}",6,4,0,1,0.5058,l,2017-03-12 13:30:00,0,0,1,0,-1.0923319999999999
h,0.597659,0.517353,0.597659,0.517353,"{'att': 141, 'def': 24}","{'att': 211, 'def': 26}",9,4,1,0,1.3611999999999997,w,2017-03-17 16:00:00,1,0,0,3,0.0803060000000001
h,1.5111,1.99366,1.5111,1.23939,"{'att': 157, 'def': 20}","{'att': 184, 'def': 38}",4,3,2,3,0.9886,l,2017-03-31 17:30:00,0,0,1,0,0.2717100000000001
a,0.78695,1.01174,0.78695,1.01174,"{'att': 248, 'def': 35}","{'att': 102, 'def': 14}",3,7,1,1,1.0774,d,2017-04-08 17:00:00,0,1,0,1,-0.22479000000000005
h,1.82005,0.518749,1.06578,0.518749,"{'att': 126, 'def': 18}","{'att': 189, 'def': 26}",13,1,1,3,2.4121999999999995,l,2017-04-15 15:00:00,0,0,1,0,0.5470309999999999
a,0.878967,0.355267,0.878967,0.355267,"{'att': 247, 'def': 40}","{'att': 130, 'def': 32}",3,3,1,0,2.0580000000000003,w,2017-04-22 17:00:00,1,0,0,3,0.5237
h,4.09545,1.29389,1.83262,1.29389,"{'att': 163, 'def': 29}","{'att': 230, 'def': 24}",16,4,3,3,2.8166999999999995,d,2017-04-27 17:30:00,0,1,0,1,0.5387299999999999
a,0.320035,0.502484,0.320035,0.502484,"{'att': 334, 'def': 23}","{'att': 126, 'def': 35}",2,7,0,0,1.0372,d,2017-05-01 16:00:00,0,1,0,1,-0.18244900000000003
h,0.476421,0.514887,0.476421,0.514887,"{'att': 233, 'def': 27}","{'att': 130, 'def': 25}",5,8,0,0,1.2306,d,2017-05-08 15:00:00,0,1,0,1,-0.038466
a,0.537194,0.352166,0.537194,0.352166,"{'att': 259, 'def': 25}","{'att': 195, 'def': 20}",5,3,1,2,1.4404,l,2017-05-14 14:30:00,0,0,1,0,0.18502799999999997
h,0.558171,1.36593,0.558171,1.36593,"{'att': 207, 'def': 16}","{'att': 224, 'def': 26}",3,7,1,2,0.6403,l,2017-05-17 17:30:00,0,0,1,0,-0.8077590000000001
a,0.117066,1.82669,0.117066,1.82669,"{'att': 400, 'def': 24}","{'att': 139, 'def': 23}",1,6,0,4,0.1911,l,2017-05-21 13:00:00,0,0,1,0,-1.7096239999999998
