h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.58082,1.90496,1.58082,1.90496,"{'att': 307, 'def': 21}","{'att': 278, 'def': 23}",8,6,2,2,1.1088,d,2017-07-18 17:30:00,0,1,0,1,-0.3241400000000001
a,1.45904,0.674356,1.45904,0.674356,"{'att': 161, 'def': 22}","{'att': 225, 'def': 20}",16,4,0,0,1.9827,d,2017-07-23 13:00:00,0,1,0,1,0.7846839999999999
h,2.34331,0.998596,1.58904,0.998596,"{'att': 279, 'def': 24}","{'att': 173, 'def': 21}",11,5,2,0,2.3226000000000004,w,2017-07-31 17:30:00,1,0,0,3,0.590444
a,1.4037,1.88397,0.64942,1.88397,"{'att': 178, 'def': 23}","{'att': 223, 'def': 17}",4,6,1,5,0.9807999999999999,l,2017-08-06 18:00:00,0,0,1,0,-1.23455
h,2.19247,0.230477,2.19247,0.230477,"{'att': 229, 'def': 17}","{'att': 314, 'def': 28}",5,2,2,0,2.7112,w,2017-08-09 17:30:00,1,0,0,3,1.961993
a,0.53619,1.33478,0.53619,1.33478,"{'att': 153, 'def': 24}","{'att': 232, 'def': 27}",3,4,1,2,0.5513,l,2017-08-12 15:30:00,0,0,1,0,-0.79859
h,1.26535,1.77424,1.26535,1.77424,"{'att': 207, 'def': 27}","{'att': 173, 'def': 21}",6,17,3,4,0.954,l,2017-08-19 15:30:00,0,0,1,0,-0.5088900000000001
a,1.97545,0.110547,1.97545,0.110547,"{'att': 134, 'def': 25}","{'att': 274, 'def': 15}",13,2,0,0,2.7048,d,2017-08-27 09:00:00,0,1,0,1,1.864903
h,1.03379,0.403312,1.03379,0.403312,"{'att': 191, 'def': 14}","{'att': 231, 'def': 28}",2,4,1,0,1.9461,w,2017-09-09 17:00:00,1,0,0,3,0.630478
a,0.968586,0.903318,0.968586,0.903318,"{'att': 119, 'def': 14}","{'att': 240, 'def': 21}",5,8,2,2,1.3763,d,2017-09-17 11:00:00,0,1,0,1,0.06526799999999999
h,1.7553,0.764125,1.00102,0.764125,"{'att': 157, 'def': 20}","{'att': 266, 'def': 29}",3,2,2,2,2.1899999999999995,d,2017-09-23 17:00:00,0,1,0,1,0.23689499999999997
h,1.66206,0.376897,1.66206,0.376897,"{'att': 236, 'def': 32}","{'att': 250, 'def': 12}",8,0,2,0,2.3599,w,2017-09-30 17:00:00,1,0,0,3,1.285163
a,1.4541,1.1473,1.4541,0.393022,"{'att': 166, 'def': 37}","{'att': 214, 'def': 30}",10,11,2,1,1.6004,w,2017-10-13 17:30:00,1,0,0,3,1.061078
h,1.61081,0.562139,1.61081,0.562139,"{'att': 115, 'def': 21}","{'att': 265, 'def': 13}",8,5,0,0,2.2138,d,2017-10-21 17:00:00,0,1,0,1,1.0486710000000001
a,0.833672,0.764957,0.833672,0.764957,"{'att': 144, 'def': 19}","{'att': 267, 'def': 19}",7,3,2,2,1.3301999999999998,d,2017-10-28 17:00:00,0,1,0,1,0.06871499999999997
h,1.43737,0.234339,1.43737,0.234339,"{'att': 173, 'def': 17}","{'att': 304, 'def': 25}",4,1,3,1,2.5039999999999996,w,2017-11-05 16:00:00,1,0,0,3,1.203031
a,2.2857,0.93844,2.2857,0.93844,"{'att': 216, 'def': 14}","{'att': 173, 'def': 33}",9,12,4,1,2.3363,w,2017-11-18 13:30:00,1,0,0,3,1.34726
h,1.12452,0.607375,1.12452,0.607375,"{'att': 241, 'def': 25}","{'att': 206, 'def': 17}",6,8,3,1,1.8706,w,2017-11-27 16:30:00,1,0,0,3,0.517145
a,1.74281,1.29236,1.74281,1.29236,"{'att': 167, 'def': 22}","{'att': 210, 'def': 19}",9,4,1,0,1.7147999999999999,w,2017-12-01 16:30:00,1,0,0,3,0.45045
h,2.65879,0.420024,2.65879,0.420024,"{'att': 316, 'def': 16}","{'att': 153, 'def': 20}",6,7,3,0,2.7404,w,2017-12-10 13:30:00,1,0,0,3,2.238766
a,0.627805,0.513635,0.627805,0.513635,"{'att': 199, 'def': 25}","{'att': 229, 'def': 27}",6,6,0,0,1.4167,d,2018-03-04 13:30:00,0,1,0,1,0.11417
h,3.15449,0.0844931,2.40022,0.0844931,"{'att': 99, 'def': 24}","{'att': 282, 'def': 11}",19,1,1,0,2.9467,w,2018-03-11 16:00:00,1,0,0,3,2.3157269
