h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.598929,1.96692,0.598929,1.96692,"{'att': 276, 'def': 13}","{'att': 286, 'def': 25}",6,21,0,2,0.40590000000000004,l,2020-08-08 13:00:00,0,0,1,0,-1.367991
a,1.23537,1.08232,1.23537,1.08232,"{'att': 198, 'def': 18}","{'att': 193, 'def': 16}",5,5,1,1,1.5140000000000002,d,2020-08-14 16:00:00,0,1,0,1,0.15305000000000013
a,0.667604,1.32944,0.667604,0.575163,"{'att': 148, 'def': 18}","{'att': 228, 'def': 16}",5,0,0,1,0.6842,l,2020-08-18 16:00:00,0,0,1,0,0.092441
h,1.47793,1.5204,0.723653,0.76612,"{'att': 210, 'def': 18}","{'att': 128, 'def': 31}",8,8,1,2,1.3014000000000001,l,2020-08-22 13:00:00,0,0,1,0,-0.04246700000000003
a,0.292204,1.38733,0.292204,1.38733,"{'att': 224, 'def': 20}","{'att': 108, 'def': 15}",1,8,1,1,0.45809999999999995,d,2020-08-25 17:30:00,0,1,0,1,-1.095126
h,1.32437,0.558833,1.32437,0.558833,"{'att': 133, 'def': 17}","{'att': 245, 'def': 19}",5,2,1,1,2.0052,d,2020-08-29 17:00:00,0,1,0,1,0.765537
a,1.07358,1.80441,1.07358,1.05013,"{'att': 258, 'def': 18}","{'att': 125, 'def': 14}",7,5,1,3,0.7369,l,2020-09-12 13:30:00,0,0,1,0,0.02344999999999997
a,0.980698,5.32246,0.226424,4.41647,"{'att': 273, 'def': 13}","{'att': 129, 'def': 18}",2,25,2,7,0.0161,l,2020-09-18 17:00:00,0,0,1,0,-4.190046000000001
h,1.58689,1.70269,1.58689,1.70269,"{'att': 280, 'def': 23}","{'att': 131, 'def': 18}",8,12,1,0,1.3079999999999998,w,2020-09-28 16:00:00,1,0,0,3,-0.11580000000000013
a,1.24997,1.90177,1.24997,1.90177,"{'att': 225, 'def': 26}","{'att': 193, 'def': 21}",5,10,1,2,0.8711,l,2020-10-04 11:00:00,0,0,1,0,-0.6517999999999999
