h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.363307,1.96602,0.363307,1.96602,"{'att': 301, 'def': 13}","{'att': 105, 'def': 22}",1,15,1,1,0.27880000000000005,d,2022-07-17 14:30:00,0,1,0,1,-1.602713
a,0.500503,1.65969,0.500503,1.65969,"{'att': 181, 'def': 26}","{'att': 220, 'def': 25}",6,6,0,3,0.424,l,2022-07-24 12:00:00,0,0,1,0,-1.1591870000000002
h,1.49209,2.18871,1.49209,2.18871,"{'att': 209, 'def': 34}","{'att': 188, 'def': 38}",2,6,2,2,0.8833,d,2022-07-31 12:00:00,0,1,0,1,-0.69662
a,0.488613,3.59651,0.488613,2.84224,"{'att': 329, 'def': 18}","{'att': 158, 'def': 12}",4,13,1,2,0.0757,l,2022-08-07 17:00:00,0,0,1,0,-2.353627
h,1.64247,1.85583,0.888199,1.10155,"{'att': 248, 'def': 17}","{'att': 159, 'def': 16}",6,5,3,4,1.1831,l,2022-08-14 14:30:00,0,0,1,0,-0.21335100000000007
a,0.650047,0.924809,0.650047,0.924809,"{'att': 227, 'def': 16}","{'att': 211, 'def': 17}",7,6,1,0,1.0484,w,2022-08-20 10:00:00,1,0,0,3,-0.27476199999999995
h,2.00819,2.78355,1.25391,2.02928,"{'att': 275, 'def': 28}","{'att': 264, 'def': 15}",4,8,2,2,0.7477999999999999,d,2022-08-27 12:00:00,0,1,0,1,-0.7753699999999999
h,2.52992,0.357144,1.02137,0.357144,"{'att': 151, 'def': 17}","{'att': 272, 'def': 15}",4,5,3,1,2.8549,w,2022-09-03 12:00:00,1,0,0,3,0.6642259999999999
a,1.37781,1.39497,1.37781,1.39497,"{'att': 198, 'def': 18}","{'att': 142, 'def': 23}",4,4,3,1,1.3456000000000001,w,2022-09-10 16:45:00,1,0,0,3,-0.017160000000000064
h,0.469421,1.17602,0.469421,1.17602,"{'att': 183, 'def': 17}","{'att': 247, 'def': 19}",9,5,0,2,0.6643,l,2022-09-18 11:00:00,0,0,1,0,-0.7065990000000001
h,0.340923,1.6954,0.340923,0.941125,"{'att': 300, 'def': 18}","{'att': 138, 'def': 22}",1,7,1,2,0.2989,l,2022-10-02 16:00:00,0,0,1,0,-0.600202
a,1.18942,0.148082,1.18942,0.148082,"{'att': 180, 'def': 15}","{'att': 232, 'def': 15}",18,1,0,0,2.2594,d,2022-10-09 13:30:00,0,1,0,1,1.0413379999999999
h,0.235633,1.15301,0.235633,1.15301,"{'att': 298, 'def': 22}","{'att': 214, 'def': 12}",5,5,0,3,0.53,l,2022-10-16 13:30:00,0,0,1,0,-0.9173770000000001
h,0.634327,1.66538,0.634327,1.66538,"{'att': 324, 'def': 27}","{'att': 175, 'def': 16}",4,16,0,2,0.5358,l,2022-10-22 11:00:00,0,0,1,0,-1.031053
a,0.969625,1.98591,0.215349,1.23164,"{'att': 258, 'def': 27}","{'att': 106, 'def': 11}",2,9,1,2,0.5906,l,2022-10-30 11:00:00,0,0,1,0,-1.016291
a,0.484059,0.694982,0.484059,0.694982,"{'att': 216, 'def': 26}","{'att': 104, 'def': 16}",2,11,1,0,1.1374,w,2022-11-05 16:00:00,1,0,0,3,-0.21092299999999997
h,1.01273,1.46887,1.01273,1.46887,"{'att': 221, 'def': 34}","{'att': 131, 'def': 17}",5,3,3,2,0.972,w,2022-11-11 16:00:00,1,0,0,3,-0.45614
a,0.196673,3.60544,0.196673,2.85116,"{'att': 228, 'def': 17}","{'att': 130, 'def': 15}",0,13,0,3,0.0075,l,2023-03-04 13:30:00,0,0,1,0,-2.654487
a,2.02023,2.36866,2.02023,1.61439,"{'att': 258, 'def': 22}","{'att': 98, 'def': 16}",6,6,1,2,1.0870000000000002,l,2023-03-12 16:30:00,0,0,1,0,0.4058400000000002
h,1.97785,0.631426,1.97785,0.631426,"{'att': 188, 'def': 23}","{'att': 216, 'def': 19}",10,3,1,1,2.3543,d,2023-03-19 13:30:00,0,1,0,1,1.346424
h,0.492137,1.62686,0.492137,1.62686,"{'att': 198, 'def': 14}","{'att': 196, 'def': 14}",15,9,0,4,0.5063,l,2023-04-01 11:00:00,0,0,1,0,-1.134723
a,1.10259,2.43458,0.348314,2.43458,"{'att': 268, 'def': 23}","{'att': 167, 'def': 16}",5,9,1,3,0.31020000000000003,l,2023-04-09 16:00:00,0,0,1,0,-2.086266
a,1.13775,1.17332,0.383475,0.41904,"{'att': 245, 'def': 18}","{'att': 119, 'def': 14}",5,7,1,3,1.2647,l,2023-04-15 11:00:00,0,0,1,0,-0.03556500000000001
h,0.802475,0.970491,0.0481994,0.970491,"{'att': 236, 'def': 14}","{'att': 93, 'def': 12}",0,13,2,1,1.2322000000000002,w,2023-04-23 11:00:00,1,0,0,3,-0.9222916
a,0.483179,0.926438,0.483179,0.926438,"{'att': 204, 'def': 21}","{'att': 118, 'def': 19}",7,11,0,1,0.8712,l,2023-04-30 11:00:00,0,0,1,0,-0.44325899999999996
h,0.570166,0.391202,0.570166,0.391202,"{'att': 326, 'def': 16}","{'att': 206, 'def': 11}",6,6,0,0,1.4914,d,2023-05-07 11:00:00,0,1,0,1,0.17896399999999996
a,0.264197,1.57652,0.264197,0.822241,"{'att': 116, 'def': 10}","{'att': 167, 'def': 28}",6,3,0,1,0.24159999999999998,l,2023-05-14 16:00:00,0,0,1,0,-0.558044
h,1.24,0.449381,1.24,0.449381,"{'att': 329, 'def': 22}","{'att': 223, 'def': 19}",3,3,4,0,2.0277000000000003,w,2023-05-22 16:00:00,1,0,0,3,0.790619
a,0.27868,2.28793,0.27868,2.28793,"{'att': 319, 'def': 14}","{'att': 103, 'def': 26}",2,18,0,0,0.15689999999999998,d,2023-05-28 11:00:00,0,1,0,1,-2.0092499999999998
h,1.62352,0.0838205,1.62352,0.0838205,"{'att': 127, 'def': 22}","{'att': 285, 'def': 33}",4,1,2,0,2.8588000000000005,w,2023-06-03 14:00:00,1,0,0,3,1.5396995
