h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.291351,1.98716,0.291351,1.98716,"{'att': 306, 'def': 15}","{'att': 199, 'def': 26}",2,7,0,2,0.18519999999999998,l,2020-08-11 15:00:00,0,0,1,0,-1.6958090000000001
a,0.131569,1.48952,0.131569,1.48952,"{'att': 221, 'def': 15}","{'att': 232, 'def': 21}",3,8,0,0,0.2485,d,2020-08-15 12:30:00,0,1,0,1,-1.357951
a,0.579386,3.19592,0.579386,2.44164,"{'att': 273, 'def': 18}","{'att': 213, 'def': 31}",1,11,1,3,0.09839999999999999,l,2020-08-19 15:00:00,0,0,1,0,-1.862254
h,0.646719,1.54438,0.646719,1.54438,"{'att': 256, 'def': 25}","{'att': 213, 'def': 14}",4,8,1,2,0.6376999999999999,l,2020-08-22 17:00:00,0,0,1,0,-0.897661
h,0.946118,2.81689,0.946118,2.06261,"{'att': 306, 'def': 18}","{'att': 85, 'def': 25}",1,15,0,1,0.2504,l,2020-08-26 15:30:00,0,0,1,0,-1.1164919999999998
a,0.558833,1.32437,0.558833,1.32437,"{'att': 245, 'def': 19}","{'att': 133, 'def': 17}",2,5,1,1,0.6993,d,2020-08-29 17:00:00,0,1,0,1,-0.765537
h,0.0,0.0,0.0,0.0,"{'att': 0, 'def': 0}","{'att': 0, 'def': 0}",0,0,0,3,1.32,l,2020-09-13 16:00:00,0,0,1,0,0.0
a,0.0,0.0,0.0,0.0,"{'att': 0, 'def': 0}","{'att': 0, 'def': 0}",0,0,0,3,1.32,l,2020-09-19 16:00:00,0,0,1,0,0.0
h,0.759643,3.13122,0.759643,2.37694,"{'att': 298, 'def': 13}","{'att': 88, 'def': 18}",4,15,1,3,0.16249999999999998,l,2020-09-27 16:00:00,0,0,1,0,-1.6172969999999998
a,0.231532,0.919618,0.231532,0.919618,"{'att': 218, 'def': 13}","{'att': 190, 'def': 22}",4,2,0,0,0.6419999999999999,d,2020-10-03 11:00:00,0,1,0,1,-0.6880860000000001
h,1.45195,1.28805,0.655503,1.28805,"{'att': 131, 'def': 20}","{'att': 287, 'def': 20}",5,2,0,2,1.4888000000000001,l,2020-10-18 11:00:00,0,0,1,0,-0.632547
a,1.00236,1.94666,0.123245,1.19239,"{'att': 293, 'def': 13}","{'att': 64, 'def': 20}",1,18,2,1,0.5343,w,2020-10-24 16:00:00,1,0,0,3,-1.069145
h,0.261804,1.43869,0.261804,1.43869,"{'att': 358, 'def': 13}","{'att': 166, 'def': 26}",1,14,0,1,0.4256,l,2020-11-01 13:30:00,0,0,1,0,-1.176886
a,1.22757,1.7763,1.22757,1.7763,"{'att': 151, 'def': 25}","{'att': 160, 'def': 18}",7,6,1,1,0.8749,d,2020-11-07 13:30:00,0,1,0,1,-0.5487299999999999
h,0.541889,0.251351,0.541889,0.251351,"{'att': 172, 'def': 12}","{'att': 191, 'def': 16}",4,4,0,0,1.5669000000000002,d,2020-11-22 13:30:00,0,1,0,1,0.29053799999999996
a,0.810802,2.19857,0.810802,1.4443,"{'att': 196, 'def': 31}","{'att': 213, 'def': 31}",1,9,0,2,0.4485,l,2020-11-29 16:00:00,0,0,1,0,-0.6334979999999999
a,0.649798,2.58954,0.649798,1.081,"{'att': 268, 'def': 13}","{'att': 151, 'def': 20}",2,13,0,5,0.2114,l,2020-12-05 16:00:00,0,0,1,0,-0.431202
h,0.785806,0.940019,0.785806,0.940019,"{'att': 157, 'def': 28}","{'att': 195, 'def': 29}",2,4,1,0,1.1932,w,2020-12-12 11:00:00,1,0,0,3,-0.15421300000000004
h,1.13571,1.48884,0.381437,1.48884,"{'att': 207, 'def': 17}","{'att': 128, 'def': 30}",2,9,1,0,1.0503,w,2020-12-16 15:00:00,1,0,0,3,-1.107403
a,1.17341,0.874433,1.17341,0.874433,"{'att': 147, 'def': 18}","{'att': 304, 'def': 21}",8,4,3,1,1.6245,w,2021-02-26 16:00:00,1,0,0,3,0.29897700000000005
h,1.04754,0.203205,1.04754,0.203205,"{'att': 283, 'def': 18}","{'att': 245, 'def': 13}",8,3,0,0,2.1621,d,2021-03-06 13:30:00,0,1,0,1,0.844335
a,0.268418,1.27352,0.268418,1.27352,"{'att': 266, 'def': 23}","{'att': 161, 'def': 33}",3,9,0,1,0.47019999999999995,l,2021-03-13 09:00:00,0,0,1,0,-1.005102
h,0.787649,2.78456,0.787649,2.03028,"{'att': 97, 'def': 13}","{'att': 201, 'def': 31}",4,5,0,4,0.1378,l,2021-03-17 15:00:00,0,0,1,0,-1.2426309999999998
h,0.227982,0.75737,0.227982,0.75737,"{'att': 308, 'def': 25}","{'att': 114, 'def': 25}",2,5,0,2,0.7278,l,2021-04-03 11:00:00,0,0,1,0,-0.529388
a,0.21824,1.93596,0.21824,1.93596,"{'att': 278, 'def': 15}","{'att': 196, 'def': 21}",4,10,0,2,0.1779,l,2021-04-12 16:00:00,0,0,1,0,-1.71772
h,0.266019,2.78987,0.266019,2.0356,"{'att': 193, 'def': 13}","{'att': 131, 'def': 21}",2,9,0,3,0.0654,l,2021-04-17 13:30:00,0,0,1,0,-1.769581
a,0.0231322,2.90811,0.0231322,2.90811,"{'att': 287, 'def': 8}","{'att': 115, 'def': 20}",0,27,0,6,0.0335,l,2021-04-24 13:30:00,0,0,1,0,-2.8849778
h,0.245349,0.87064,0.245349,0.87064,"{'att': 226, 'def': 23}","{'att': 192, 'def': 28}",1,4,1,0,0.6823,w,2021-05-01 11:00:00,1,0,0,3,-0.6252909999999999
a,1.20371,1.32634,1.20371,1.32634,"{'att': 217, 'def': 21}","{'att': 207, 'def': 19}",2,6,1,2,1.2942,l,2021-05-07 17:00:00,0,0,1,0,-0.12263000000000002
a,1.15847,1.53532,0.404195,0.781043,"{'att': 173, 'def': 23}","{'att': 188, 'def': 17}",7,12,1,1,1.0010000000000001,d,2021-05-16 11:00:00,0,1,0,1,-0.376848
