h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.336863,0.396474,0.336863,0.396474,"{'att': 195, 'def': 26}","{'att': 197, 'def': 31}",4,4,0,0,1.1494,d,2016-08-01 20:30:00,0,1,0,1,-0.05961099999999997
h,2.1208,0.279843,1.34806,0.279843,"{'att': 260, 'def': 23}","{'att': 208, 'def': 15}",3,1,2,0,2.7486,w,2016-08-07 17:30:00,1,0,0,3,1.068217
a,0.0428303,0.471337,0.0428303,0.471337,"{'att': 187, 'def': 20}","{'att': 203, 'def': 19}",4,8,0,0,0.6814,d,2016-08-15 18:30:00,0,1,0,1,-0.4285067
h,0.962276,0.490173,0.962276,0.490173,"{'att': 206, 'def': 17}","{'att': 317, 'def': 8}",6,3,1,0,1.8717000000000001,w,2016-08-21 16:30:00,1,0,0,3,0.472103
a,0.066087,1.4381,0.066087,1.4381,"{'att': 320, 'def': 20}","{'att': 180, 'def': 24}",1,10,0,3,0.2484,l,2016-08-27 19:00:00,0,0,1,0,-1.372013
h,0.319588,0.487281,0.319588,0.487281,"{'att': 185, 'def': 27}","{'att': 181, 'def': 25}",5,7,1,0,1.0742,w,2016-09-10 16:30:00,1,0,0,3,-0.16769300000000004
a,1.16198,0.221119,0.407705,0.221119,"{'att': 207, 'def': 15}","{'att': 203, 'def': 15}",3,6,3,1,2.3925,w,2016-09-17 20:00:00,1,0,0,3,0.18658599999999997
h,0.229011,0.279956,0.229011,0.279956,"{'att': 221, 'def': 19}","{'att': 281, 'def': 14}",6,5,0,0,1.1066,d,2016-09-26 18:00:00,0,1,0,1,-0.05094499999999999
a,0.619544,1.22181,0.619544,1.22181,"{'att': 222, 'def': 31}","{'att': 145, 'def': 13}",5,7,1,1,0.7167,d,2016-10-02 15:00:00,0,1,0,1,-0.6022660000000001
h,0.572211,0.148185,0.572211,0.148185,"{'att': 219, 'def': 20}","{'att': 265, 'def': 16}",3,4,0,0,1.7067999999999999,d,2016-10-15 15:30:00,0,1,0,1,0.424026
a,0.330617,1.45616,0.330617,1.45616,"{'att': 362, 'def': 17}","{'att': 158, 'def': 26}",4,7,0,1,0.3685,l,2016-10-23 20:00:00,0,0,1,0,-1.125543
h,0.475959,0.316461,0.475959,0.316461,"{'att': 138, 'def': 22}","{'att': 304, 'def': 32}",2,2,1,0,1.4171,w,2016-10-29 16:30:00,1,0,0,3,0.15949800000000003
a,0.496125,1.61082,0.496125,0.856544,"{'att': 217, 'def': 23}","{'att': 134, 'def': 30}",1,6,2,2,0.4167,d,2016-11-06 20:00:00,0,1,0,1,-0.360419
a,0.0454105,0.780001,0.0454105,0.780001,"{'att': 282, 'def': 25}","{'att': 119, 'def': 23}",2,7,0,1,0.5017,l,2016-11-20 18:00:00,0,0,1,0,-0.7345905
h,1.34289,0.146982,1.34289,0.146982,"{'att': 193, 'def': 28}","{'att': 225, 'def': 24}",4,6,1,0,2.4602000000000004,w,2016-11-26 12:30:00,1,0,0,3,1.195908
a,0.789904,1.52266,0.789904,0.768386,"{'att': 183, 'def': 24}","{'att': 212, 'def': 32}",2,3,1,3,0.6778,l,2016-12-01 21:30:00,0,0,1,0,0.021518000000000037
h,0.306894,0.605208,0.306894,0.605208,"{'att': 296, 'def': 20}","{'att': 158, 'def': 20}",0,6,3,0,0.9462999999999999,w,2016-12-05 15:00:00,1,0,0,3,-0.29831399999999997
a,0.21407,0.334886,0.21407,0.334886,"{'att': 215, 'def': 23}","{'att': 139, 'def': 21}",6,2,0,1,1.0364,l,2017-03-05 08:30:00,0,0,1,0,-0.120816
h,0.850862,0.966106,0.850862,0.966106,"{'att': 251, 'def': 9}","{'att': 102, 'def': 16}",3,13,1,0,1.2564000000000002,w,2017-03-12 08:30:00,1,0,0,3,-0.11524400000000001
a,0.488486,0.212051,0.488486,0.212051,"{'att': 131, 'def': 33}","{'att': 178, 'def': 21}",10,0,0,1,1.5524,l,2017-03-18 08:30:00,0,0,1,0,0.276435
h,1.15826,0.211151,1.15826,0.211151,"{'att': 251, 'def': 24}","{'att': 185, 'def': 25}",3,4,1,1,2.3482000000000003,d,2017-04-02 11:30:00,0,1,0,1,0.9471090000000001
a,1.21436,1.21524,0.460089,1.21524,"{'att': 229, 'def': 21}","{'att': 100, 'def': 21}",7,7,2,2,1.3945,d,2017-04-08 12:00:00,0,1,0,1,-0.7551510000000001
h,0.949649,0.239318,0.949649,0.239318,"{'att': 195, 'def': 24}","{'att': 261, 'def': 14}",8,3,1,1,2.0559000000000003,d,2017-04-15 10:00:00,0,1,0,1,0.7103309999999999
a,1.16428,2.03882,0.410004,1.28454,"{'att': 182, 'def': 16}","{'att': 168, 'def': 21}",4,15,3,3,0.6733,d,2017-04-22 14:30:00,0,1,0,1,-0.874536
h,0.66652,1.6679,0.66652,1.6679,"{'att': 348, 'def': 16}","{'att': 142, 'def': 29}",7,11,0,2,0.595,l,2017-04-27 15:00:00,0,0,1,0,-1.00138
a,0.382191,0.69915,0.382191,0.69915,"{'att': 231, 'def': 21}","{'att': 183, 'def': 28}",1,3,0,1,0.94,l,2017-04-30 17:30:00,0,0,1,0,-0.31695900000000005
h,0.230095,0.980434,0.230095,0.980434,"{'att': 295, 'def': 16}","{'att': 174, 'def': 29}",1,9,0,2,0.5726,l,2017-05-06 12:00:00,0,0,1,0,-0.7503390000000001
h,0.753704,0.709238,0.753704,0.709238,"{'att': 266, 'def': 20}","{'att': 233, 'def': 20}",9,1,0,1,1.3034,l,2017-05-13 12:30:00,0,0,1,0,0.044466000000000006
a,0.554153,0.427606,0.554153,0.427606,"{'att': 216, 'def': 27}","{'att': 244, 'def': 28}",3,6,0,0,1.4503,d,2017-05-17 17:30:00,0,1,0,1,0.12654700000000002
h,1.125,1.37809,1.125,1.37809,"{'att': 193, 'def': 17}","{'att': 284, 'def': 17}",15,4,1,2,1.1207,l,2017-05-21 13:00:00,0,0,1,0,-0.25309000000000004
