h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.58701,0.956542,2.58701,0.956542,"{'att': 222, 'def': 24}","{'att': 167, 'def': 11}",11,6,1,1,2.4507,d,2022-07-16 17:00:00,0,1,0,1,1.6304679999999998
h,1.17942,1.48214,1.17942,1.48214,"{'att': 251, 'def': 13}","{'att': 174, 'def': 15}",8,5,2,1,1.1320000000000001,w,2022-07-24 17:00:00,1,0,0,3,-0.3027200000000001
a,0.563804,1.63303,0.563804,0.878759,"{'att': 212, 'def': 15}","{'att': 118, 'def': 15}",9,6,1,2,0.4985,l,2022-07-30 17:00:00,0,0,1,0,-0.314955
h,0.389352,0.672899,0.389352,0.672899,"{'att': 252, 'def': 28}","{'att': 216, 'def': 10}",8,14,0,0,0.9851,d,2022-08-06 17:00:00,0,1,0,1,-0.28354700000000005
a,1.57985,1.10621,1.57985,1.10621,"{'att': 203, 'def': 26}","{'att': 159, 'def': 16}",12,8,3,1,1.7452,w,2022-08-14 12:00:00,1,0,0,3,0.47364000000000006
a,0.668196,1.74118,0.668196,1.74118,"{'att': 197, 'def': 31}","{'att': 160, 'def': 9}",10,13,2,4,0.5787,l,2022-08-21 12:00:00,0,0,1,0,-1.072984
h,0.706398,1.16942,0.706398,1.16942,"{'att': 247, 'def': 19}","{'att': 148, 'def': 20}",2,7,1,2,0.97,l,2022-08-27 17:00:00,0,0,1,0,-0.46302199999999993
a,0.584338,2.13669,0.584338,1.38241,"{'att': 285, 'def': 30}","{'att': 71, 'def': 21}",6,9,2,1,0.30510000000000004,w,2022-09-04 14:30:00,1,0,0,3,-0.7980719999999999
h,1.39497,1.37781,1.39497,1.37781,"{'att': 142, 'def': 23}","{'att': 198, 'def': 18}",4,4,1,3,1.3381,l,2022-09-10 16:45:00,0,0,1,0,0.017160000000000064
a,1.25821,1.13112,1.25821,1.13112,"{'att': 242, 'def': 14}","{'att': 156, 'def': 13}",10,11,2,1,1.4474,w,2022-09-17 09:00:00,1,0,0,3,0.12709000000000015
h,0.937092,1.34153,0.937092,1.34153,"{'att': 225, 'def': 20}","{'att': 153, 'def': 20}",0,8,2,1,1.0029,w,2022-10-02 16:00:00,1,0,0,3,-0.40443799999999985
a,1.73653,2.10673,1.73653,2.10673,"{'att': 180, 'def': 16}","{'att': 156, 'def': 28}",8,10,1,2,1.1457000000000002,l,2022-10-09 13:30:00,0,0,1,0,-0.3702000000000003
a,1.28893,2.1252,0.534651,2.1252,"{'att': 253, 'def': 19}","{'att': 118, 'def': 18}",4,10,3,2,0.761,w,2022-10-15 13:30:00,1,0,0,3,-1.590549
h,1.91299,1.63861,1.91299,1.63861,"{'att': 120, 'def': 25}","{'att': 119, 'def': 27}",6,4,1,0,1.5355999999999999,w,2022-10-23 16:00:00,1,0,0,3,0.27438000000000007
h,1.2001,1.15397,1.2001,1.15397,"{'att': 302, 'def': 19}","{'att': 172, 'def': 17}",9,7,1,2,1.3798,l,2022-10-29 13:30:00,0,0,1,0,0.046130000000000004
a,1.68375,1.11431,1.68375,1.11431,"{'att': 380, 'def': 31}","{'att': 85, 'def': 17}",2,19,2,1,1.9048,w,2022-11-05 13:30:00,1,0,0,3,0.5694400000000002
a,1.46887,1.01273,1.46887,1.01273,"{'att': 131, 'def': 17}","{'att': 221, 'def': 34}",3,5,2,3,1.7505,l,2022-11-11 16:00:00,0,0,1,0,0.45614
h,3.12891,0.523291,2.37464,0.523291,"{'att': 150, 'def': 26}","{'att': 130, 'def': 17}",18,6,3,1,2.8501,w,2023-03-04 13:30:00,1,0,0,3,1.851349
h,1.0323,0.480132,1.0323,0.480132,"{'att': 95, 'def': 32}","{'att': 161, 'def': 20}",13,2,0,1,1.8000999999999998,l,2023-03-11 13:30:00,0,0,1,0,0.552168
a,0.548979,1.63968,0.548979,1.63968,"{'att': 184, 'def': 27}","{'att': 180, 'def': 25}",7,11,1,0,0.5676,w,2023-03-19 13:30:00,1,0,0,3,-1.0907010000000001
a,0.0599197,0.925825,0.0599197,0.925825,"{'att': 317, 'def': 33}","{'att': 121, 'def': 28}",2,18,0,0,0.45039999999999997,d,2023-04-01 13:30:00,0,1,0,1,-0.8659053
h,1.47168,0.25955,1.47168,0.25955,"{'att': 325, 'def': 29}","{'att': 195, 'def': 39}",6,5,2,0,2.4311,w,2023-04-08 13:30:00,1,0,0,3,1.2121300000000002
a,0.499743,1.0892,0.499743,1.0892,"{'att': 140, 'def': 26}","{'att': 117, 'def': 22}",4,6,1,1,0.7934999999999999,d,2023-04-16 13:30:00,0,1,0,1,-0.5894569999999999
h,1.36742,0.470888,1.36742,0.470888,"{'att': 239, 'def': 20}","{'att': 145, 'def': 34}",5,0,1,0,2.1852,w,2023-04-23 13:30:00,1,0,0,3,0.8965320000000001
h,1.26841,1.59133,1.26841,1.59133,"{'att': 208, 'def': 28}","{'att': 236, 'def': 19}",13,11,1,3,1.0894,l,2023-04-29 13:30:00,0,0,1,0,-0.3229199999999999
a,2.14956,0.574947,2.14956,0.574947,"{'att': 337, 'def': 27}","{'att': 193, 'def': 29}",6,1,5,1,2.4639,w,2023-05-06 13:30:00,1,0,0,3,1.5746130000000003
a,1.47274,0.67667,1.47274,0.67667,"{'att': 295, 'def': 32}","{'att': 155, 'def': 13}",11,13,3,0,1.9917,w,2023-05-14 13:30:00,1,0,0,3,0.7960699999999999
h,0.770986,0.267068,0.770986,0.267068,"{'att': 203, 'def': 19}","{'att': 137, 'def': 27}",5,6,3,0,1.8479999999999999,w,2023-05-20 16:00:00,1,0,0,3,0.5039179999999999
a,0.80143,2.28946,0.80143,2.28946,"{'att': 233, 'def': 30}","{'att': 126, 'def': 26}",0,6,2,3,0.3916,l,2023-05-28 16:00:00,0,0,1,0,-1.4880300000000002
h,1.03978,0.770772,1.03978,0.770772,"{'att': 370, 'def': 17}","{'att': 116, 'def': 18}",9,9,2,2,1.5507,d,2023-06-03 14:00:00,0,1,0,1,0.2690079999999999
