h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.43496,2.27953,0.43496,1.52525,"{'att': 194, 'def': 32}","{'att': 182, 'def': 23}",1,5,0,2,0.2143,l,2015-07-20 21:00:00,0,0,1,0,-1.09029
a,0.130666,1.05145,0.130666,1.05145,"{'att': 290, 'def': 30}","{'att': 124, 'def': 23}",0,10,1,1,0.4502,d,2015-07-25 22:00:00,0,1,0,1,-0.920784
h,0.660127,0.749518,0.660127,0.749518,"{'att': 126, 'def': 21}","{'att': 255, 'def': 23}",3,3,1,1,1.1826999999999999,d,2015-07-31 21:00:00,0,1,0,1,-0.089391
a,0.524728,0.838512,0.524728,0.838512,"{'att': 272, 'def': 30}","{'att': 164, 'def': 24}",9,5,1,1,0.9491,d,2015-08-10 21:15:00,0,1,0,1,-0.31378400000000006
h,1.09512,2.53373,1.09512,2.53373,"{'att': 184, 'def': 21}","{'att': 282, 'def': 22}",9,10,0,1,0.4812,l,2015-08-15 22:30:00,0,0,1,0,-1.4386099999999997
a,0.528926,2.15899,0.528926,2.15899,"{'att': 145, 'def': 26}","{'att': 279, 'def': 18}",11,6,0,3,0.2065,l,2015-08-24 20:00:00,0,0,1,0,-1.6300640000000002
h,1.2331,1.61607,0.478827,0.861793,"{'att': 325, 'def': 15}","{'att': 139, 'def': 18}",4,6,0,1,0.9528,l,2015-08-30 21:00:00,0,0,1,0,-0.38296600000000003
a,1.04268,0.693941,1.04268,0.693941,"{'att': 178, 'def': 28}","{'att': 176, 'def': 29}",4,1,1,1,1.7239,d,2015-09-12 17:30:00,0,1,0,1,0.348739
h,2.63784,1.13929,2.63784,1.13929,"{'att': 203, 'def': 34}","{'att': 134, 'def': 22}",9,5,3,0,2.3994999999999997,w,2015-09-19 20:00:00,1,0,0,3,1.4985500000000003
a,1.0957,1.60065,1.0957,0.846377,"{'att': 122, 'def': 22}","{'att': 165, 'def': 22}",6,5,1,2,0.9192,l,2015-09-28 20:00:00,0,0,1,0,0.24932299999999985
h,2.25792,0.364723,2.25792,0.364723,"{'att': 88, 'def': 19}","{'att': 223, 'def': 27}",7,3,1,1,2.7409000000000003,d,2015-10-03 20:30:00,0,1,0,1,1.8931969999999998
h,1.40546,1.75192,1.40546,1.75192,"{'att': 268, 'def': 35}","{'att': 150, 'def': 29}",5,9,2,2,1.1316000000000002,d,2015-10-17 17:30:00,0,1,0,1,-0.34646
a,0.831405,2.19879,0.831405,1.44452,"{'att': 194, 'def': 21}","{'att': 158, 'def': 26}",5,13,1,1,0.4068,d,2015-10-24 15:30:00,0,1,0,1,-0.6131150000000001
h,1.50769,2.72959,1.50769,2.72959,"{'att': 229, 'def': 27}","{'att': 129, 'def': 27}",5,6,6,2,0.5736000000000001,w,2015-11-01 20:00:00,1,0,0,3,-1.2219
a,0.662093,1.4022,0.662093,1.4022,"{'att': 246, 'def': 25}","{'att': 184, 'def': 34}",6,8,1,2,0.6797,l,2015-11-07 19:30:00,0,0,1,0,-0.7401069999999998
h,0.679094,1.43046,0.679094,1.43046,"{'att': 284, 'def': 30}","{'att': 169, 'def': 18}",6,6,2,2,0.569,d,2015-11-22 18:00:00,0,1,0,1,-0.7513660000000001
a,1.61979,2.20311,0.865512,2.20311,"{'att': 178, 'def': 25}","{'att': 145, 'def': 19}",4,7,2,2,0.8683,d,2015-11-28 13:30:00,0,1,0,1,-1.3375980000000003
h,0.997974,2.31085,0.997974,1.55657,"{'att': 217, 'def': 38}","{'att': 125, 'def': 28}",1,10,2,3,0.4579,l,2015-12-04 20:00:00,0,0,1,0,-0.558596
a,0.428794,2.10691,0.428794,2.10691,"{'att': 179, 'def': 23}","{'att': 126, 'def': 32}",4,5,0,1,0.2807,l,2016-03-05 18:00:00,0,0,1,0,-1.6781160000000002
h,1.71925,1.40918,0.964972,1.40918,"{'att': 220, 'def': 25}","{'att': 122, 'def': 28}",5,5,2,0,1.6223999999999998,w,2016-03-11 20:00:00,1,0,0,3,-0.44420800000000005
a,0.00903018,3.06283,0.00903018,3.06283,"{'att': 261, 'def': 34}","{'att': 142, 'def': 32}",1,18,0,2,0.0059,l,2016-03-19 20:30:00,0,0,1,0,-3.05379982
h,1.3367,2.51749,0.582421,2.51749,"{'att': 135, 'def': 30}","{'att': 131, 'def': 29}",5,7,1,1,0.5966,d,2016-04-02 18:00:00,0,1,0,1,-1.935069
a,1.98395,1.3979,1.98395,1.3979,"{'att': 219, 'def': 25}","{'att': 99, 'def': 22}",3,7,2,2,1.8085,d,2016-04-10 20:30:00,0,1,0,1,0.5860500000000002
h,0.244687,1.75833,0.244687,1.75833,"{'att': 182, 'def': 24}","{'att': 110, 'def': 25}",1,4,0,1,0.2526,l,2016-04-17 20:30:00,0,0,1,0,-1.513643
a,0.461313,1.61587,0.461313,0.861594,"{'att': 184, 'def': 22}","{'att': 141, 'def': 28}",4,5,0,1,0.40890000000000004,l,2016-04-24 20:30:00,0,0,1,0,-0.400281
a,0.147224,2.69676,0.147224,2.69676,"{'att': 378, 'def': 12}","{'att': 124, 'def': 25}",1,13,1,4,0.0748,l,2016-04-28 20:30:00,0,0,1,0,-2.549536
h,0.615194,0.485436,0.615194,0.485436,"{'att': 133, 'def': 24}","{'att': 280, 'def': 20}",6,1,1,2,1.4239,l,2016-05-07 18:00:00,0,0,1,0,0.12975800000000004
a,0.884096,1.7929,0.12982,1.7929,"{'att': 390, 'def': 15}","{'att': 116, 'def': 27}",4,20,1,0,0.6622000000000001,w,2016-05-11 20:30:00,1,0,0,3,-1.66308
h,1.21163,0.503754,1.21163,0.503754,"{'att': 220, 'def': 13}","{'att': 116, 'def': 25}",3,5,1,0,1.9488,w,2016-05-16 20:30:00,1,0,0,3,0.707876
a,0.911888,1.67679,0.911888,1.67679,"{'att': 290, 'def': 23}","{'att': 136, 'def': 20}",4,7,0,2,0.7273000000000001,l,2016-05-21 14:30:00,0,0,1,0,-0.764902
