h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.299492,0.773392,0.299492,0.773392,"{'att': 249, 'def': 17}","{'att': 201, 'def': 20}",3,3,0,1,0.751,l,2020-08-08 15:30:00,0,0,1,0,-0.4739
a,0.906852,1.15259,0.906852,1.15259,"{'att': 286, 'def': 10}","{'att': 293, 'def': 24}",4,8,1,2,1.1052,l,2020-08-15 15:00:00,0,0,1,0,-0.245738
h,1.32944,0.667604,0.575163,0.667604,"{'att': 228, 'def': 16}","{'att': 148, 'def': 18}",0,5,1,0,2.0435,w,2020-08-18 16:00:00,1,0,0,3,-0.092441
a,0.298788,3.73475,0.298788,3.73475,"{'att': 265, 'def': 9}","{'att': 181, 'def': 21}",2,13,1,4,0.0255,l,2020-08-22 15:00:00,0,0,1,0,-3.435962
h,0.702082,2.16814,0.702082,2.16814,"{'att': 268, 'def': 11}","{'att': 240, 'def': 17}",2,5,0,1,0.31120000000000003,l,2020-08-25 15:30:00,0,0,1,0,-1.4660580000000003
a,0.730955,2.10179,0.730955,2.10179,"{'att': 285, 'def': 18}","{'att': 194, 'def': 17}",2,11,2,2,0.4267,d,2020-08-30 15:00:00,0,1,0,1,-1.3708349999999998
h,0.847346,0.344299,0.847346,0.344299,"{'att': 234, 'def': 14}","{'att': 257, 'def': 19}",4,7,2,0,1.8311000000000002,w,2020-09-12 10:45:00,1,0,0,3,0.503047
a,0.183486,1.20872,0.183486,1.20872,"{'att': 245, 'def': 19}","{'att': 217, 'def': 26}",4,5,0,1,0.3899,l,2020-09-20 16:00:00,0,0,1,0,-1.025234
h,0.508339,0.647471,0.508339,0.647471,"{'att': 247, 'def': 20}","{'att': 117, 'def': 18}",6,2,0,2,1.1423999999999999,l,2020-09-26 11:00:00,0,0,1,0,-0.13913200000000003
h,2.1935,0.349452,1.43923,0.349452,"{'att': 136, 'def': 19}","{'att': 236, 'def': 22}",8,3,1,1,2.7068,d,2020-10-03 13:30:00,0,1,0,1,1.089778
a,1.28805,1.45195,1.28805,0.655503,"{'att': 287, 'def': 20}","{'att': 131, 'def': 20}",2,5,2,0,1.1711,w,2020-10-18 11:00:00,1,0,0,3,0.632547
a,0.168364,0.643363,0.168364,0.643363,"{'att': 331, 'def': 15}","{'att': 164, 'def': 25}",0,5,0,0,0.7211,d,2020-10-25 11:00:00,0,1,0,1,-0.474999
h,1.79455,2.5361,0.286004,1.78183,"{'att': 259, 'def': 16}","{'att': 74, 'def': 19}",1,14,1,2,0.8487999999999999,l,2020-11-01 16:00:00,0,0,1,0,-1.495826
h,0.278967,1.3552,0.278967,1.3552,"{'att': 260, 'def': 13}","{'att': 208, 'def': 20}",3,11,0,1,0.4093,l,2020-11-07 16:00:00,0,0,1,0,-1.076233
a,0.189986,1.48972,0.189986,1.48972,"{'att': 270, 'def': 16}","{'att': 157, 'def': 12}",3,26,0,1,0.3457,l,2020-11-21 11:00:00,0,0,1,0,-1.299734
a,0.982368,2.79968,0.21201,2.04541,"{'att': 268, 'def': 15}","{'att': 222, 'def': 23}",4,10,0,4,0.2424,l,2020-11-29 11:00:00,0,0,1,0,-1.8334
a,0.591488,3.85838,0.591488,3.85838,"{'att': 293, 'def': 23}","{'att': 160, 'def': 21}",7,16,1,5,0.0703,l,2020-12-05 13:30:00,0,0,1,0,-3.266892
h,0.205092,2.05102,0.205092,2.05102,"{'att': 332, 'def': 24}","{'att': 239, 'def': 23}",2,8,0,1,0.18769999999999998,l,2020-12-13 11:00:00,0,0,1,0,-1.8459279999999998
h,0.917057,1.43186,0.917057,0.677591,"{'att': 243, 'def': 26}","{'att': 238, 'def': 23}",5,4,1,1,0.8492,d,2020-12-18 15:00:00,0,1,0,1,0.23946599999999996
h,0.874433,1.17341,0.874433,1.17341,"{'att': 304, 'def': 21}","{'att': 147, 'def': 18}",4,8,1,3,1.0512,l,2021-02-26 16:00:00,0,0,1,0,-0.29897700000000005
a,0.247707,2.95017,0.247707,2.1959,"{'att': 336, 'def': 20}","{'att': 95, 'def': 27}",3,20,0,2,0.06369999999999999,l,2021-03-07 13:30:00,0,0,1,0,-1.9481929999999998
h,0.790648,3.1852,0.790648,2.43092,"{'att': 277, 'def': 16}","{'att': 91, 'def': 23}",1,9,0,4,0.07150000000000001,l,2021-03-14 13:30:00,0,0,1,0,-1.640272
a,0.816509,2.57127,0.816509,2.57127,"{'att': 288, 'def': 10}","{'att': 182, 'def': 31}",3,24,0,5,0.33880000000000005,l,2021-03-19 16:00:00,0,0,1,0,-1.7547610000000002
h,0.991934,3.84893,0.237658,1.5861,"{'att': 301, 'def': 10}","{'att': 127, 'def': 17}",7,6,1,2,0.061700000000000005,l,2021-04-04 13:30:00,0,0,1,0,-1.3484420000000001
a,0.239934,1.34649,0.239934,1.34649,"{'att': 258, 'def': 14}","{'att': 165, 'def': 31}",2,11,0,1,0.4157,l,2021-04-10 11:00:00,0,0,1,0,-1.1065559999999999
a,0.247377,3.20169,0.247377,2.44742,"{'att': 255, 'def': 16}","{'att': 157, 'def': 23}",1,12,0,4,0.0361,l,2021-04-18 11:00:00,0,0,1,0,-2.200043
h,2.11607,2.32545,1.3618,2.32545,"{'att': 291, 'def': 16}","{'att': 97, 'def': 19}",6,10,2,5,1.2339,l,2021-04-24 16:00:00,0,0,1,0,-0.9636500000000001
a,0.489189,1.99574,0.489189,1.99574,"{'att': 252, 'def': 11}","{'att': 69, 'def': 20}",3,10,0,2,0.3589,l,2021-05-02 13:30:00,0,0,1,0,-1.506551
a,0.618884,2.34455,0.618884,2.34455,"{'att': 257, 'def': 19}","{'att': 153, 'def': 25}",1,19,1,3,0.2655,l,2021-05-07 15:00:00,0,0,1,0,-1.725666
h,0.440336,2.3927,0.440336,2.3927,"{'att': 235, 'def': 11}","{'att': 133, 'def': 27}",4,30,1,5,0.2178,l,2021-05-16 11:00:00,0,0,1,0,-1.952364
