h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.31554,2.25003,1.31554,2.25003,"{'att': 130, 'def': 17}","{'att': 328, 'def': 21}",6,9,1,2,0.6838,l,2021-07-25 16:00:00,0,0,1,0,-0.9344900000000003
h,0.276455,2.58536,0.276455,1.83109,"{'att': 250, 'def': 18}","{'att': 196, 'def': 12}",5,4,0,1,0.1022,l,2021-07-30 16:00:00,0,0,1,0,-1.5546350000000002
a,1.9831,0.820357,1.22882,0.820357,"{'att': 160, 'def': 18}","{'att': 301, 'def': 9}",22,8,1,2,2.2599,l,2021-08-07 14:30:00,0,0,1,0,0.408463
a,1.01432,0.467397,1.01432,0.467397,"{'att': 254, 'def': 24}","{'att': 179, 'def': 24}",4,12,1,1,1.8769,d,2021-08-15 17:00:00,0,1,0,1,0.546923
h,1.38581,0.292247,1.38581,0.292247,"{'att': 349, 'def': 5}","{'att': 193, 'def': 17}",2,10,1,0,2.4330000000000003,w,2021-08-21 17:00:00,1,0,0,3,1.093563
a,1.28392,1.49001,1.28392,0.735735,"{'att': 212, 'def': 12}","{'att': 180, 'def': 15}",3,9,2,1,1.1662,w,2021-08-26 13:30:00,1,0,0,3,0.5481849999999999
a,0.696732,2.55744,0.696732,2.55744,"{'att': 209, 'def': 17}","{'att': 358, 'def': 12}",5,4,0,2,0.2431,l,2021-09-11 11:00:00,0,0,1,0,-1.8607080000000003
h,1.55242,0.7647,1.55242,0.7647,"{'att': 232, 'def': 22}","{'att': 214, 'def': 19}",10,6,4,2,1.9766,w,2021-09-18 13:30:00,1,0,0,3,0.7877199999999999
a,0.386345,2.20068,0.386345,1.44641,"{'att': 285, 'def': 7}","{'att': 272, 'def': 28}",2,14,1,2,0.2171,l,2021-09-25 13:30:00,0,0,1,0,-1.060065
a,1.21306,0.710726,1.21306,0.710726,"{'att': 303, 'def': 11}","{'att': 220, 'def': 25}",4,6,1,0,1.7894999999999999,w,2021-10-02 13:30:00,1,0,0,3,0.5023340000000001
h,2.34198,1.08876,2.34198,0.334489,"{'att': 297, 'def': 15}","{'att': 265, 'def': 13}",5,7,2,0,2.4198,w,2021-10-17 13:30:00,1,0,0,3,2.007491
a,1.76464,1.27705,1.76464,1.27705,"{'att': 256, 'def': 14}","{'att': 217, 'def': 13}",11,13,1,3,1.7993999999999999,l,2021-10-23 16:00:00,0,0,1,0,0.48758999999999997
a,2.15043,0.566173,2.15043,0.566173,"{'att': 284, 'def': 20}","{'att': 199, 'def': 13}",4,4,1,0,2.5173,w,2021-10-30 16:00:00,1,0,0,3,1.584257
h,1.62095,0.744149,0.866677,0.744149,"{'att': 282, 'def': 8}","{'att': 273, 'def': 16}",4,8,3,0,2.1296,w,2021-11-06 13:30:00,1,0,0,3,0.12252800000000008
h,1.06693,1.08979,1.06693,1.08979,"{'att': 204, 'def': 15}","{'att': 248, 'def': 13}",2,7,1,1,1.3322,d,2021-11-20 11:00:00,0,1,0,1,-0.022860000000000102
a,0.321144,0.237747,0.321144,0.237747,"{'att': 260, 'def': 23}","{'att': 344, 'def': 14}",5,2,0,0,1.2570000000000001,d,2021-11-28 11:00:00,0,1,0,1,0.08339699999999997
h,1.67472,1.65577,1.67472,1.65577,"{'att': 297, 'def': 9}","{'att': 217, 'def': 20}",6,3,0,1,1.3986,l,2021-12-04 11:00:00,0,0,1,0,0.018950000000000022
h,2.4234,0.517859,2.4234,0.517859,"{'att': 311, 'def': 13}","{'att': 200, 'def': 18}",10,6,2,0,2.6031,w,2021-12-11 11:00:00,1,0,0,3,1.905541
h,2.16908,1.30385,2.16908,0.549575,"{'att': 175, 'def': 23}","{'att': 221, 'def': 19}",11,3,2,2,2.0191000000000003,d,2022-03-06 11:00:00,0,1,0,1,1.6195050000000002
h,1.07219,0.823111,1.07219,0.823111,"{'att': 331, 'def': 14}","{'att': 195, 'def': 27}",1,10,1,1,1.5894,d,2022-03-13 13:30:00,0,1,0,1,0.24907899999999994
a,1.57717,1.77927,0.822894,1.77927,"{'att': 298, 'def': 24}","{'att': 279, 'def': 30}",2,6,3,2,1.1257000000000001,w,2022-03-20 13:30:00,1,0,0,3,-0.9563759999999999
h,0.651335,1.34296,0.651335,1.34296,"{'att': 74, 'def': 24}","{'att': 344, 'def': 32}",4,3,1,2,0.7049000000000001,l,2022-04-02 11:00:00,0,0,1,0,-0.6916249999999999
a,0.687663,0.988455,0.687663,0.234179,"{'att': 190, 'def': 18}","{'att': 317, 'def': 27}",7,6,0,1,0.9434,l,2022-04-06 16:00:00,0,0,1,0,0.453484
a,1.58396,0.781341,1.58396,0.781341,"{'att': 292, 'def': 17}","{'att': 225, 'def': 18}",19,9,1,0,1.9922,w,2022-04-10 09:00:00,1,0,0,3,0.8026190000000001
h,1.47428,0.179475,1.47428,0.179475,"{'att': 382, 'def': 13}","{'att': 265, 'def': 27}",11,3,2,0,2.4802,w,2022-04-17 13:30:00,1,0,0,3,1.294805
a,0.999153,2.23675,0.999153,1.48248,"{'att': 225, 'def': 17}","{'att': 239, 'def': 18}",6,4,1,4,0.494,l,2022-04-24 11:00:00,0,0,1,0,-0.48332700000000006
a,1.95595,2.21961,1.20167,1.46533,"{'att': 255, 'def': 26}","{'att': 168, 'def': 22}",6,14,1,2,1.2214,l,2022-05-01 11:00:00,0,0,1,0,-0.26366
h,3.02982,1.24184,3.02982,1.24184,"{'att': 215, 'def': 19}","{'att': 297, 'def': 21}",3,7,5,2,2.5993000000000004,w,2022-05-06 15:00:00,1,0,0,3,1.78798
a,1.17296,0.782153,0.418692,0.782153,"{'att': 185, 'def': 13}","{'att': 297, 'def': 30}",8,9,0,1,1.7435999999999998,l,2022-05-14 16:00:00,0,0,1,0,-0.363461
h,1.13368,0.785607,1.13368,0.785607,"{'att': 181, 'def': 23}","{'att': 263, 'def': 25}",10,9,0,1,1.6738,l,2022-05-21 14:00:00,0,0,1,0,0.34807299999999997
