h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.158377,1.98579,0.158377,1.98579,"{'att': 344, 'def': 17}","{'att': 134, 'def': 27}",2,12,0,3,0.1501,l,2016-08-01 20:30:00,0,0,1,0,-1.827413
a,0.499815,2.63734,0.499815,1.12879,"{'att': 311, 'def': 27}","{'att': 185, 'def': 30}",5,1,2,2,0.13169999999999998,d,2016-08-07 20:00:00,0,1,0,1,-0.628975
h,0.523871,0.444804,0.523871,0.444804,"{'att': 172, 'def': 18}","{'att': 137, 'def': 20}",5,6,1,0,1.3588,w,2016-08-14 16:30:00,1,0,0,3,0.079067
a,0.824801,1.50381,0.824801,1.50381,"{'att': 181, 'def': 28}","{'att': 216, 'def': 18}",1,7,0,3,0.7849999999999999,l,2016-08-20 22:30:00,0,0,1,0,-0.6790090000000001
h,0.410996,0.641557,0.410996,0.641557,"{'att': 225, 'def': 16}","{'att': 153, 'def': 21}",4,3,0,1,1.0717,l,2016-08-27 16:30:00,0,0,1,0,-0.23056100000000007
a,0.487281,0.319588,0.487281,0.319588,"{'att': 181, 'def': 25}","{'att': 185, 'def': 27}",7,5,0,1,1.4093,l,2016-09-10 16:30:00,0,0,1,0,0.16769300000000004
h,0.413294,0.358811,0.413294,0.358811,"{'att': 285, 'def': 18}","{'att': 139, 'def': 20}",3,5,1,0,1.2995999999999999,w,2016-09-17 15:00:00,1,0,0,3,0.054483000000000004
a,0.732446,1.36894,0.732446,1.36894,"{'att': 157, 'def': 23}","{'att': 177, 'def': 26}",7,6,1,2,0.8131,l,2016-09-26 20:30:00,0,0,1,0,-0.636494
h,1.0706,0.725315,1.0706,0.725315,"{'att': 242, 'def': 22}","{'att': 187, 'def': 39}",5,4,1,1,1.7017,d,2016-10-01 13:00:00,0,1,0,1,0.34528499999999995
a,1.35381,2.57427,0.599531,2.57427,"{'att': 91, 'def': 10}","{'att': 196, 'def': 24}",4,9,1,3,0.5616,l,2016-10-16 17:30:00,0,0,1,0,-1.9747389999999998
h,0.759527,0.896404,0.759527,0.896404,"{'att': 200, 'def': 32}","{'att': 213, 'def': 20}",5,8,0,3,1.1904,l,2016-10-22 13:00:00,0,0,1,0,-0.13687700000000003
a,0.517489,1.21085,0.517489,1.21085,"{'att': 224, 'def': 34}","{'att': 164, 'def': 33}",6,8,0,1,0.7005,l,2016-10-30 18:00:00,0,0,1,0,-0.693361
h,0.281579,0.759305,0.281579,0.759305,"{'att': 252, 'def': 37}","{'att': 166, 'def': 30}",0,6,0,1,0.7922,l,2016-11-05 12:00:00,0,0,1,0,-0.477726
a,0.0181321,0.293462,0.0181321,0.293462,"{'att': 267, 'def': 25}","{'att': 142, 'def': 45}",1,6,0,0,0.7745000000000001,d,2016-11-21 20:00:00,0,1,0,1,-0.2753299
a,0.463719,1.71672,0.463719,1.71672,"{'att': 123, 'def': 16}","{'att': 121, 'def': 22}",0,11,0,3,0.4503,l,2016-11-27 15:00:00,0,0,1,0,-1.253001
h,0.501302,1.85693,0.501302,1.85693,"{'att': 231, 'def': 21}","{'att': 113, 'def': 28}",2,13,1,6,0.40290000000000004,l,2016-12-01 20:30:00,0,0,1,0,-1.3556279999999998
