h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.893547,0.722418,0.893547,0.722418,"{'att': 152, 'def': 21}","{'att': 187, 'def': 17}",5,5,0,1,1.4556,l,2017-07-15 15:30:00,0,0,1,0,0.17112899999999998
a,0.365131,1.34268,0.365131,1.34268,"{'att': 309, 'def': 18}","{'att': 122, 'def': 20}",2,10,0,2,0.5622,l,2017-07-22 18:00:00,0,0,1,0,-0.9775490000000001
h,0.466301,1.29915,0.466301,1.29915,"{'att': 251, 'def': 29}","{'att': 166, 'def': 28}",4,7,0,1,0.6157999999999999,l,2017-07-30 18:00:00,0,0,1,0,-0.832849
a,1.42324,1.2689,1.42324,0.514624,"{'att': 175, 'def': 13}","{'att': 106, 'def': 16}",11,4,2,1,1.4628,w,2017-08-06 13:00:00,1,0,0,3,0.9086160000000001
h,0.426888,2.92209,0.426888,2.92209,"{'att': 160, 'def': 13}","{'att': 178, 'def': 30}",2,14,1,2,0.09609999999999999,l,2017-08-09 18:00:00,0,0,1,0,-2.495202
a,0.763116,0.627448,0.763116,0.627448,"{'att': 282, 'def': 20}","{'att': 138, 'def': 26}",3,10,2,0,1.4886000000000001,w,2017-08-13 15:30:00,1,0,0,3,0.135668
h,0.783145,0.135992,0.783145,0.135992,"{'att': 147, 'def': 20}","{'att': 237, 'def': 20}",4,3,0,0,1.979,d,2017-08-18 17:30:00,0,1,0,1,0.647153
a,0.705549,0.21177,0.705549,0.21177,"{'att': 174, 'def': 9}","{'att': 152, 'def': 20}",7,1,0,1,1.8923999999999999,l,2017-08-26 15:30:00,0,0,1,0,0.49377899999999997
h,0.906305,0.708093,0.906305,0.708093,"{'att': 145, 'def': 14}","{'att': 176, 'def': 10}",7,3,2,2,1.4866,d,2017-09-09 12:00:00,0,1,0,1,0.19821200000000005
h,0.903318,0.968586,0.903318,0.968586,"{'att': 240, 'def': 21}","{'att': 119, 'def': 14}",8,5,2,2,1.2947,d,2017-09-17 11:00:00,0,1,0,1,-0.06526799999999999
a,0.749178,2.22342,0.749178,0.714873,"{'att': 282, 'def': 30}","{'att': 165, 'def': 12}",4,4,1,3,0.3315,l,2017-09-24 12:00:00,0,0,1,0,0.03430500000000003
h,0.604428,0.215573,0.604428,0.215573,"{'att': 143, 'def': 28}","{'att': 239, 'def': 19}",6,7,1,0,1.6798,w,2017-09-30 12:00:00,1,0,0,3,0.38885499999999995
a,0.344686,0.731276,0.344686,0.731276,"{'att': 157, 'def': 20}","{'att': 148, 'def': 18}",5,6,0,0,0.8478,d,2017-10-16 15:30:00,0,1,0,1,-0.38659000000000004
h,1.02821,1.12793,1.02821,0.373655,"{'att': 215, 'def': 22}","{'att': 111, 'def': 32}",5,8,1,1,1.1868,d,2017-10-21 12:00:00,0,1,0,1,0.654555
a,0.552177,1.59944,0.552177,0.84516,"{'att': 224, 'def': 17}","{'att': 97, 'def': 23}",3,11,1,0,0.4881,w,2017-10-29 11:00:00,1,0,0,3,-0.292983
h,1.27369,1.38913,1.27369,1.38913,"{'att': 252, 'def': 17}","{'att': 226, 'def': 17}",11,10,1,3,1.2352999999999998,l,2017-11-04 13:30:00,0,0,1,0,-0.11543999999999999
a,0.29077,2.15872,0.29077,1.40444,"{'att': 290, 'def': 15}","{'att': 119, 'def': 12}",1,10,0,5,0.15860000000000002,l,2017-11-19 16:00:00,0,0,1,0,-1.11367
h,2.21804,1.57318,2.21804,1.57318,"{'att': 307, 'def': 24}","{'att': 143, 'def': 30}",9,5,3,2,1.8526,w,2017-11-25 13:30:00,1,0,0,3,0.6448599999999998
a,0.0835915,3.12878,0.0835915,0.865959,"{'att': 334, 'def': 11}","{'att': 103, 'def': 22}",2,16,0,6,0.014100000000000001,l,2017-12-01 16:30:00,0,0,1,0,-0.7823675
h,1.30907,1.78786,1.30907,1.78786,"{'att': 202, 'def': 16}","{'att': 142, 'def': 17}",4,11,1,3,0.9711,l,2017-12-11 16:30:00,0,0,1,0,-0.47879000000000005
a,0.511257,0.352222,0.511257,0.352222,"{'att': 217, 'def': 15}","{'att': 179, 'def': 28}",1,7,1,0,1.4186,w,2018-03-04 08:00:00,1,0,0,3,0.15903499999999998
h,0.953314,0.46886,0.953314,0.46886,"{'att': 383, 'def': 12}","{'att': 145, 'def': 28}",1,10,0,1,1.7666,l,2018-03-10 16:00:00,0,0,1,0,0.484454
a,0.320438,0.444259,0.320438,0.444259,"{'att': 161, 'def': 23}","{'att': 186, 'def': 19}",4,6,0,2,1.0901999999999998,l,2018-03-17 16:00:00,0,0,1,0,-0.12382100000000001
a,1.0495,1.7662,0.295221,1.7662,"{'att': 281, 'def': 18}","{'att': 218, 'def': 16}",11,9,1,2,0.7922,l,2018-03-31 00:00:00,0,0,1,0,-1.470979
h,1.84175,0.791799,1.08748,0.791799,"{'att': 177, 'def': 33}","{'att': 127, 'def': 19}",11,4,2,2,2.2721999999999998,d,2018-04-08 11:00:00,0,1,0,1,0.29568099999999997
