h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.1776,0.325138,2.1776,0.325138,"{'att': 92, 'def': 19}","{'att': 269, 'def': 33}",8,4,4,0,2.6803000000000003,w,2014-08-04 17:00:00,1,0,0,3,1.852462
h,0.427576,0.695471,0.427576,0.695471,"{'att': 190, 'def': 21}","{'att': 195, 'def': 27}",5,3,1,1,1.0053,d,2014-08-09 17:00:00,0,1,0,1,-0.26789499999999994
a,1.12884,1.16511,1.12884,1.16511,"{'att': 195, 'def': 27}","{'att': 336, 'def': 23}",5,5,0,1,1.3275000000000001,l,2014-08-13 17:00:00,0,0,1,0,-0.036270000000000024
h,0.710709,0.172829,0.710709,0.172829,"{'att': 180, 'def': 20}","{'att': 281, 'def': 24}",4,2,1,0,1.8561999999999999,w,2014-08-18 17:00:00,1,0,0,3,0.53788
h,1.62482,0.588019,1.62482,0.588019,"{'att': 206, 'def': 30}","{'att': 259, 'def': 29}",11,2,3,0,2.2551,w,2014-08-22 17:00:00,1,0,0,3,1.036801
a,1.15159,0.847584,1.15159,0.847584,"{'att': 217, 'def': 24}","{'att': 232, 'def': 27}",4,2,1,0,1.5489000000000002,w,2014-08-29 15:00:00,1,0,0,3,0.3040059999999999
h,0.349373,0.129176,0.349373,0.129176,"{'att': 116, 'def': 31}","{'att': 300, 'def': 36}",3,0,0,0,1.4418,d,2014-09-15 17:00:00,0,1,0,1,0.22019699999999998
a,0.691701,0.903857,0.691701,0.903857,"{'att': 274, 'def': 20}","{'att': 178, 'def': 41}",1,6,1,1,1.1562999999999999,d,2014-09-20 17:00:00,0,1,0,1,-0.212156
h,2.06991,1.42324,2.06991,1.42324,"{'att': 150, 'def': 28}","{'att': 246, 'def': 18}",5,3,2,1,1.8932,w,2014-09-28 18:00:00,1,0,0,3,0.6466700000000001
a,0.833496,1.19945,0.833496,0.445171,"{'att': 160, 'def': 27}","{'att': 314, 'def': 24}",7,4,1,2,0.9194,l,2014-10-18 16:30:00,0,0,1,0,0.38832500000000003
a,0.437514,1.88925,0.437514,1.13497,"{'att': 203, 'def': 25}","{'att': 211, 'def': 39}",5,7,0,2,0.274,l,2014-10-27 15:45:00,0,0,1,0,-0.6974560000000001
h,1.1052,0.595448,1.1052,0.595448,"{'att': 126, 'def': 24}","{'att': 296, 'def': 32}",9,1,1,0,1.8178,w,2014-11-03 16:00:00,1,0,0,3,0.509752
a,1.38892,1.64141,1.38892,0.88713,"{'att': 360, 'def': 21}","{'att': 179, 'def': 22}",3,15,3,1,1.1526,w,2014-11-08 16:00:00,1,0,0,3,0.50179
a,0.325557,1.74321,0.325557,0.988931,"{'att': 181, 'def': 25}","{'att': 219, 'def': 23}",8,5,0,3,0.2757,l,2014-11-23 10:30:00,0,0,1,0,-0.663374
h,1.40864,0.429711,1.40864,0.429711,"{'att': 209, 'def': 25}","{'att': 265, 'def': 32}",5,1,0,1,2.2303,l,2014-11-30 15:30:00,0,0,1,0,0.9789289999999999
h,0.3184,0.848475,0.3184,0.848475,"{'att': 173, 'def': 48}","{'att': 305, 'def': 21}",5,1,0,1,0.7476,l,2014-12-03 17:00:00,0,0,1,0,-0.530075
h,0.467206,0.630929,0.467206,0.630929,"{'att': 165, 'def': 30}","{'att': 303, 'def': 23}",1,4,0,0,1.0777999999999999,d,2014-12-07 10:30:00,0,1,0,1,-0.16372299999999995
h,0.586805,0.806751,0.586805,0.806751,"{'att': 222, 'def': 23}","{'att': 334, 'def': 28}",4,7,1,2,1.0823,l,2015-03-07 13:00:00,0,0,1,0,-0.21994599999999997
a,0.700016,1.61753,0.700016,1.61753,"{'att': 121, 'def': 27}","{'att': 295, 'def': 24}",2,3,1,2,0.5911,l,2015-03-15 15:30:00,0,0,1,0,-0.9175139999999999
a,0.292347,1.48452,0.292347,1.48452,"{'att': 156, 'def': 14}","{'att': 185, 'def': 26}",4,8,0,1,0.3264,l,2015-03-22 15:30:00,0,0,1,0,-1.192173
a,0.72335,0.148117,0.72335,0.148117,"{'att': 96, 'def': 30}","{'att': 286, 'def': 33}",3,1,1,0,2.046,w,2015-04-05 16:00:00,1,0,0,3,0.5752330000000001
h,0.43545,1.11367,0.43545,1.11367,"{'att': 203, 'def': 24}","{'att': 202, 'def': 21}",4,2,1,2,0.6758,l,2015-04-08 15:45:00,0,0,1,0,-0.6782199999999999
a,0.959175,0.33724,0.959175,0.33724,"{'att': 244, 'def': 31}","{'att': 209, 'def': 33}",7,0,0,0,1.9111,d,2015-04-13 16:00:00,0,1,0,1,0.621935
h,0.16119,1.39631,0.16119,1.39631,"{'att': 192, 'def': 17}","{'att': 209, 'def': 24}",2,4,0,0,0.2595,d,2015-04-19 14:00:00,0,1,0,1,-1.23512
a,0.560268,0.872147,0.560268,0.872147,"{'att': 177, 'def': 17}","{'att': 258, 'def': 26}",11,5,1,2,0.9557,l,2015-04-25 11:00:00,0,0,1,0,-0.311879
a,0.993592,0.700394,0.993592,0.700394,"{'att': 158, 'def': 20}","{'att': 240, 'def': 24}",8,5,1,0,1.6409000000000002,w,2015-05-02 17:00:00,1,0,0,3,0.29319800000000007
h,1.35535,1.40606,1.35535,1.40606,"{'att': 288, 'def': 11}","{'att': 168, 'def': 26}",6,10,4,2,1.2872000000000001,w,2015-05-11 11:30:00,1,0,0,3,-0.05071000000000003
a,1.62042,0.395528,1.62042,0.395528,"{'att': 216, 'def': 22}","{'att': 192, 'def': 21}",6,4,1,1,2.4715000000000003,d,2015-05-16 14:30:00,0,1,0,1,1.224892
a,0.844309,1.39136,0.844309,0.637082,"{'att': 262, 'def': 24}","{'att': 211, 'def': 16}",5,2,0,1,0.8438999999999999,l,2015-05-24 14:00:00,0,0,1,0,0.20722699999999994
h,0.814762,0.752347,0.814762,0.752347,"{'att': 159, 'def': 26}","{'att': 225, 'def': 12}",16,3,1,3,1.2836,l,2015-05-30 11:30:00,0,0,1,0,0.062415
