h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.956542,2.58701,0.956542,2.58701,"{'att': 167, 'def': 11}","{'att': 222, 'def': 24}",6,11,1,1,0.3966,d,2022-07-16 17:00:00,0,1,0,1,-1.6304679999999998
a,2.5345,1.33459,2.5345,0.580319,"{'att': 207, 'def': 17}","{'att': 189, 'def': 33}",10,2,4,1,2.2188000000000003,w,2022-07-23 17:00:00,1,0,0,3,1.954181
h,4.2177,0.306186,3.34228,0.306186,"{'att': 228, 'def': 21}","{'att': 258, 'def': 29}",11,1,4,1,2.9788,w,2022-07-31 14:30:00,1,0,0,3,3.0360940000000003
a,3.44152,0.854633,3.44152,0.854633,"{'att': 256, 'def': 28}","{'att': 289, 'def': 17}",20,6,2,0,2.7675,w,2022-08-06 12:00:00,1,0,0,3,2.586887
h,2.26226,0.461554,2.26226,0.461554,"{'att': 287, 'def': 22}","{'att': 247, 'def': 15}",17,14,3,0,2.6441000000000003,w,2022-08-14 17:00:00,1,0,0,3,1.800706
a,0.80313,0.969097,0.80313,0.969097,"{'att': 123, 'def': 25}","{'att': 267, 'def': 15}",11,1,0,1,1.1732,l,2022-08-20 14:30:00,0,0,1,0,-0.16596699999999998
a,1.75666,1.05315,1.75666,1.05315,"{'att': 119, 'def': 14}","{'att': 200, 'def': 21}",10,5,4,1,1.8958,w,2022-08-27 14:30:00,1,0,0,3,0.7035100000000001
h,0.843929,1.51086,0.843929,1.51086,"{'att': 176, 'def': 22}","{'att': 286, 'def': 25}",5,7,1,2,0.837,l,2022-09-04 17:00:00,0,0,1,0,-0.666931
a,1.20097,1.69223,1.20097,0.937952,"{'att': 153, 'def': 23}","{'att': 222, 'def': 20}",10,5,2,4,0.9712000000000001,l,2022-09-11 16:45:00,0,0,1,0,0.2630180000000001
h,1.67708,0.472944,1.67708,0.472944,"{'att': 210, 'def': 26}","{'att': 203, 'def': 17}",12,8,1,0,2.3243,w,2022-09-18 16:00:00,1,0,0,3,1.2041359999999999
a,1.6954,0.340923,0.941125,0.340923,"{'att': 138, 'def': 22}","{'att': 300, 'def': 18}",7,1,2,1,2.5302999999999995,w,2022-10-02 16:00:00,1,0,0,3,0.600202
h,1.40386,2.26362,1.40386,2.26362,"{'att': 160, 'def': 20}","{'att': 268, 'def': 15}",10,9,5,2,0.7081999999999999,w,2022-10-09 11:00:00,1,0,0,3,-0.8597599999999999
