h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.122652,1.82454,0.122652,1.82454,"{'att': 319, 'def': 18}","{'att': 127, 'def': 33}",3,20,0,1,0.18660000000000002,l,2015-07-18 19:30:00,0,0,1,0,-1.701888
h,0.942313,1.9802,0.942313,1.22593,"{'att': 120, 'def': 26}","{'att': 195, 'def': 30}",13,5,0,2,0.5325,l,2015-07-26 18:00:00,0,0,1,0,-0.283617
a,0.955019,2.82556,0.955019,2.82556,"{'att': 211, 'def': 17}","{'att': 153, 'def': 25}",7,10,0,1,0.3257,l,2015-08-03 20:00:00,0,0,1,0,-1.8705409999999998
h,0.374575,3.97379,0.374575,3.97379,"{'att': 197, 'def': 29}","{'att': 238, 'def': 38}",2,5,0,3,0.0167,l,2015-08-10 19:00:00,0,0,1,0,-3.599215
a,2.53373,1.09512,2.53373,1.09512,"{'att': 282, 'def': 22}","{'att': 184, 'def': 21}",10,9,1,0,2.3499,w,2015-08-15 22:30:00,1,0,0,3,1.4386099999999997
h,0.773428,1.60971,0.773428,1.60971,"{'att': 307, 'def': 18}","{'att': 247, 'def': 18}",2,12,1,3,0.7308000000000001,l,2015-08-24 20:00:00,0,0,1,0,-0.836282
a,0.529749,3.16189,0.529749,2.40761,"{'att': 165, 'def': 22}","{'att': 179, 'def': 32}",4,10,1,2,0.10969999999999999,l,2015-08-30 18:00:00,0,0,1,0,-1.877861
h,2.35226,0.283042,2.35226,0.283042,"{'att': 197, 'def': 25}","{'att': 149, 'def': 28}",9,6,3,1,2.7437,w,2015-09-12 20:00:00,1,0,0,3,2.069218
a,0.211574,1.72067,0.211574,1.72067,"{'att': 208, 'def': 18}","{'att': 110, 'def': 25}",1,9,0,0,0.25770000000000004,d,2015-09-21 20:00:00,0,1,0,1,-1.509096
h,0.987041,0.90848,0.987041,0.90848,"{'att': 201, 'def': 37}","{'att': 177, 'def': 18}",9,5,1,2,1.3646000000000003,l,2015-09-27 20:00:00,0,0,1,0,0.07856099999999999
a,1.86713,1.94492,1.86713,1.94492,"{'att': 179, 'def': 29}","{'att': 202, 'def': 14}",10,7,1,2,1.3114,l,2015-10-04 17:00:00,0,0,1,0,-0.07779000000000003
h,1.18133,0.931145,1.18133,0.931145,"{'att': 142, 'def': 31}","{'att': 200, 'def': 23}",8,3,3,1,1.5296,w,2015-10-17 20:00:00,1,0,0,3,0.250185
a,1.06358,2.33883,1.06358,2.33883,"{'att': 209, 'def': 24}","{'att': 212, 'def': 16}",6,11,1,2,0.5216,l,2015-10-25 17:30:00,0,0,1,0,-1.2752500000000002
a,2.63628,1.61711,2.63628,1.61711,"{'att': 174, 'def': 21}","{'att': 194, 'def': 23}",8,8,2,1,2.0806,w,2015-11-01 17:30:00,1,0,0,3,1.0191700000000001
h,1.61255,0.532704,1.61255,0.532704,"{'att': 172, 'def': 23}","{'att': 261, 'def': 32}",11,10,2,0,2.2367999999999997,w,2015-11-08 15:30:00,1,0,0,3,1.0798459999999999
a,2.34004,1.29091,0.831486,1.29091,"{'att': 205, 'def': 20}","{'att': 145, 'def': 34}",6,15,2,1,2.2234999999999996,w,2015-11-21 13:00:00,1,0,0,3,-0.45942400000000005
h,1.53455,2.70414,1.53455,1.94986,"{'att': 178, 'def': 17}","{'att': 188, 'def': 16}",5,9,2,2,0.5977,d,2015-11-30 20:15:00,0,1,0,1,-0.41530999999999985
a,1.0584,1.20831,1.0584,1.20831,"{'att': 171, 'def': 20}","{'att': 219, 'def': 23}",6,9,0,1,1.1991,l,2015-12-04 20:00:00,0,0,1,0,-0.14991
h,2.10691,0.428794,2.10691,0.428794,"{'att': 126, 'def': 32}","{'att': 179, 'def': 23}",5,4,1,0,2.5768999999999997,w,2016-03-05 18:00:00,1,0,0,3,1.6781160000000002
a,0.903799,2.57608,0.903799,2.57608,"{'att': 260, 'def': 25}","{'att': 162, 'def': 17}",4,14,2,4,0.3278,l,2016-03-13 20:30:00,0,0,1,0,-1.6722810000000001
h,0.58077,1.25167,0.58077,1.25167,"{'att': 179, 'def': 32}","{'att': 241, 'def': 20}",7,15,1,1,0.7602,d,2016-03-20 18:00:00,0,1,0,1,-0.6709
a,0.566924,0.919175,0.566924,0.919175,"{'att': 297, 'def': 26}","{'att': 159, 'def': 26}",3,0,0,1,0.9867,l,2016-04-03 18:00:00,0,0,1,0,-0.352251
h,2.32587,1.3923,1.57161,0.638024,"{'att': 212, 'def': 17}","{'att': 215, 'def': 27}",4,7,4,1,2.1153,w,2016-04-09 20:30:00,1,0,0,3,0.9335859999999999
a,0.714663,1.04248,0.714663,0.288205,"{'att': 221, 'def': 35}","{'att': 180, 'def': 12}",1,1,1,0,0.9305,w,2016-04-18 18:00:00,1,0,0,3,0.42645800000000006
h,1.48018,1.27555,0.725901,0.521275,"{'att': 165, 'def': 35}","{'att': 258, 'def': 24}",3,7,0,1,1.4883,l,2016-04-23 20:30:00,0,0,1,0,0.20462599999999997
a,1.16829,0.796844,1.16829,0.796844,"{'att': 141, 'def': 26}","{'att': 246, 'def': 11}",10,3,1,1,1.6651,d,2016-05-01 13:00:00,0,1,0,1,0.37144600000000005
h,0.678231,2.34379,0.678231,2.34379,"{'att': 330, 'def': 16}","{'att': 99, 'def': 10}",6,16,1,1,0.33240000000000003,d,2016-05-07 20:30:00,0,1,0,1,-1.6655589999999998
h,1.04069,1.152,1.04069,1.152,"{'att': 126, 'def': 24}","{'att': 233, 'def': 14}",8,4,1,2,1.2786,l,2016-05-11 20:00:00,0,0,1,0,-0.11131000000000002
a,1.16742,1.16609,0.413148,1.16609,"{'att': 159, 'def': 21}","{'att': 253, 'def': 14}",8,6,1,1,1.3437999999999999,d,2016-05-15 15:30:00,0,1,0,1,-0.752942
h,1.0359,0.955114,1.0359,0.955114,"{'att': 225, 'def': 23}","{'att': 218, 'def': 31}",7,15,0,1,1.4379,l,2016-05-21 14:30:00,0,0,1,0,0.08078600000000002
