h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.768719,0.704867,0.768719,0.704867,"{'att': 202, 'def': 22}","{'att': 230, 'def': 15}",12,6,2,1,1.3599,w,2019-07-13 18:30:00,1,0,0,3,0.06385200000000002
h,2.57037,1.78371,2.57037,1.02944,"{'att': 202, 'def': 20}","{'att': 167, 'def': 23}",12,7,2,2,1.9299000000000002,d,2019-07-20 18:30:00,0,1,0,1,1.5409300000000001
a,1.26099,1.1473,1.26099,1.1473,"{'att': 152, 'def': 22}","{'att': 154, 'def': 14}",9,3,3,2,1.4606999999999999,w,2019-07-28 13:30:00,1,0,0,3,0.11369000000000007
a,2.14413,1.6608,2.14413,1.6608,"{'att': 146, 'def': 18}","{'att': 216, 'def': 18}",17,4,2,2,1.6978,d,2019-08-03 12:00:00,0,1,0,1,0.48333000000000004
h,1.21501,0.410793,1.21501,0.410793,"{'att': 169, 'def': 17}","{'att': 177, 'def': 13}",12,6,1,0,2.0856000000000003,w,2019-08-12 18:00:00,1,0,0,3,0.804217
a,0.809611,0.900395,0.809611,0.900395,"{'att': 119, 'def': 19}","{'att': 193, 'def': 21}",5,3,0,2,1.2438,l,2019-08-18 14:30:00,0,0,1,0,-0.09078399999999998
h,1.47599,0.47922,1.47599,0.47922,"{'att': 205, 'def': 20}","{'att': 202, 'def': 13}",10,2,2,1,2.1368,w,2019-08-25 17:00:00,1,0,0,3,0.9967699999999999
a,1.88066,2.17999,1.88066,2.17999,"{'att': 169, 'def': 32}","{'att': 128, 'def': 24}",7,10,2,1,1.151,w,2019-08-31 14:30:00,1,0,0,3,-0.2993300000000001
h,1.63672,0.896002,1.63672,0.141727,"{'att': 241, 'def': 13}","{'att': 204, 'def': 11}",14,5,2,1,1.9963,w,2019-09-16 17:30:00,1,0,0,3,1.494993
a,1.73111,2.29276,1.73111,1.53849,"{'att': 142, 'def': 13}","{'att': 306, 'def': 14}",13,5,1,2,0.9491,l,2019-09-21 16:00:00,0,0,1,0,0.19262
h,0.988366,0.818962,0.988366,0.818962,"{'att': 231, 'def': 16}","{'att': 191, 'def': 11}",4,8,3,0,1.495,w,2019-09-28 13:30:00,1,0,0,3,0.169404
a,1.89745,1.81539,1.89745,1.06112,"{'att': 301, 'def': 17}","{'att': 126, 'def': 10}",2,14,3,1,1.4215,w,2019-10-06 14:30:00,1,0,0,3,0.83633
a,1.02271,3.68195,0.268432,2.1734,"{'att': 230, 'def': 15}","{'att': 128, 'def': 21}",7,7,1,6,0.0843,l,2019-10-19 17:00:00,0,0,1,0,-1.904968
h,1.53901,1.08688,1.53901,1.08688,"{'att': 127, 'def': 20}","{'att': 203, 'def': 16}",15,4,2,0,1.6924000000000001,w,2019-10-26 17:00:00,1,0,0,3,0.4521299999999999
a,0.624235,2.60856,0.624235,2.60856,"{'att': 270, 'def': 28}","{'att': 121, 'def': 12}",0,15,2,2,0.2101,d,2019-11-03 13:30:00,0,1,0,1,-1.9843250000000001
h,0.979083,0.707999,0.979083,0.707999,"{'att': 183, 'def': 21}","{'att': 191, 'def': 18}",8,2,1,2,1.5802,l,2019-11-09 13:30:00,0,0,1,0,0.271084
a,1.87154,2.02484,1.11727,0.516294,"{'att': 236, 'def': 29}","{'att': 185, 'def': 26}",10,8,1,2,1.2095,l,2019-11-23 13:30:00,0,0,1,0,0.600976
h,0.792811,0.284262,0.792811,0.284262,"{'att': 102, 'def': 22}","{'att': 175, 'def': 17}",10,1,0,0,1.8358,d,2019-11-30 13:30:00,0,1,0,1,0.508549
