h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.21626,0.2504,1.21626,0.2504,"{'att': 184, 'def': 15}","{'att': 307, 'def': 13}",10,1,2,0,2.2630999999999997,w,2018-07-29 14:00:00,1,0,0,3,0.9658599999999999
h,1.57608,0.136088,1.57608,0.136088,"{'att': 143, 'def': 32}","{'att': 265, 'def': 16}",2,2,1,0,2.6597,w,2018-08-04 16:30:00,1,0,0,3,1.439992
a,1.12799,0.479135,1.12799,0.479135,"{'att': 291, 'def': 22}","{'att': 218, 'def': 24}",6,7,1,0,2.0346,w,2018-08-13 20:00:00,1,0,0,3,0.6488550000000001
h,2.77597,1.03114,2.77597,1.03114,"{'att': 199, 'def': 22}","{'att': 170, 'def': 22}",7,6,4,1,2.5253,w,2018-08-19 19:00:00,1,0,0,3,1.74483
a,2.05277,0.500344,2.05277,0.500344,"{'att': 192, 'def': 12}","{'att': 275, 'def': 26}",7,4,2,0,2.564,w,2018-08-26 16:30:00,1,0,0,3,1.552426
h,0.845865,0.512206,0.845865,0.512206,"{'att': 145, 'def': 23}","{'att': 193, 'def': 30}",8,2,0,0,1.6375,d,2018-09-02 16:00:00,0,1,0,1,0.33365899999999993
a,1.07246,0.511651,1.07246,0.511651,"{'att': 188, 'def': 17}","{'att': 265, 'def': 18}",9,2,2,1,1.8588,w,2018-09-16 11:00:00,1,0,0,3,0.560809
h,2.79425,0.580973,2.79425,0.580973,"{'att': 168, 'def': 27}","{'att': 273, 'def': 24}",8,6,5,3,2.7522,w,2018-09-23 13:30:00,1,0,0,3,2.2132769999999997
a,1.11558,0.935851,1.11558,0.181575,"{'att': 208, 'def': 19}","{'att': 254, 'def': 18}",9,2,1,2,1.4545000000000001,l,2018-09-30 11:00:00,0,0,1,0,0.934005
h,2.25734,1.73801,2.25734,0.983739,"{'att': 261, 'def': 26}","{'att': 164, 'def': 16}",6,10,2,1,1.737,w,2018-10-07 13:30:00,1,0,0,3,1.2736010000000002
a,0.635123,1.49294,0.635123,1.49294,"{'att': 208, 'def': 22}","{'att': 279, 'def': 26}",6,1,0,1,0.5687,l,2018-10-21 11:00:00,0,0,1,0,-0.8578169999999999
a,0.5435,1.15956,0.5435,1.15956,"{'att': 267, 'def': 11}","{'att': 210, 'def': 22}",2,6,1,0,0.7696000000000001,w,2018-10-29 14:00:00,1,0,0,3,-0.6160599999999999
h,1.6714,0.392819,0.917127,0.392819,"{'att': 219, 'def': 20}","{'att': 335, 'def': 14}",2,5,1,0,2.4964,w,2018-11-04 11:00:00,1,0,0,3,0.524308
a,0.572141,1.54533,0.572141,1.54533,"{'att': 135, 'def': 15}","{'att': 314, 'def': 24}",11,9,0,2,0.5630999999999999,l,2018-11-11 16:00:00,0,0,1,0,-0.9731890000000001
h,1.47445,0.597139,1.47445,0.597139,"{'att': 167, 'def': 10}","{'att': 244, 'def': 19}",9,3,2,0,2.1205000000000003,w,2018-11-25 16:00:00,1,0,0,3,0.8773110000000001
a,1.15663,1.72589,1.15663,1.72589,"{'att': 174, 'def': 15}","{'att': 256, 'def': 17}",12,1,2,4,0.9359000000000001,l,2018-12-03 16:30:00,0,0,1,0,-0.5692599999999999
h,1.51039,1.30623,0.756111,1.30623,"{'att': 67, 'def': 15}","{'att': 308, 'def': 19}",8,2,1,2,1.4855,l,2018-12-09 16:00:00,0,0,1,0,-0.550119
a,1.50975,0.24714,1.50975,0.24714,"{'att': 226, 'def': 17}","{'att': 243, 'def': 26}",8,2,1,0,2.4059,w,2019-03-02 08:30:00,1,0,0,3,1.26261
h,1.35032,0.723085,1.35032,0.723085,"{'att': 204, 'def': 15}","{'att': 303, 'def': 22}",4,4,2,1,1.8817000000000002,w,2019-03-10 13:30:00,1,0,0,3,0.627235
a,0.95417,2.0275,0.95417,2.0275,"{'att': 205, 'def': 36}","{'att': 133, 'def': 27}",8,8,1,1,0.5699,d,2019-03-17 16:00:00,0,1,0,1,-1.07333
h,1.93845,0.937559,1.93845,0.937559,"{'att': 130, 'def': 23}","{'att': 209, 'def': 15}",9,1,3,1,2.1912000000000003,w,2019-03-31 12:00:00,1,0,0,3,1.000891
a,1.13404,0.44108,1.13404,0.44108,"{'att': 193, 'def': 26}","{'att': 149, 'def': 23}",7,7,1,1,1.9541,d,2019-04-07 17:00:00,0,1,0,1,0.6929599999999999
h,3.56344,0.411044,3.56344,0.411044,"{'att': 274, 'def': 24}","{'att': 281, 'def': 16}",20,1,5,0,2.9389,w,2019-04-14 14:30:00,1,0,0,3,3.152396
a,2.44452,2.10379,2.44452,2.10379,"{'att': 208, 'def': 20}","{'att': 96, 'def': 14}",8,11,3,2,1.5996,w,2019-04-20 19:00:00,1,0,0,3,0.34072999999999976
h,2.15566,0.457098,2.15566,0.457098,"{'att': 116, 'def': 12}","{'att': 289, 'def': 14}",10,1,2,0,2.7071,w,2019-04-24 19:00:00,1,0,0,3,1.6985620000000001
h,4.09161,1.19854,4.09161,1.19854,"{'att': 227, 'def': 28}","{'att': 208, 'def': 14}",14,7,4,2,2.8417,w,2019-04-28 14:30:00,1,0,0,3,2.8930700000000003
a,1.67829,0.503732,1.67829,0.503732,"{'att': 243, 'def': 22}","{'att': 280, 'def': 18}",8,9,1,1,2.2943000000000002,d,2019-05-04 14:30:00,0,1,0,1,1.1745580000000002
h,1.19504,0.748435,1.19504,0.748435,"{'att': 148, 'def': 20}","{'att': 191, 'def': 23}",11,9,3,1,1.8377999999999999,w,2019-05-12 17:00:00,1,0,0,3,0.44660500000000014
