h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.397953,1.97994,0.397953,1.97994,"{'att': 293, 'def': 21}","{'att': 254, 'def': 24}",3,13,1,3,0.2241,l,2022-07-17 12:00:00,0,0,1,0,-1.581987
a,0.796196,1.96096,0.796196,0.452412,"{'att': 334, 'def': 21}","{'att': 271, 'def': 23}",4,10,0,4,0.41769999999999996,l,2022-07-24 14:30:00,0,0,1,0,0.34378400000000003
a,1.04662,1.40134,1.04662,1.40134,"{'att': 335, 'def': 18}","{'att': 270, 'def': 15}",3,14,1,1,1.0608,d,2022-07-31 14:30:00,0,1,0,1,-0.3547199999999999
h,1.31049,3.014,0.556214,3.014,"{'att': 238, 'def': 25}","{'att': 249, 'def': 22}",8,13,1,3,0.3099,l,2022-08-07 12:00:00,0,0,1,0,-2.4577859999999996
a,0.249197,1.91203,0.249197,1.91203,"{'att': 218, 'def': 13}","{'att': 199, 'def': 22}",3,19,0,1,0.253,l,2022-08-14 14:30:00,0,0,1,0,-1.662833
a,0.00938095,3.3688,0.00938095,3.3688,"{'att': 195, 'def': 3}","{'att': 100, 'def': 19}",2,27,0,2,0.0167,l,2022-08-21 14:30:00,0,0,1,0,-3.3594190499999996
h,0.665258,2.0302,0.665258,2.0302,"{'att': 292, 'def': 20}","{'att': 220, 'def': 19}",4,5,1,4,0.45009999999999994,l,2022-08-28 14:30:00,0,0,1,0,-1.3649419999999997
h,0.425247,1.84369,0.425247,1.08942,"{'att': 269, 'def': 12}","{'att': 215, 'def': 24}",2,10,0,1,0.3264,l,2022-09-05 17:00:00,0,0,1,0,-0.6641730000000001
a,0.861666,1.08301,0.10739,1.08301,"{'att': 212, 'def': 17}","{'att': 179, 'def': 17}",2,11,0,2,1.1811,l,2022-09-11 10:00:00,0,0,1,0,-0.97562
h,1.29707,2.3042,1.29707,2.3042,"{'att': 222, 'def': 27}","{'att': 130, 'def': 25}",2,14,1,0,0.653,w,2022-09-17 11:00:00,1,0,0,3,-1.0071299999999999
a,0.491809,1.28362,0.491809,1.28362,"{'att': 133, 'def': 17}","{'att': 159, 'def': 15}",5,5,2,2,0.6532,d,2022-10-02 11:00:00,0,1,0,1,-0.791811
h,0.148082,1.18942,0.148082,1.18942,"{'att': 232, 'def': 15}","{'att': 180, 'def': 15}",1,18,0,0,0.43720000000000003,d,2022-10-09 13:30:00,0,1,0,1,-1.0413379999999999
