h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.78611,0.195363,0.78611,0.195363,"{'att': 150, 'def': 18}","{'att': 301, 'def': 13}",6,2,1,0,1.8843999999999999,w,2018-07-28 19:00:00,1,0,0,3,0.5907469999999999
a,1.47596,0.533667,1.47596,0.533667,"{'att': 248, 'def': 24}","{'att': 201, 'def': 13}",7,0,0,0,2.1399,d,2018-08-04 19:00:00,0,1,0,1,0.9422929999999999
h,1.77821,0.0220797,1.77821,0.0220797,"{'att': 64, 'def': 22}","{'att': 287, 'def': 11}",19,0,1,0,2.7205,w,2018-08-11 19:00:00,1,0,0,3,1.7561303000000001
a,0.339471,1.0754,0.339471,1.0754,"{'att': 195, 'def': 22}","{'att': 133, 'def': 20}",4,6,1,0,0.6646000000000001,w,2018-08-18 19:00:00,1,0,0,3,-0.7359289999999998
h,2.22604,0.36489,1.47177,0.36489,"{'att': 189, 'def': 26}","{'att': 157, 'def': 24}",4,4,2,1,2.698,w,2018-08-25 19:00:00,1,0,0,3,1.10688
a,0.512206,0.845865,0.512206,0.845865,"{'att': 193, 'def': 30}","{'att': 145, 'def': 23}",2,8,0,0,0.9850000000000001,d,2018-09-02 16:00:00,0,1,0,1,-0.33365899999999993
h,0.750654,1.60606,0.750654,0.851782,"{'att': 138, 'def': 30}","{'att': 266, 'def': 12}",11,4,1,2,0.5825,l,2018-09-16 16:00:00,0,0,1,0,-0.101128
a,0.797273,0.823241,0.797273,0.823241,"{'att': 172, 'def': 11}","{'att': 183, 'def': 27}",4,11,1,1,1.3379,d,2018-09-23 16:00:00,0,1,0,1,-0.02596799999999999
h,0.557661,1.20486,0.557661,1.20486,"{'att': 151, 'def': 21}","{'att': 303, 'def': 24}",2,3,0,1,0.5609,l,2018-09-30 16:00:00,0,0,1,0,-0.6471990000000001
a,1.71339,1.61194,0.959116,0.857668,"{'att': 114, 'def': 8}","{'att': 188, 'def': 21}",5,2,3,2,1.424,w,2018-10-07 08:30:00,1,0,0,3,0.10144799999999998
h,2.04181,2.12445,2.04181,1.20546,"{'att': 155, 'def': 31}","{'att': 323, 'def': 12}",5,2,2,3,1.3117999999999999,l,2018-10-21 13:30:00,0,0,1,0,0.8363499999999999
a,0.917239,0.88705,0.162963,0.88705,"{'att': 207, 'def': 20}","{'att': 211, 'def': 38}",3,3,1,1,1.4031,d,2018-10-29 16:30:00,0,1,0,1,-0.724087
h,1.34706,1.80676,1.34706,1.80676,"{'att': 181, 'def': 26}","{'att': 225, 'def': 14}",7,5,1,2,0.971,l,2018-11-04 16:00:00,0,0,1,0,-0.4597
a,0.447186,1.40675,0.447186,1.40675,"{'att': 190, 'def': 19}","{'att': 314, 'def': 22}",6,6,0,2,0.5367,l,2018-11-11 11:00:00,0,0,1,0,-0.959564
h,2.30277,0.548141,2.30277,0.548141,"{'att': 185, 'def': 11}","{'att': 246, 'def': 21}",15,4,3,1,2.6161,w,2018-11-25 11:00:00,1,0,0,3,1.7546290000000002
h,1.52218,2.67071,1.52218,1.91643,"{'att': 163, 'def': 13}","{'att': 213, 'def': 30}",7,9,2,1,0.591,w,2018-12-02 16:00:00,1,0,0,3,-0.39425
a,3.35541,0.971855,1.84686,0.971855,"{'att': 190, 'def': 22}","{'att': 319, 'def': 20}",8,7,3,0,2.8003,w,2018-12-08 17:00:00,1,0,0,3,0.8750049999999999
h,0.943381,0.912565,0.943381,0.912565,"{'att': 347, 'def': 30}","{'att': 212, 'def': 26}",7,5,1,1,1.3608,d,2019-03-03 16:00:00,0,1,0,1,0.030816000000000066
a,0.957899,0.56364,0.957899,0.56364,"{'att': 115, 'def': 22}","{'att': 148, 'def': 30}",3,11,1,0,1.7488,w,2019-03-10 16:00:00,1,0,0,3,0.3942589999999999
h,2.0275,0.95417,2.0275,0.95417,"{'att': 133, 'def': 27}","{'att': 205, 'def': 36}",8,8,1,1,2.2186999999999997,d,2019-03-17 16:00:00,0,1,0,1,1.07333
a,1.75714,0.674893,1.00286,0.674893,"{'att': 207, 'def': 18}","{'att': 296, 'def': 25}",11,5,3,1,2.292,w,2019-03-30 13:30:00,1,0,0,3,0.3279670000000001
h,1.08112,2.3397,1.08112,2.3397,"{'att': 145, 'def': 20}","{'att': 249, 'def': 35}",8,16,0,2,0.5536,l,2019-04-06 17:00:00,0,0,1,0,-1.25858
a,1.2092,0.949243,1.2092,0.949243,"{'att': 91, 'def': 17}","{'att': 317, 'def': 19}",8,4,1,2,1.5903,l,2019-04-14 17:00:00,0,0,1,0,0.2599570000000001
h,1.47233,0.174987,1.47233,0.174987,"{'att': 188, 'def': 22}","{'att': 363, 'def': 22}",13,2,2,0,2.4736,w,2019-04-21 17:00:00,1,0,0,3,1.297343
