h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.195363,0.78611,0.195363,0.78611,"{'att': 301, 'def': 13}","{'att': 150, 'def': 18}",2,6,0,1,0.688,l,2018-07-28 19:00:00,0,0,1,0,-0.5907469999999999
a,1.36694,1.41184,1.36694,0.525576,"{'att': 252, 'def': 17}","{'att': 78, 'def': 13}",2,5,3,0,1.2779,w,2018-08-05 16:30:00,1,0,0,3,0.841364
h,0.183598,0.681723,0.183598,0.681723,"{'att': 262, 'def': 22}","{'att': 134, 'def': 10}",1,5,1,0,0.7241,w,2018-08-12 14:00:00,1,0,0,3,-0.49812499999999993
a,1.22131,0.886545,0.46703,0.132269,"{'att': 170, 'def': 23}","{'att': 286, 'def': 9}",8,1,3,1,1.6166,w,2018-08-17 19:30:00,1,0,0,3,0.334761
h,2.27389,2.10526,2.27389,2.10526,"{'att': 227, 'def': 15}","{'att': 90, 'def': 21}",4,7,1,1,1.5154,d,2018-08-26 14:00:00,0,1,0,1,0.16863000000000028
a,0.173048,1.12944,0.173048,1.12944,"{'att': 197, 'def': 16}","{'att': 170, 'def': 13}",6,8,0,2,0.4737,l,2018-09-02 13:30:00,0,0,1,0,-0.956392
h,0.511651,1.07246,0.511651,1.07246,"{'att': 265, 'def': 18}","{'att': 188, 'def': 17}",2,9,1,2,0.8148,l,2018-09-16 11:00:00,0,0,1,0,-0.560809
a,0.376319,0.401264,0.376319,0.401264,"{'att': 211, 'def': 30}","{'att': 226, 'def': 15}",5,3,1,1,1.2188,d,2018-09-22 16:00:00,0,1,0,1,-0.024944999999999995
h,0.727684,1.91319,0.727684,1.15891,"{'att': 240, 'def': 23}","{'att': 155, 'def': 21}",9,10,0,1,0.4642,l,2018-09-28 14:30:00,0,0,1,0,-0.4312260000000001
a,0.932588,1.45524,0.932588,1.45524,"{'att': 246, 'def': 13}","{'att': 148, 'def': 17}",1,9,1,0,0.931,w,2018-10-06 13:30:00,1,0,0,3,-0.5226520000000001
h,0.896855,0.990084,0.896855,0.990084,"{'att': 210, 'def': 15}","{'att': 204, 'def': 19}",1,5,0,0,1.2231,d,2018-10-20 08:30:00,0,1,0,1,-0.093229
a,1.04509,0.442165,1.04509,0.442165,"{'att': 269, 'def': 29}","{'att': 194, 'def': 19}",3,3,2,2,2.0209,d,2018-10-27 13:30:00,0,1,0,1,0.6029250000000002
h,1.7098,0.24388,0.955527,0.24388,"{'att': 170, 'def': 26}","{'att': 184, 'def': 11}",2,2,1,0,2.6873,w,2018-11-05 11:00:00,1,0,0,3,0.711647
a,0.848882,1.17802,0.848882,1.17802,"{'att': 270, 'def': 20}","{'att': 185, 'def': 14}",8,5,1,2,1.0522,l,2018-11-10 11:00:00,0,0,1,0,-0.32913800000000004
h,1.18736,0.0518166,0.433087,0.0518166,"{'att': 255, 'def': 11}","{'att': 241, 'def': 13}",1,2,1,0,2.6221,w,2018-11-24 13:30:00,1,0,0,3,0.3812704
a,1.65472,1.79516,1.65472,1.79516,"{'att': 228, 'def': 18}","{'att': 109, 'def': 33}",7,5,1,2,1.2274,l,2018-12-08 14:30:00,0,0,1,0,-0.14044000000000012
h,1.13185,0.257685,1.13185,0.257685,"{'att': 159, 'def': 26}","{'att': 250, 'def': 24}",8,0,0,1,2.1227,l,2019-03-01 13:30:00,0,0,1,0,0.8741650000000001
a,0.622718,2.33119,0.622718,1.57691,"{'att': 320, 'def': 17}","{'att': 168, 'def': 19}",6,14,2,2,0.2878,d,2019-03-11 16:30:00,0,1,0,1,-0.954192
h,1.1428,2.2016,1.1428,2.2016,"{'att': 223, 'def': 14}","{'att': 114, 'def': 25}",11,14,1,0,0.6551,w,2019-03-16 08:30:00,1,0,0,3,-1.0588
a,0.937559,1.93845,0.937559,1.93845,"{'att': 209, 'def': 15}","{'att': 130, 'def': 23}",1,9,1,3,0.5889,l,2019-03-31 12:00:00,0,0,1,0,-1.000891
