h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.27543,1.11071,1.27543,1.11071,"{'att': 381, 'def': 20}","{'att': 122, 'def': 29}",5,14,1,1,1.5049000000000001,d,2022-07-17 17:00:00,0,1,0,1,0.16471999999999998
h,1.96096,0.796196,0.452412,0.796196,"{'att': 271, 'def': 23}","{'att': 334, 'def': 21}",10,4,4,0,2.3854,w,2022-07-24 14:30:00,1,0,0,3,-0.34378400000000003
a,1.57022,1.07363,0.815948,1.07363,"{'att': 186, 'def': 11}","{'att': 191, 'def': 20}",7,7,3,3,1.7964999999999998,d,2022-07-30 12:00:00,0,1,0,1,-0.2576820000000001
a,1.15356,1.63377,1.15356,1.63377,"{'att': 316, 'def': 21}","{'att': 218, 'def': 18}",4,10,2,0,0.9546000000000001,w,2022-08-07 14:30:00,1,0,0,3,-0.48021
h,0.669511,0.756906,0.669511,0.756906,"{'att': 346, 'def': 18}","{'att': 196, 'def': 23}",9,4,0,0,1.222,d,2022-08-13 17:00:00,0,1,0,1,-0.087395
h,0.969097,0.80313,0.969097,0.80313,"{'att': 267, 'def': 15}","{'att': 123, 'def': 25}",1,11,1,0,1.5002,w,2022-08-20 14:30:00,1,0,0,3,0.16596699999999998
a,2.78355,2.00819,2.02928,1.25391,"{'att': 264, 'def': 15}","{'att': 275, 'def': 28}",8,4,2,2,2.009,d,2022-08-27 12:00:00,0,1,0,1,0.7753699999999999
h,0.737368,0.43827,0.737368,0.43827,"{'att': 210, 'def': 21}","{'att': 190, 'def': 28}",6,3,2,1,1.5838,w,2022-09-03 17:30:00,1,0,0,3,0.29909800000000003
a,1.4902,0.928425,1.4902,0.928425,"{'att': 230, 'def': 23}","{'att': 170, 'def': 19}",13,14,1,2,1.8101999999999998,l,2022-09-09 17:00:00,0,0,1,0,0.561775
h,0.159922,1.26591,0.159922,1.26591,"{'att': 357, 'def': 26}","{'att': 185, 'def': 13}",4,11,0,2,0.4082,l,2022-09-17 16:00:00,0,0,1,0,-1.105988
a,1.34153,0.937092,1.34153,0.937092,"{'att': 153, 'def': 20}","{'att': 225, 'def': 20}",8,0,1,2,1.7117999999999998,l,2022-10-02 16:00:00,0,0,1,0,0.40443799999999985
a,1.24335,2.69788,1.24335,2.69788,"{'att': 188, 'def': 9}","{'att': 198, 'def': 23}",10,13,1,1,0.5234,d,2022-10-08 13:30:00,0,1,0,1,-1.45453
h,0.856337,1.80356,0.856337,1.80356,"{'att': 204, 'def': 16}","{'att': 161, 'def': 19}",7,7,3,2,0.6544,w,2022-10-15 16:30:00,1,0,0,3,-0.947223
a,2.81134,0.697328,1.30279,0.697328,"{'att': 223, 'def': 38}","{'att': 234, 'def': 19}",18,2,3,1,2.7721999999999998,w,2022-10-22 16:00:00,1,0,0,3,0.605462
h,4.09177,1.16564,4.09177,0.411361,"{'att': 171, 'def': 34}","{'att': 165, 'def': 23}",21,1,6,1,2.8543,w,2022-10-29 11:00:00,1,0,0,3,3.6804090000000005
a,1.22587,0.569762,1.22587,0.569762,"{'att': 239, 'def': 15}","{'att': 206, 'def': 12}",12,3,1,2,1.8777000000000001,l,2022-11-06 16:00:00,0,0,1,0,0.656108
h,2.73719,1.77558,1.98291,1.77558,"{'att': 144, 'def': 22}","{'att': 112, 'def': 15}",7,20,2,1,2.0249,w,2022-11-13 16:30:00,1,0,0,3,0.20733000000000001
h,0.923144,0.576415,0.923144,0.576415,"{'att': 152, 'def': 31}","{'att': 246, 'def': 13}",8,6,1,0,1.7348999999999999,w,2023-03-05 11:00:00,1,0,0,3,0.34672899999999995
a,0.992145,0.658653,0.992145,0.658653,"{'att': 242, 'def': 19}","{'att': 144, 'def': 20}",5,7,1,3,1.6417,l,2023-03-11 16:00:00,0,0,1,0,0.333492
a,0.665643,0.400488,0.665643,0.400488,"{'att': 145, 'def': 11}","{'att': 207, 'def': 18}",7,6,1,0,1.5651000000000002,w,2023-03-18 11:15:00,1,0,0,3,0.265155
h,1.50393,0.669177,0.749659,0.669177,"{'att': 73, 'def': 12}","{'att': 232, 'def': 18}",6,3,0,2,2.0894,l,2023-04-01 11:00:00,0,0,1,0,0.08048199999999994
a,0.929156,2.5741,0.929156,1.81982,"{'att': 242, 'def': 20}","{'att': 167, 'def': 17}",5,14,3,3,0.3236,d,2023-04-08 16:30:00,0,1,0,1,-0.890664
h,1.17332,1.13775,0.41904,0.383475,"{'att': 119, 'def': 14}","{'att': 245, 'def': 18}",7,5,3,1,1.3385,w,2023-04-15 11:00:00,1,0,0,3,0.03556500000000001
a,0.391116,1.55491,0.391116,0.800632,"{'att': 326, 'def': 20}","{'att': 175, 'def': 16}",6,10,1,3,0.3554,l,2023-04-22 16:00:00,0,0,1,0,-0.409516
h,1.46541,1.13315,1.46541,0.378876,"{'att': 117, 'def': 18}","{'att': 289, 'def': 8}",12,1,0,2,1.5964,l,2023-04-28 17:00:00,0,0,1,0,1.086534
a,1.51449,0.356751,0.760212,0.356751,"{'att': 90, 'def': 22}","{'att': 258, 'def': 24}",14,2,1,0,2.4456,w,2023-05-06 11:00:00,1,0,0,3,0.403461
h,0.67667,1.47274,0.67667,1.47274,"{'att': 155, 'def': 13}","{'att': 295, 'def': 32}",13,11,0,3,0.7449000000000001,l,2023-05-14 13:30:00,0,0,1,0,-0.7960699999999999
