h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.50584,0.973431,1.50584,0.973431,"{'att': 170, 'def': 19}","{'att': 208, 'def': 20}",4,5,1,1,1.8394000000000004,d,2019-07-12 17:00:00,0,1,0,1,0.532409
a,1.24534,1.16054,1.24534,1.16054,"{'att': 223, 'def': 23}","{'att': 238, 'def': 20}",4,3,3,2,1.3907,w,2019-07-20 13:30:00,1,0,0,3,0.08479999999999999
h,1.1473,1.26099,1.1473,1.26099,"{'att': 154, 'def': 14}","{'att': 152, 'def': 22}",3,9,2,3,1.2585,l,2019-07-28 13:30:00,0,0,1,0,-0.11369000000000007
a,1.0036,0.594033,1.0036,0.594033,"{'att': 205, 'def': 23}","{'att': 205, 'def': 25}",5,9,1,0,1.7849,w,2019-08-04 14:30:00,1,0,0,3,0.409567
h,1.0268,0.608228,1.0268,0.608228,"{'att': 159, 'def': 23}","{'att': 216, 'def': 26}",4,9,1,0,1.7218999999999998,w,2019-08-11 12:00:00,1,0,0,3,0.41857199999999994
a,0.970755,0.981768,0.970755,0.981768,"{'att': 231, 'def': 20}","{'att': 155, 'def': 26}",5,8,0,1,1.3246,l,2019-08-18 12:00:00,0,0,1,0,-0.01101299999999994
h,0.488713,1.19685,0.488713,1.19685,"{'att': 190, 'def': 15}","{'att': 195, 'def': 15}",3,9,2,1,0.6763,w,2019-08-25 19:30:00,1,0,0,3,-0.708137
h,0.617681,2.09138,0.617681,2.09138,"{'att': 141, 'def': 14}","{'att': 183, 'def': 35}",4,14,1,2,0.4336,l,2019-09-01 14:30:00,0,0,1,0,-1.4736989999999999
a,0.760863,3.47259,0.760863,1.96404,"{'att': 312, 'def': 8}","{'att': 196, 'def': 32}",4,12,1,3,0.10110000000000001,l,2019-09-13 17:00:00,0,0,1,0,-1.2031770000000002
h,1.18479,1.21788,1.18479,0.463607,"{'att': 177, 'def': 8}","{'att': 167, 'def': 25}",6,1,1,1,1.2872,d,2019-09-22 13:30:00,0,1,0,1,0.721183
a,1.80387,1.96206,1.80387,1.20778,"{'att': 221, 'def': 17}","{'att': 166, 'def': 14}",6,7,0,2,1.2485999999999997,l,2019-09-29 16:00:00,0,0,1,0,0.59609
a,0.29411,2.15352,0.29411,1.39924,"{'att': 186, 'def': 16}","{'att': 225, 'def': 27}",5,4,1,2,0.1704,l,2019-10-06 12:00:00,0,0,1,0,-1.10513
h,3.40361,0.451437,1.14079,0.451437,"{'att': 123, 'def': 17}","{'att': 230, 'def': 12}",10,1,1,1,2.9239,d,2019-10-20 14:30:00,0,1,0,1,0.689353
a,1.2775,1.28853,1.2775,1.28853,"{'att': 178, 'def': 18}","{'att': 281, 'def': 31}",5,4,1,1,1.3486,d,2019-10-26 14:30:00,0,1,0,1,-0.011029999999999873
a,0.434157,2.2369,0.434157,2.2369,"{'att': 255, 'def': 10}","{'att': 116, 'def': 19}",2,13,1,0,0.2237,w,2019-11-04 16:00:00,1,0,0,3,-1.802743
h,0.827823,2.602,0.827823,2.602,"{'att': 203, 'def': 11}","{'att': 238, 'def': 21}",4,12,0,1,0.2324,l,2019-11-10 11:00:00,0,0,1,0,-1.774177
h,1.36765,1.32573,1.36765,0.571453,"{'att': 244, 'def': 22}","{'att': 222, 'def': 20}",7,9,1,2,1.3652,l,2019-11-24 13:30:00,0,0,1,0,0.796197
a,0.976737,0.735856,0.976737,0.735856,"{'att': 271, 'def': 25}","{'att': 195, 'def': 25}",5,15,1,0,1.5753,w,2019-12-02 16:30:00,1,0,0,3,0.240881
