h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.91086,1.39992,1.91086,1.39992,"{'att': 267, 'def': 13}","{'att': 226, 'def': 10}",10,12,1,0,1.7411,w,2021-07-25 17:00:00,1,0,0,3,0.51094
h,0.644634,1.42145,0.644634,1.42145,"{'att': 310, 'def': 19}","{'att': 192, 'def': 20}",7,5,1,2,0.6874,l,2021-07-31 17:00:00,0,0,1,0,-0.7768160000000001
a,0.32655,2.37064,0.32655,1.61637,"{'att': 203, 'def': 13}","{'att': 298, 'def': 19}",4,6,1,2,0.12319999999999999,l,2021-08-08 17:00:00,0,0,1,0,-1.2898200000000002
a,1.21754,0.646167,1.21754,0.646167,"{'att': 280, 'def': 14}","{'att': 307, 'def': 16}",3,5,3,1,1.8787,w,2021-08-14 17:00:00,1,0,0,3,0.571373
h,1.74445,0.283227,1.74445,0.283227,"{'att': 112, 'def': 17}","{'att': 368, 'def': 8}",6,2,2,0,2.6515999999999997,w,2021-08-21 13:00:00,1,0,0,3,1.461223
a,0.431573,1.39361,0.431573,1.39361,"{'att': 302, 'def': 25}","{'att': 242, 'def': 18}",2,8,0,1,0.5539000000000001,l,2021-08-26 17:45:00,0,0,1,0,-0.962037
a,1.4678,1.24501,1.4678,1.24501,"{'att': 85, 'def': 18}","{'att': 366, 'def': 7}",11,0,2,2,1.5295999999999998,d,2021-09-12 11:00:00,0,1,0,1,0.22279000000000004
h,0.517386,1.02748,0.517386,1.02748,"{'att': 208, 'def': 23}","{'att': 218, 'def': 15}",7,7,1,0,0.8346,w,2021-09-20 16:30:00,1,0,0,3,-0.5100939999999999
a,3.4291,0.620358,2.67483,0.620358,"{'att': 185, 'def': 20}","{'att': 298, 'def': 26}",11,3,2,0,2.8800000000000003,w,2021-09-27 16:00:00,1,0,0,3,2.054472
h,1.65056,2.08355,1.65056,2.08355,"{'att': 231, 'def': 18}","{'att': 167, 'def': 23}",9,9,0,0,1.1058000000000001,d,2021-10-02 16:00:00,0,1,0,1,-0.43298999999999976
a,0.789006,0.271596,0.789006,0.271596,"{'att': 146, 'def': 24}","{'att': 268, 'def': 26}",7,4,1,0,1.8121,w,2021-10-17 11:00:00,1,0,0,3,0.5174099999999999
h,1.27705,1.76464,1.27705,1.76464,"{'att': 217, 'def': 13}","{'att': 256, 'def': 14}",13,11,3,1,0.9108,w,2021-10-23 16:00:00,1,0,0,3,-0.48758999999999997
a,0.834811,1.17265,0.834811,1.17265,"{'att': 240, 'def': 18}","{'att': 248, 'def': 18}",10,3,0,1,1.0202,l,2021-10-30 11:00:00,0,0,1,0,-0.337839
a,1.03439,3.21572,1.03439,3.21572,"{'att': 283, 'def': 21}","{'att': 302, 'def': 16}",9,7,1,4,0.1595,l,2021-11-06 16:00:00,0,0,1,0,-2.18133
h,0.113921,1.64144,0.113921,0.887165,"{'att': 245, 'def': 16}","{'att': 239, 'def': 21}",5,13,0,0,0.1527,d,2021-11-21 11:00:00,0,1,0,1,-0.773244
h,1.35796,0.926534,1.35796,0.926534,"{'att': 258, 'def': 10}","{'att': 252, 'def': 18}",12,7,0,2,1.7322,l,2021-11-28 17:00:00,0,0,1,0,0.4314260000000001
a,1.65577,1.67472,1.65577,1.67472,"{'att': 217, 'def': 20}","{'att': 297, 'def': 9}",3,6,1,0,1.3416,w,2021-12-04 11:00:00,1,0,0,3,-0.018950000000000022
h,2.70713,0.394005,1.95286,0.394005,"{'att': 188, 'def': 24}","{'att': 290, 'def': 18}",8,5,2,0,2.8203,w,2021-12-11 13:30:00,1,0,0,3,1.558855
a,0.864664,0.935856,0.864664,0.935856,"{'att': 275, 'def': 19}","{'att': 208, 'def': 25}",3,11,2,0,1.3095,w,2022-02-26 16:00:00,1,0,0,3,-0.07119200000000003
h,1.15195,0.0500541,1.15195,0.0500541,"{'att': 141, 'def': 16}","{'att': 236, 'def': 11}",20,0,1,0,2.3504000000000005,w,2022-03-05 16:00:00,1,0,0,3,1.1018959
a,3.1287,0.831312,3.1287,0.831312,"{'att': 144, 'def': 29}","{'att': 192, 'def': 17}",11,3,2,1,2.8196000000000003,w,2022-03-12 16:00:00,1,0,0,3,2.2973879999999998
h,3.44572,0.159022,2.69145,0.159022,"{'att': 120, 'def': 18}","{'att': 233, 'def': 28}",22,2,6,1,2.9684,w,2022-03-20 11:00:00,1,0,0,3,2.5324280000000003
h,2.12386,0.439819,1.36958,0.439819,"{'att': 135, 'def': 29}","{'att': 238, 'def': 16}",14,4,2,2,2.6908999999999996,d,2022-04-03 13:30:00,0,1,0,1,0.9297610000000001
a,1.89762,2.55149,1.14334,2.55149,"{'att': 125, 'def': 21}","{'att': 264, 'def': 21}",7,6,2,4,0.8519,l,2022-04-09 11:00:00,0,0,1,0,-1.4081499999999998
a,0.687562,0.788658,0.687562,0.788658,"{'att': 98, 'def': 19}","{'att': 324, 'def': 28}",4,2,1,1,1.1780000000000002,d,2022-04-16 11:00:00,0,1,0,1,-0.10109599999999996
h,1.76577,0.608535,1.76577,0.608535,"{'att': 173, 'def': 19}","{'att': 265, 'def': 25}",4,10,1,0,2.2705,w,2022-04-24 16:30:00,1,0,0,3,1.157235
a,0.296232,1.50718,0.296232,1.50718,"{'att': 152, 'def': 22}","{'att': 284, 'def': 21}",2,11,0,2,0.4017,l,2022-05-01 16:00:00,0,0,1,0,-1.210948
h,0.36403,1.14533,0.36403,1.14533,"{'att': 207, 'def': 23}","{'att': 326, 'def': 33}",5,3,0,1,0.5925,l,2022-05-07 16:00:00,0,0,1,0,-0.7812999999999999
a,1.32347,0.703908,1.32347,0.703908,"{'att': 260, 'def': 23}","{'att': 184, 'def': 18}",17,3,0,1,1.9041000000000001,l,2022-05-15 16:00:00,0,0,1,0,0.619562
h,2.85697,0.141271,2.85697,0.141271,"{'att': 196, 'def': 25}","{'att': 206, 'def': 18}",8,6,4,0,2.9638,w,2022-05-21 14:00:00,1,0,0,3,2.715699
