h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.961505,1.86852,0.961505,1.86852,"{'att': 248, 'def': 13}","{'att': 375, 'def': 30}",4,10,0,2,0.6832,l,2020-08-10 14:00:00,0,0,1,0,-0.9070149999999999
a,1.41725,2.13983,0.662973,1.38555,"{'att': 192, 'def': 22}","{'att': 221, 'def': 17}",5,7,1,1,0.8259000000000001,d,2020-08-15 12:30:00,0,1,0,1,-0.722577
h,0.582693,2.71693,0.582693,2.71693,"{'att': 338, 'def': 22}","{'att': 159, 'def': 9}",4,10,1,1,0.1757,d,2020-08-19 13:00:00,0,1,0,1,-2.134237
h,1.23848,1.348,1.23848,1.348,"{'att': 312, 'def': 13}","{'att': 122, 'def': 14}",4,9,1,0,1.2633,w,2020-08-22 11:00:00,1,0,0,3,-0.10952000000000006
a,0.155554,0.738983,0.155554,0.738983,"{'att': 218, 'def': 17}","{'att': 182, 'def': 17}",3,4,0,1,0.6506000000000001,l,2020-08-26 17:30:00,0,0,1,0,-0.583429
a,0.648872,0.414428,0.648872,0.414428,"{'att': 225, 'def': 16}","{'att': 266, 'def': 23}",5,5,0,0,1.526,d,2020-08-30 17:00:00,0,1,0,1,0.23444399999999999
h,1.80441,1.07358,1.05013,1.07358,"{'att': 125, 'def': 14}","{'att': 258, 'def': 18}",5,7,3,1,2.011,w,2020-09-12 13:30:00,1,0,0,3,-0.02344999999999997
h,0.598191,1.48651,0.598191,1.48651,"{'att': 258, 'def': 24}","{'att': 280, 'def': 19}",8,5,1,1,0.6397999999999999,d,2020-09-19 13:30:00,0,1,0,1,-0.888319
a,0.19454,2.69477,0.19454,1.16171,"{'att': 218, 'def': 17}","{'att': 239, 'def': 44}",2,8,0,2,0.0463,l,2020-09-27 13:30:00,0,0,1,0,-0.9671700000000001
h,0.306659,0.972796,0.306659,0.972796,"{'att': 187, 'def': 20}","{'att': 254, 'def': 9}",6,12,0,2,0.6849000000000001,l,2020-10-03 13:30:00,0,0,1,0,-0.666137
a,0.514849,0.615914,0.514849,0.615914,"{'att': 190, 'def': 21}","{'att': 246, 'def': 30}",8,7,0,1,1.1862,l,2020-10-18 11:00:00,0,0,1,0,-0.10106499999999996
h,0.643363,0.168364,0.643363,0.168364,"{'att': 164, 'def': 25}","{'att': 331, 'def': 15}",5,0,0,0,1.7975,d,2020-10-25 11:00:00,0,1,0,1,0.474999
a,1.8799,0.631168,1.12563,0.631168,"{'att': 192, 'def': 27}","{'att': 272, 'def': 28}",6,7,2,1,2.4058,w,2020-11-01 11:00:00,1,0,0,3,0.49446199999999996
h,0.950467,3.07048,0.950467,2.31621,"{'att': 242, 'def': 16}","{'att': 207, 'def': 22}",5,5,2,2,0.22309999999999997,d,2020-11-07 11:00:00,0,1,0,1,-1.365743
a,0.251351,0.541889,0.251351,0.541889,"{'att': 191, 'def': 16}","{'att': 172, 'def': 12}",4,4,0,0,0.921,d,2020-11-22 13:30:00,0,1,0,1,-0.29053799999999996
h,0.415013,0.391563,0.415013,0.391563,"{'att': 181, 'def': 16}","{'att': 342, 'def': 21}",10,2,1,0,1.2767,w,2020-11-29 09:00:00,1,0,0,3,0.023450000000000026
a,0.859035,5.63745,0.859035,4.1289,"{'att': 262, 'def': 11}","{'att': 266, 'def': 15}",6,21,1,5,0.0188,l,2020-12-05 16:00:00,0,0,1,0,-3.269865
a,0.869716,1.9681,0.869716,1.21382,"{'att': 240, 'def': 11}","{'att': 143, 'def': 20}",2,20,2,2,0.5477,d,2020-12-13 16:00:00,0,1,0,1,-0.34410399999999985
a,1.43186,0.917057,0.677591,0.917057,"{'att': 238, 'def': 23}","{'att': 243, 'def': 26}",4,5,1,1,1.8578,d,2020-12-18 15:00:00,0,1,0,1,-0.23946599999999996
a,1.35377,2.54238,1.35377,2.54238,"{'att': 209, 'def': 22}","{'att': 199, 'def': 19}",3,10,2,2,0.6292,d,2021-02-28 16:00:00,0,1,0,1,-1.1886100000000002
h,0.525175,0.323666,0.525175,0.323666,"{'att': 95, 'def': 30}","{'att': 243, 'def': 22}",4,3,0,0,1.4724,d,2021-03-07 11:00:00,0,1,0,1,0.20150899999999994
h,1.27352,0.268418,1.27352,0.268418,"{'att': 161, 'def': 33}","{'att': 266, 'def': 23}",9,3,1,0,2.2525,w,2021-03-13 09:00:00,1,0,0,3,1.005102
a,1.0439,2.73501,0.28962,1.22647,"{'att': 188, 'def': 21}","{'att': 149, 'def': 31}",0,10,1,5,0.2673,l,2021-03-18 16:00:00,0,0,1,0,-0.93685
h,0.826308,1.3921,0.826308,0.637829,"{'att': 247, 'def': 27}","{'att': 148, 'def': 21}",4,4,2,0,0.8045,w,2021-04-04 11:00:00,1,0,0,3,0.18847900000000006
a,1.3548,1.62414,1.3548,1.62414,"{'att': 265, 'def': 25}","{'att': 190, 'def': 27}",3,4,2,2,1.1469,d,2021-04-11 13:30:00,0,1,0,1,-0.2693399999999999
h,0.895841,0.213969,0.141565,0.213969,"{'att': 185, 'def': 30}","{'att': 207, 'def': 21}",5,7,0,1,2.2558,l,2021-04-18 09:00:00,0,0,1,0,-0.072404
h,1.19471,0.70119,1.19471,0.70119,"{'att': 167, 'def': 26}","{'att': 269, 'def': 17}",4,1,1,1,1.7709,d,2021-04-24 11:00:00,0,1,0,1,0.49351999999999996
a,1.03204,0.695542,1.03204,0.695542,"{'att': 113, 'def': 16}","{'att': 244, 'def': 16}",9,3,0,1,1.6213000000000002,l,2021-05-02 11:00:00,0,0,1,0,0.3364980000000001
h,1.0592,0.668478,1.0592,0.668478,"{'att': 255, 'def': 22}","{'att': 222, 'def': 22}",4,10,1,0,1.7381000000000002,w,2021-05-10 13:30:00,1,0,0,3,0.3907219999999999
a,0.0590572,1.9046,0.0590572,1.9046,"{'att': 209, 'def': 20}","{'att': 149, 'def': 26}",1,8,0,1,0.1438,l,2021-05-16 11:00:00,0,0,1,0,-1.8455428
