h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.973431,1.50584,0.973431,1.50584,"{'att': 208, 'def': 20}","{'att': 170, 'def': 19}",5,4,1,1,0.8893,d,2019-07-12 17:00:00,0,1,0,1,-0.532409
h,2.51832,1.23967,2.51832,1.23967,"{'att': 219, 'def': 33}","{'att': 223, 'def': 11}",9,1,0,1,2.2504999999999997,l,2019-07-21 16:00:00,0,0,1,0,1.27865
h,1.69636,0.651191,1.69636,0.651191,"{'att': 264, 'def': 31}","{'att': 180, 'def': 19}",10,4,2,0,2.1874000000000002,w,2019-07-26 17:00:00,1,0,0,3,1.045169
a,0.844036,0.580905,0.844036,0.580905,"{'att': 134, 'def': 35}","{'att': 314, 'def': 15}",12,0,0,0,1.5502,d,2019-08-03 17:00:00,0,1,0,1,0.263131
h,0.87339,1.80941,0.87339,1.80941,"{'att': 200, 'def': 38}","{'att': 203, 'def': 26}",5,10,0,2,0.6609,l,2019-08-10 17:00:00,0,0,1,0,-0.93602
h,0.484973,2.34859,0.484973,1.59432,"{'att': 198, 'def': 13}","{'att': 166, 'def': 24}",6,10,1,2,0.21650000000000003,l,2019-08-18 17:00:00,0,0,1,0,-1.109347
a,1.43116,0.8282,1.43116,0.8282,"{'att': 277, 'def': 18}","{'att': 270, 'def': 17}",4,14,2,0,1.8561,w,2019-08-24 12:00:00,1,0,0,3,0.6029599999999999
a,1.3511,0.625301,1.3511,0.625301,"{'att': 267, 'def': 22}","{'att': 217, 'def': 23}",6,5,0,0,2.0376,d,2019-08-30 18:00:00,0,1,0,1,0.725799
h,2.34021,0.658613,2.34021,0.658613,"{'att': 105, 'def': 24}","{'att': 344, 'def': 11}",11,6,0,0,2.526,d,2019-09-16 17:00:00,0,1,0,1,1.681597
h,0.727353,1.18294,0.727353,1.18294,"{'att': 159, 'def': 30}","{'att': 263, 'def': 19}",6,4,2,3,0.897,l,2019-09-22 11:00:00,0,0,1,0,-0.4555870000000001
a,0.818962,0.988366,0.818962,0.988366,"{'att': 191, 'def': 11}","{'att': 231, 'def': 16}",8,4,0,3,1.1767,l,2019-09-28 13:30:00,0,0,1,0,-0.169404
a,0.723304,1.81528,0.723304,1.81528,"{'att': 182, 'def': 14}","{'att': 182, 'def': 18}",1,4,0,2,0.5569000000000001,l,2019-10-05 12:00:00,0,0,1,0,-1.091976
h,1.58437,0.920669,1.58437,0.920669,"{'att': 303, 'def': 29}","{'att': 105, 'def': 23}",6,7,1,1,1.9307,d,2019-10-20 17:00:00,0,1,0,1,0.6637010000000001
a,0.860837,1.22876,0.860837,0.474484,"{'att': 226, 'def': 21}","{'att': 182, 'def': 20}",2,8,1,0,0.9303,w,2019-10-27 13:30:00,1,0,0,3,0.38635299999999995
h,1.01856,1.459,0.264281,0.704726,"{'att': 255, 'def': 26}","{'att': 246, 'def': 28}",3,4,1,1,0.8465,d,2019-11-02 11:00:00,0,1,0,1,-0.440445
a,1.57898,0.388284,1.57898,0.388284,"{'att': 330, 'def': 25}","{'att': 222, 'def': 26}",6,5,1,0,2.3971999999999998,w,2019-11-09 11:00:00,1,0,0,3,1.190696
h,2.02484,1.87154,0.516294,1.11727,"{'att': 185, 'def': 26}","{'att': 236, 'def': 29}",8,10,2,1,1.4969000000000001,w,2019-11-23 13:30:00,1,0,0,3,-0.600976
a,2.1566,1.83064,1.40233,1.07636,"{'att': 256, 'def': 21}","{'att': 157, 'def': 21}",11,6,2,1,1.5934000000000001,w,2019-12-01 13:30:00,1,0,0,3,0.3259700000000001
a,0.258974,1.27732,0.258974,1.27732,"{'att': 456, 'def': 19}","{'att': 224, 'def': 13}",1,12,0,3,0.4687,l,2019-12-06 16:30:00,0,0,1,0,-1.018346
h,0.770056,2.06749,0.770056,2.06749,"{'att': 212, 'def': 23}","{'att': 225, 'def': 22}",6,11,0,2,0.4227,l,2020-02-29 13:30:00,0,0,1,0,-1.297434
h,1.25385,0.6633,1.25385,0.6633,"{'att': 172, 'def': 12}","{'att': 227, 'def': 13}",5,8,1,0,1.9167000000000003,w,2020-03-07 13:30:00,1,0,0,3,0.5905499999999999
a,1.54301,1.15592,0.788739,1.15592,"{'att': 267, 'def': 22}","{'att': 251, 'def': 15}",6,5,3,2,1.7061000000000002,w,2020-03-13 16:30:00,1,0,0,3,-0.3671810000000001
h,0.476279,0.373063,0.476279,0.373063,"{'att': 240, 'def': 18}","{'att': 301, 'def': 13}",7,2,0,0,1.3552,d,2020-06-27 16:00:00,0,1,0,1,0.10321600000000003
a,1.22408,1.08132,0.469803,0.327049,"{'att': 173, 'def': 9}","{'att': 232, 'def': 18}",1,6,1,1,1.4221,d,2020-07-01 17:00:00,0,1,0,1,0.14275400000000005
h,1.66403,1.0745,1.66403,1.0745,"{'att': 132, 'def': 14}","{'att': 288, 'def': 10}",8,3,0,1,1.8180999999999998,l,2020-07-04 13:30:00,0,0,1,0,0.5895299999999999
a,1.40271,1.45914,1.40271,1.45914,"{'att': 244, 'def': 20}","{'att': 242, 'def': 13}",6,5,1,2,1.362,l,2020-07-09 14:00:00,0,0,1,0,-0.0564300000000002
h,2.65439,0.77968,1.14584,0.77968,"{'att': 214, 'def': 19}","{'att': 160, 'def': 19}",4,8,2,0,2.6608,w,2020-07-12 15:30:00,1,0,0,3,0.36615999999999993
