h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,3.49023,0.169375,2.73596,0.169375,"{'att': 292, 'def': 23}","{'att': 150, 'def': 22}",26,6,2,0,2.9503000000000004,w,2022-07-16 12:00:00,1,0,0,3,2.566585
h,1.44903,0.648684,1.44903,0.648684,"{'att': 309, 'def': 19}","{'att': 188, 'def': 28}",8,8,3,0,2.0775,w,2022-07-23 12:00:00,1,0,0,3,0.800346
a,2.18871,1.49209,2.18871,1.49209,"{'att': 188, 'def': 38}","{'att': 209, 'def': 34}",6,2,2,2,1.8805,d,2022-07-31 12:00:00,0,1,0,1,0.69662
h,2.5752,0.889231,1.82093,0.134956,"{'att': 141, 'def': 15}","{'att': 230, 'def': 29}",16,2,4,1,2.5794,w,2022-08-06 14:30:00,1,0,0,3,1.6859739999999999
a,0.925404,1.90361,0.171129,1.90361,"{'att': 251, 'def': 19}","{'att': 190, 'def': 12}",5,13,1,2,0.6562999999999999,l,2022-08-13 14:00:00,0,0,1,0,-1.732481
h,1.74118,0.668196,1.74118,0.668196,"{'att': 160, 'def': 9}","{'att': 197, 'def': 31}",13,10,4,2,2.1980999999999997,w,2022-08-21 12:00:00,1,0,0,3,1.072984
a,1.53432,0.82011,1.53432,0.82011,"{'att': 247, 'def': 21}","{'att': 158, 'def': 22}",14,6,0,0,1.9466999999999999,d,2022-08-28 16:45:00,0,1,0,1,0.7142099999999999
a,1.44879,0.263599,1.44879,0.263599,"{'att': 200, 'def': 13}","{'att': 297, 'def': 27}",11,11,1,0,2.3730999999999995,w,2022-09-04 12:00:00,1,0,0,3,1.185191
h,3.36358,0.182274,1.10075,0.182274,"{'att': 365, 'def': 38}","{'att': 149, 'def': 20}",10,4,4,1,2.9638,w,2022-09-10 14:30:00,1,0,0,3,0.9184759999999998
a,2.3042,1.29707,2.3042,1.29707,"{'att': 130, 'def': 25}","{'att': 222, 'def': 27}",14,2,0,1,2.1296,l,2022-09-17 11:00:00,0,0,1,0,1.0071299999999999
a,1.77018,0.271842,1.77018,0.271842,"{'att': 291, 'def': 16}","{'att': 132, 'def': 19}",7,4,2,1,2.605,w,2022-10-01 13:30:00,1,0,0,3,1.4983380000000002
h,2.69788,1.24335,2.69788,1.24335,"{'att': 198, 'def': 23}","{'att': 188, 'def': 9}",13,10,1,1,2.3039,d,2022-10-08 13:30:00,0,1,0,1,1.45453
h,1.55911,0.423468,1.55911,0.423468,"{'att': 285, 'def': 16}","{'att': 129, 'def': 14}",6,1,2,2,2.3196000000000003,d,2022-10-16 17:00:00,0,1,0,1,1.135642
a,2.1809,1.57644,2.1809,1.57644,"{'att': 251, 'def': 15}","{'att': 149, 'def': 22}",9,11,2,2,1.8257,d,2022-10-23 11:00:00,0,1,0,1,0.6044599999999998
a,1.51678,0.662777,1.51678,0.662777,"{'att': 355, 'def': 24}","{'att': 142, 'def': 23}",2,5,1,0,2.1931999999999996,w,2022-10-29 16:00:00,1,0,0,3,0.8540030000000001
h,0.694982,0.484059,0.694982,0.484059,"{'att': 104, 'def': 16}","{'att': 216, 'def': 26}",11,2,0,1,1.4388999999999998,l,2022-11-05 16:00:00,0,0,1,0,0.21092299999999997
a,1.77558,2.73719,1.77558,1.98291,"{'att': 112, 'def': 15}","{'att': 144, 'def': 22}",20,7,1,2,0.7745,l,2022-11-13 16:30:00,0,0,1,0,-0.20733000000000001
a,0.792854,1.35028,0.792854,1.35028,"{'att': 189, 'def': 20}","{'att': 261, 'def': 18}",3,5,0,2,0.8449,l,2023-03-05 16:30:00,0,0,1,0,-0.557426
h,1.32706,0.799605,1.32706,0.799605,"{'att': 231, 'def': 25}","{'att': 228, 'def': 19}",5,4,4,0,1.7886000000000002,w,2023-03-12 13:30:00,1,0,0,3,0.5274549999999999
h,0.615377,0.438908,0.615377,0.438908,"{'att': 373, 'def': 31}","{'att': 151, 'def': 18}",7,5,1,0,1.4521000000000002,w,2023-03-19 16:30:00,1,0,0,3,0.17646899999999993
a,1.54074,0.393934,0.786466,0.393934,"{'att': 127, 'def': 12}","{'att': 134, 'def': 21}",8,4,2,0,2.4258,w,2023-04-02 13:30:00,1,0,0,3,0.392532
h,2.24109,0.263315,2.24109,0.263315,"{'att': 223, 'def': 17}","{'att': 272, 'def': 15}",10,1,3,0,2.6997999999999998,w,2023-04-09 13:30:00,1,0,0,3,1.9777749999999998
a,1.58387,1.42795,0.829599,0.673678,"{'att': 197, 'def': 12}","{'att': 198, 'def': 20}",9,11,2,1,1.4874,w,2023-04-15 13:30:00,1,0,0,3,0.15592099999999998
h,2.45717,0.994232,2.45717,0.994232,"{'att': 197, 'def': 28}","{'att': 257, 'def': 11}",22,4,1,1,2.3593,d,2023-04-23 16:30:00,0,1,0,1,1.462938
a,1.59133,1.26841,1.59133,1.26841,"{'att': 236, 'def': 19}","{'att': 208, 'def': 28}",11,13,3,1,1.6369,w,2023-04-29 13:30:00,1,0,0,3,0.3229199999999999
h,1.72344,0.35644,1.72344,0.35644,"{'att': 284, 'def': 21}","{'att': 220, 'def': 15}",14,2,2,1,2.4372,w,2023-05-07 13:30:00,1,0,0,3,1.367
h,2.46036,0.36737,1.70609,0.36737,"{'att': 178, 'def': 9}","{'att': 252, 'def': 23}",10,5,3,0,2.7803999999999998,w,2023-05-13 16:00:00,1,0,0,3,1.3387200000000001
a,0.991123,1.60274,0.991123,0.766014,"{'att': 226, 'def': 17}","{'att': 163, 'def': 21}",11,7,1,2,0.8097,l,2023-05-21 13:30:00,0,0,1,0,0.225109
a,0.909711,0.788709,0.909711,0.788709,"{'att': 299, 'def': 14}","{'att': 157, 'def': 10}",8,10,0,0,1.4044,d,2023-05-27 16:00:00,0,1,0,1,0.12100200000000005
h,3.2064,0.32308,2.45212,0.32308,"{'att': 348, 'def': 21}","{'att': 259, 'def': 22}",7,2,4,1,2.9065,w,2023-06-03 14:00:00,1,0,0,3,2.12904
