h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.06919,0.797897,2.06919,0.797897,"{'att': 198, 'def': 24}","{'att': 222, 'def': 18}",7,3,0,1,2.3151,l,2015-07-19 22:00:00,0,0,1,0,1.271293
h,0.854646,1.10953,0.854646,1.10953,"{'att': 144, 'def': 25}","{'att': 197, 'def': 18}",4,9,1,3,1.1229,l,2015-07-27 21:00:00,0,0,1,0,-0.2548839999999999
a,1.00708,1.88274,1.00708,1.88274,"{'att': 275, 'def': 29}","{'att': 161, 'def': 35}",4,12,0,1,0.7296,l,2015-08-01 20:30:00,0,0,1,0,-0.8756600000000001
h,1.70111,1.30867,0.946836,0.554397,"{'att': 216, 'def': 17}","{'att': 132, 'def': 33}",5,2,2,3,1.6769000000000003,l,2015-08-08 21:00:00,0,0,1,0,0.392439
a,1.5378,0.412044,1.5378,0.412044,"{'att': 225, 'def': 27}","{'att': 190, 'def': 34}",4,2,1,1,2.3343000000000003,d,2015-08-14 18:00:00,0,1,0,1,1.125756
h,1.9344,0.778051,1.18012,0.778051,"{'att': 260, 'def': 29}","{'att': 132, 'def': 20}",4,2,1,1,2.2812,d,2015-08-22 21:30:00,0,1,0,1,0.402069
a,0.939741,2.51455,0.939741,1.76027,"{'att': 301, 'def': 19}","{'att': 104, 'def': 24}",5,5,2,1,0.38,w,2015-08-29 20:30:00,1,0,0,3,-0.820529
h,0.805453,2.09936,0.805453,2.09936,"{'att': 195, 'def': 33}","{'att': 139, 'def': 18}",6,8,0,2,0.45089999999999997,l,2015-09-13 20:00:00,0,0,1,0,-1.293907
a,1.06202,0.806301,1.06202,0.806301,"{'att': 214, 'def': 26}","{'att': 277, 'def': 17}",6,2,0,1,1.5339,l,2015-09-18 20:00:00,0,0,1,0,0.2557189999999999
h,1.98135,0.18675,1.98135,0.18675,"{'att': 110, 'def': 23}","{'att': 175, 'def': 24}",14,1,1,1,2.6633,d,2015-09-26 17:30:00,0,1,0,1,1.7946
a,0.364723,2.25792,0.364723,2.25792,"{'att': 223, 'def': 27}","{'att': 88, 'def': 19}",3,7,1,1,0.1633,d,2015-10-03 20:30:00,0,1,0,1,-1.8931969999999998
h,1.4435,1.72226,1.4435,1.72226,"{'att': 241, 'def': 24}","{'att': 78, 'def': 34}",3,18,2,2,1.1427,d,2015-10-18 19:30:00,0,1,0,1,-0.2787599999999999
a,1.06016,3.33146,1.06016,3.33146,"{'att': 281, 'def': 17}","{'att': 273, 'def': 28}",3,9,1,5,0.1005,l,2015-10-24 18:00:00,0,0,1,0,-2.2713
h,1.61711,2.63628,1.61711,2.63628,"{'att': 194, 'def': 23}","{'att': 174, 'def': 21}",8,8,1,2,0.7141000000000001,l,2015-11-01 17:30:00,0,0,1,0,-1.0191700000000001
a,0.90302,1.87958,0.90302,1.87958,"{'att': 160, 'def': 22}","{'att': 238, 'def': 21}",4,8,0,4,0.6492,l,2015-11-06 20:00:00,0,0,1,0,-0.97656
a,0.617351,0.550852,0.617351,0.550852,"{'att': 292, 'def': 20}","{'att': 130, 'def': 32}",3,8,2,0,1.4075,w,2015-11-21 20:00:00,1,0,0,3,0.06649899999999997
h,0.485458,0.992361,0.485458,0.992361,"{'att': 335, 'def': 27}","{'att': 166, 'def': 25}",4,5,1,1,0.788,d,2015-11-29 16:00:00,0,1,0,1,-0.5069030000000001
a,0.694083,0.941521,0.694083,0.941521,"{'att': 170, 'def': 20}","{'att': 117, 'def': 32}",6,1,2,1,1.085,w,2015-12-04 20:00:00,1,0,0,3,-0.24743800000000005
h,0.304827,0.899186,0.304827,0.899186,"{'att': 145, 'def': 35}","{'att': 278, 'def': 41}",3,1,0,1,0.5267999999999999,l,2016-03-07 18:00:00,0,0,1,0,-0.5943590000000001
a,0.701237,1.27263,0.701237,1.27263,"{'att': 232, 'def': 34}","{'att': 191, 'def': 27}",2,6,2,4,0.8278,l,2016-03-12 15:30:00,0,0,1,0,-0.5713929999999999
h,0.26248,1.63389,0.26248,1.63389,"{'att': 307, 'def': 24}","{'att': 166, 'def': 35}",2,6,0,4,0.3286,l,2016-03-18 20:30:00,0,0,1,0,-1.37141
a,0.555524,1.42204,0.555524,1.42204,"{'att': 249, 'def': 23}","{'att': 126, 'def': 32}",3,14,2,3,0.6112,l,2016-04-02 15:30:00,0,0,1,0,-0.866516
h,0.409266,0.942416,0.409266,0.942416,"{'att': 293, 'def': 18}","{'att': 132, 'def': 40}",1,6,0,0,0.7565,d,2016-04-08 20:00:00,0,1,0,1,-0.53315
a,0.517618,1.13091,0.517618,1.13091,"{'att': 96, 'def': 19}","{'att': 280, 'def': 31}",6,2,0,2,0.7342,l,2016-04-17 15:30:00,0,0,1,0,-0.6132920000000001
h,1.61587,0.461313,0.861594,0.461313,"{'att': 141, 'def': 28}","{'att': 184, 'def': 22}",5,4,1,0,2.3886000000000003,w,2016-04-24 20:30:00,1,0,0,3,0.400281
a,0.208808,1.54054,0.208808,1.54054,"{'att': 368, 'def': 24}","{'att': 136, 'def': 38}",0,8,0,3,0.3111,l,2016-05-01 20:30:00,0,0,1,0,-1.3317320000000001
h,0.178789,0.721491,0.178789,0.721491,"{'att': 270, 'def': 25}","{'att': 103, 'def': 30}",3,6,0,1,0.7043,l,2016-05-07 18:00:00,0,0,1,0,-0.542702
a,1.152,1.04069,1.152,1.04069,"{'att': 233, 'def': 14}","{'att': 126, 'def': 24}",4,8,2,1,1.4118,w,2016-05-11 20:00:00,1,0,0,3,0.11131000000000002
h,0.876394,0.208277,0.876394,0.208277,"{'att': 215, 'def': 33}","{'att': 144, 'def': 30}",4,2,3,0,1.9915,w,2016-05-15 18:00:00,1,0,0,3,0.6681170000000001
a,0.890141,0.109391,0.890141,0.109391,"{'att': 131, 'def': 21}","{'att': 154, 'def': 15}",12,0,0,0,2.0869,d,2016-05-21 14:30:00,0,1,0,1,0.7807499999999999
