h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.67773,3.1887,1.67773,3.1887,"{'att': 246, 'def': 15}","{'att': 163, 'def': 18}",6,21,2,4,0.4961,l,2022-07-16 14:30:00,0,0,1,0,-1.51097
h,1.77015,0.453401,1.77015,0.453401,"{'att': 211, 'def': 23}","{'att': 241, 'def': 19}",10,5,3,0,2.4181999999999997,w,2022-07-23 14:30:00,1,0,0,3,1.316749
a,0.306186,4.2177,0.306186,3.34228,"{'att': 258, 'def': 29}","{'att': 228, 'def': 21}",1,11,1,4,0.011800000000000001,l,2022-07-31 14:30:00,0,0,1,0,-3.0360940000000003
a,1.05558,2.32118,0.301307,0.812629,"{'att': 229, 'def': 20}","{'att': 157, 'def': 12}",4,7,1,2,0.40090000000000003,l,2022-08-07 17:00:00,0,0,1,0,-0.511322
h,1.91203,0.249197,1.91203,0.249197,"{'att': 199, 'def': 22}","{'att': 218, 'def': 13}",19,3,1,0,2.5915,w,2022-08-14 14:30:00,1,0,0,3,1.662833
a,0.560964,1.77703,0.560964,1.77703,"{'att': 328, 'def': 18}","{'att': 135, 'def': 25}",7,9,0,2,0.45840000000000003,l,2022-08-21 17:00:00,0,0,1,0,-1.216066
a,1.26793,3.17327,1.26793,2.41899,"{'att': 156, 'def': 22}","{'att': 232, 'def': 33}",9,6,1,5,0.3145,l,2022-08-28 12:00:00,0,0,1,0,-1.15106
h,3.2803,1.12184,3.2803,1.12184,"{'att': 243, 'def': 24}","{'att': 109, 'def': 24}",16,7,3,1,2.7024999999999997,w,2022-09-03 10:00:00,1,0,0,3,2.15846
a,0.450668,2.75455,0.450668,2.75455,"{'att': 311, 'def': 31}","{'att': 234, 'def': 24}",2,18,0,8,0.1345,l,2022-09-11 14:30:00,0,0,1,0,-2.303882
a,1.17602,0.469421,1.17602,0.469421,"{'att': 247, 'def': 19}","{'att': 183, 'def': 17}",5,9,2,0,2.0383,w,2022-09-18 11:00:00,1,0,0,3,0.7065990000000001
h,3.98502,0.446632,2.47647,0.446632,"{'att': 348, 'def': 19}","{'att': 212, 'def': 10}",16,10,4,1,2.9623,w,2022-10-01 11:00:00,1,0,0,3,2.029838
h,2.10673,1.73653,2.10673,1.73653,"{'att': 156, 'def': 28}","{'att': 180, 'def': 16}",10,8,2,1,1.6181999999999999,w,2022-10-09 13:30:00,1,0,0,3,0.3702000000000003
a,1.80356,0.856337,1.80356,0.856337,"{'att': 161, 'def': 19}","{'att': 204, 'def': 16}",7,7,2,3,2.1265,l,2022-10-15 16:30:00,0,0,1,0,0.947223
h,1.57644,2.1809,1.57644,2.1809,"{'att': 149, 'def': 22}","{'att': 251, 'def': 15}",11,9,2,2,0.9443,d,2022-10-23 11:00:00,0,1,0,1,-0.6044599999999998
h,3.68864,1.65857,2.93436,1.65857,"{'att': 204, 'def': 23}","{'att': 186, 'def': 21}",4,9,4,1,2.6126,w,2022-10-28 14:30:00,1,0,0,3,1.2757899999999998
a,1.73187,0.682929,1.73187,0.682929,"{'att': 190, 'def': 14}","{'att': 228, 'def': 22}",5,8,0,2,2.1645,l,2022-11-04 15:00:00,0,0,1,0,1.0489410000000001
h,2.48279,1.34187,2.48279,1.34187,"{'att': 289, 'def': 24}","{'att': 172, 'def': 24}",7,5,5,1,2.2094,w,2022-11-13 11:00:00,1,0,0,3,1.1409200000000002
a,0.523291,3.12891,0.523291,2.37464,"{'att': 130, 'def': 17}","{'att': 150, 'def': 26}",6,18,1,3,0.0955,l,2023-03-04 13:30:00,0,0,1,0,-1.851349
a,1.12895,1.16098,1.12895,1.16098,"{'att': 199, 'def': 18}","{'att': 231, 'def': 32}",5,8,4,0,1.3366,w,2023-03-10 16:00:00,1,0,0,3,-0.03203
h,2.62003,1.51346,2.62003,1.51346,"{'att': 246, 'def': 18}","{'att': 131, 'def': 18}",7,16,2,0,2.1785,w,2023-03-18 09:00:00,1,0,0,3,1.1065699999999998
a,0.845083,0.983066,0.845083,0.983066,"{'att': 188, 'def': 25}","{'att': 215, 'def': 12}",3,14,1,1,1.2236,d,2023-04-02 11:00:00,0,1,0,1,-0.13798299999999997
h,1.78941,1.46286,1.78941,1.46286,"{'att': 165, 'def': 26}","{'att': 202, 'def': 21}",7,6,2,2,1.6429,d,2023-04-10 14:00:00,0,1,0,1,0.3265499999999999
h,1.72118,3.20897,1.72118,2.4547,"{'att': 105, 'def': 35}","{'att': 182, 'def': 16}",14,13,1,4,0.5017,l,2023-04-16 11:00:00,0,0,1,0,-0.73352
a,2.38822,1.28558,0.730445,0.5313,"{'att': 119, 'def': 15}","{'att': 135, 'def': 25}",4,7,3,1,2.3043,w,2023-04-22 13:30:00,1,0,0,3,0.19914500000000002
h,0.926438,0.483179,0.926438,0.483179,"{'att': 118, 'def': 19}","{'att': 204, 'def': 21}",11,7,1,0,1.7607,w,2023-04-30 11:00:00,1,0,0,3,0.44325899999999996
a,0.35644,1.72344,0.35644,1.72344,"{'att': 220, 'def': 15}","{'att': 284, 'def': 21}",2,14,1,2,0.37139999999999995,l,2023-05-07 13:30:00,0,0,1,0,-1.367
a,0.473,1.50539,0.473,1.50539,"{'att': 228, 'def': 17}","{'att': 237, 'def': 14}",7,7,1,2,0.4732,l,2023-05-13 09:00:00,0,0,1,0,-1.03239
h,0.76074,1.54287,0.76074,1.54287,"{'att': 292, 'def': 27}","{'att': 204, 'def': 23}",9,17,2,2,0.7374,d,2023-05-20 13:30:00,0,1,0,1,-0.78213
a,2.57305,0.359967,1.0645,0.359967,"{'att': 157, 'def': 26}","{'att': 329, 'def': 22}",8,5,3,1,2.8338,w,2023-05-27 13:30:00,1,0,0,3,0.7045330000000001
h,2.50294,1.61012,2.50294,1.61012,"{'att': 201, 'def': 20}","{'att': 260, 'def': 29}",6,12,3,0,2.0183,w,2023-06-03 14:00:00,1,0,0,3,0.8928200000000002
