h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.568304,0.462043,0.568304,0.462043,"{'att': 217, 'def': 21}","{'att': 242, 'def': 15}",8,2,0,1,1.3714,l,2021-07-26 16:00:00,0,0,1,0,0.10626100000000005
a,1.71507,0.864762,1.71507,0.864762,"{'att': 225, 'def': 21}","{'att': 162, 'def': 17}",6,10,2,1,2.1310000000000002,w,2021-08-02 17:00:00,1,0,0,3,0.8503080000000001
h,1.68503,0.480659,0.930757,0.480659,"{'att': 296, 'def': 26}","{'att': 250, 'def': 17}",8,5,2,0,2.4072999999999998,w,2021-08-09 16:00:00,1,0,0,3,0.45009799999999994
h,1.65709,0.464097,1.65709,0.464097,"{'att': 266, 'def': 9}","{'att': 287, 'def': 21}",10,7,3,0,2.3644000000000003,w,2021-08-16 16:00:00,1,0,0,3,1.192993
a,0.292247,1.38581,0.292247,1.38581,"{'att': 193, 'def': 17}","{'att': 349, 'def': 5}",10,2,0,1,0.35609999999999997,l,2021-08-21 17:00:00,0,0,1,0,-1.093563
a,1.01589,1.2674,1.01589,1.2674,"{'att': 257, 'def': 18}","{'att': 205, 'def': 17}",5,9,2,1,1.1330999999999998,w,2021-08-26 15:30:00,1,0,0,3,-0.2515100000000001
h,1.52252,0.310772,1.52252,0.310772,"{'att': 162, 'def': 12}","{'att': 273, 'def': 13}",3,3,3,1,2.3641,w,2021-09-12 13:30:00,1,0,0,3,1.211748
h,1.59916,0.478106,1.59916,0.478106,"{'att': 134, 'def': 9}","{'att': 293, 'def': 24}",11,3,0,1,2.2872,l,2021-09-19 16:00:00,0,0,1,0,1.121054
a,1.66495,3.9991,1.66495,3.24482,"{'att': 191, 'def': 26}","{'att': 180, 'def': 14}",13,6,0,3,0.27,l,2021-09-26 16:00:00,0,0,1,0,-1.5798699999999999
a,2.0157,0.896077,2.0157,0.896077,"{'att': 272, 'def': 24}","{'att': 258, 'def': 11}",13,14,2,1,2.2173999999999996,w,2021-10-03 13:30:00,1,0,0,3,1.1196229999999998
h,1.74903,1.15456,0.994751,1.15456,"{'att': 305, 'def': 23}","{'att': 237, 'def': 20}",5,7,3,2,1.8630999999999998,w,2021-10-16 16:00:00,1,0,0,3,-0.15980899999999998
a,1.09495,1.22742,1.09495,1.22742,"{'att': 194, 'def': 33}","{'att': 272, 'def': 37}",7,4,1,2,1.252,l,2021-10-25 16:00:00,0,0,1,0,-0.13246999999999987
a,2.14496,0.663333,2.14496,0.663333,"{'att': 306, 'def': 30}","{'att': 266, 'def': 18}",14,10,2,1,2.5651,w,2021-10-31 13:30:00,1,0,0,3,1.4816270000000002
h,3.21572,1.03439,3.21572,1.03439,"{'att': 302, 'def': 16}","{'att': 283, 'def': 21}",7,9,4,1,2.7584,w,2021-11-06 16:00:00,1,0,0,3,2.18133
h,1.67033,0.293517,1.67033,0.293517,"{'att': 141, 'def': 17}","{'att': 249, 'def': 19}",21,5,1,2,2.4168,l,2021-11-21 16:00:00,0,0,1,0,1.376813
a,1.60167,1.42656,1.60167,1.42656,"{'att': 183, 'def': 25}","{'att': 188, 'def': 24}",6,10,1,1,1.5246,d,2021-11-27 11:00:00,0,1,0,1,0.17510999999999988
h,2.13492,3.03827,2.13492,2.28399,"{'att': 304, 'def': 19}","{'att': 247, 'def': 23}",12,11,1,2,0.7877,l,2021-12-05 16:00:00,0,0,1,0,-0.14907000000000004
h,2.49776,1.78656,0.989209,1.78656,"{'att': 213, 'def': 24}","{'att': 170, 'def': 24}",8,17,3,0,1.9632999999999998,w,2021-12-13 16:00:00,1,0,0,3,-0.7973509999999999
h,1.5414,0.364852,0.787121,0.364852,"{'att': 223, 'def': 13}","{'att': 271, 'def': 15}",14,1,2,0,2.4311,w,2022-02-26 13:30:00,1,0,0,3,0.42226899999999995
a,1.6861,0.678922,0.931827,0.678922,"{'att': 192, 'def': 17}","{'att': 207, 'def': 20}",9,5,1,0,2.2522,w,2022-03-07 13:30:00,1,0,0,3,0.25290499999999994
a,1.25876,0.363288,0.504489,0.363288,"{'att': 203, 'def': 20}","{'att': 233, 'def': 17}",13,4,0,0,2.2797,d,2022-03-13 11:00:00,0,1,0,1,0.14120099999999997
h,1.77927,1.57717,1.77927,0.822894,"{'att': 279, 'def': 30}","{'att': 298, 'def': 24}",6,2,2,3,1.5495999999999999,l,2022-03-20 13:30:00,0,0,1,0,0.9563759999999999
h,0.650868,0.977,0.650868,0.977,"{'att': 322, 'def': 15}","{'att': 219, 'def': 14}",1,11,0,0,1.067,d,2022-04-03 16:00:00,0,1,0,1,-0.326132
a,1.25844,1.38488,1.25844,0.630606,"{'att': 159, 'def': 18}","{'att': 326, 'def': 24}",5,9,2,1,1.2016,w,2022-04-10 11:00:00,1,0,0,3,0.627834
h,1.35178,2.12535,1.35178,1.37108,"{'att': 185, 'def': 14}","{'att': 268, 'def': 17}",20,10,2,2,0.8305,d,2022-04-17 13:30:00,0,1,0,1,-0.019300000000000095
h,1.2062,1.41812,1.2062,1.41812,"{'att': 185, 'def': 22}","{'att': 318, 'def': 15}",8,8,3,2,1.1516,w,2022-04-23 16:00:00,1,0,0,3,-0.2119200000000001
a,3.4061,0.541612,3.4061,0.541612,"{'att': 195, 'def': 24}","{'att': 312, 'def': 14}",13,6,6,0,2.8739,w,2022-04-30 11:00:00,1,0,0,3,2.8644879999999997
a,1.14533,0.36403,1.14533,0.36403,"{'att': 326, 'def': 33}","{'att': 207, 'def': 23}",3,5,1,0,2.1056999999999997,w,2022-05-07 16:00:00,1,0,0,3,0.7812999999999999
h,2.47079,0.363061,2.47079,0.363061,"{'att': 80, 'def': 13}","{'att': 286, 'def': 10}",19,0,0,0,2.7348999999999997,d,2022-05-13 16:00:00,0,1,0,1,2.107729
a,2.78554,0.731755,2.03126,0.731755,"{'att': 252, 'def': 18}","{'att': 389, 'def': 19}",9,7,5,1,2.7447000000000004,w,2022-05-21 14:00:00,1,0,0,3,1.299505
