h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.839486,0.132366,0.839486,0.132366,"{'att': 131, 'def': 35}","{'att': 333, 'def': 15}",12,2,1,0,2.0217,w,2015-07-20 18:00:00,1,0,0,3,0.70712
h,0.544814,1.11679,0.544814,1.11679,"{'att': 142, 'def': 15}","{'att': 240, 'def': 31}",6,10,0,1,0.8087,l,2015-07-26 21:00:00,0,0,1,0,-0.5719759999999999
a,1.07707,1.05419,1.07707,1.05419,"{'att': 170, 'def': 22}","{'att': 375, 'def': 20}",10,2,0,0,1.3599999999999999,d,2015-08-02 21:00:00,0,1,0,1,0.02288000000000001
h,0.838512,0.524728,0.838512,0.524728,"{'att': 164, 'def': 24}","{'att': 272, 'def': 30}",5,9,1,1,1.6841,d,2015-08-10 21:15:00,0,1,0,1,0.31378400000000006
a,0.719358,0.56666,0.719358,0.56666,"{'att': 298, 'def': 22}","{'att': 160, 'def': 39}",1,8,2,0,1.4878,w,2015-08-15 17:30:00,1,0,0,3,0.152698
h,1.55153,0.337717,1.55153,0.337717,"{'att': 123, 'def': 11}","{'att': 247, 'def': 27}",11,6,0,0,2.3212,d,2015-08-23 21:00:00,0,1,0,1,1.213813
a,0.445379,1.2514,0.445379,1.2514,"{'att': 207, 'def': 24}","{'att': 214, 'def': 31}",8,6,1,2,0.576,l,2015-08-30 14:30:00,0,0,1,0,-0.8060210000000001
h,1.47954,1.2373,1.47954,1.2373,"{'att': 247, 'def': 23}","{'att': 274, 'def': 30}",7,3,4,0,1.5918,w,2015-09-13 17:30:00,1,0,0,3,0.24224
a,0.860796,1.52104,0.860796,1.52104,"{'att': 225, 'def': 27}","{'att': 271, 'def': 26}",10,4,1,3,0.7106,l,2015-09-21 17:30:00,0,0,1,0,-0.6602439999999999
h,0.636757,0.956022,0.636757,0.956022,"{'att': 192, 'def': 17}","{'att': 230, 'def': 21}",5,4,1,1,1.0095,d,2015-09-27 17:30:00,0,1,0,1,-0.319265
a,1.45252,0.326268,1.45252,0.326268,"{'att': 114, 'def': 33}","{'att': 386, 'def': 20}",6,3,1,1,2.3608,d,2015-10-04 17:00:00,0,1,0,1,1.126252
a,1.72226,1.4435,1.72226,1.4435,"{'att': 78, 'def': 34}","{'att': 241, 'def': 24}",18,3,2,2,1.5501,d,2015-10-18 19:30:00,0,1,0,1,0.2787599999999999
h,2.33883,1.06358,2.33883,1.06358,"{'att': 212, 'def': 16}","{'att': 209, 'def': 24}",11,6,2,1,2.2862,w,2015-10-25 17:30:00,1,0,0,3,1.2752500000000002
a,2.8451,0.284119,2.8451,0.284119,"{'att': 147, 'def': 16}","{'att': 270, 'def': 30}",11,2,4,0,2.8665999999999996,w,2015-11-01 15:00:00,1,0,0,3,2.560981
h,1.04769,0.756333,1.04769,0.756333,"{'att': 226, 'def': 17}","{'att': 178, 'def': 15}",4,15,2,1,1.6439,w,2015-11-08 18:00:00,1,0,0,3,0.291357
a,1.57606,2.74712,1.57606,1.99284,"{'att': 164, 'def': 32}","{'att': 240, 'def': 20}",9,10,2,3,0.6043000000000001,l,2015-11-22 20:30:00,0,0,1,0,-0.41677999999999993
h,2.5869,1.01818,1.83262,1.01818,"{'att': 146, 'def': 24}","{'att': 323, 'def': 29}",9,4,2,1,2.459,w,2015-11-30 20:00:00,1,0,0,3,0.8144399999999998
a,2.31085,0.997974,1.55657,0.997974,"{'att': 125, 'def': 28}","{'att': 217, 'def': 38}",10,1,3,2,2.3515,w,2015-12-04 20:00:00,1,0,0,3,0.558596
h,0.842128,0.603571,0.842128,0.603571,"{'att': 141, 'def': 24}","{'att': 220, 'def': 21}",5,4,0,0,1.5563999999999998,d,2016-03-05 20:30:00,0,1,0,1,0.23855700000000002
