h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.12248,1.18282,1.12248,0.428548,"{'att': 183, 'def': 15}","{'att': 160, 'def': 29}",3,5,0,1,1.251,l,2015-07-19 19:00:00,0,0,1,0,0.693932
a,1.77153,1.93743,1.01726,1.18316,"{'att': 273, 'def': 22}","{'att': 124, 'def': 31}",7,10,2,2,1.2438,d,2015-07-25 19:30:00,0,1,0,1,-0.16589999999999994
h,0.389458,1.56182,0.389458,1.56182,"{'att': 181, 'def': 29}","{'att': 146, 'def': 25}",7,4,1,1,0.44100000000000006,d,2015-08-02 18:00:00,0,1,0,1,-1.172362
a,0.416573,1.09587,0.416573,1.09587,"{'att': 257, 'def': 24}","{'att': 112, 'def': 24}",5,12,0,0,0.7402,d,2015-08-07 20:00:00,0,1,0,1,-0.6792969999999998
h,1.38137,0.677223,1.38137,0.677223,"{'att': 94, 'def': 21}","{'att': 189, 'def': 27}",10,2,0,1,2.018,l,2015-08-17 20:00:00,0,0,1,0,0.704147
a,0.337717,1.55153,0.337717,1.55153,"{'att': 247, 'def': 27}","{'att': 123, 'def': 11}",6,11,0,0,0.442,d,2015-08-23 21:00:00,0,1,0,1,-1.213813
h,3.16189,0.529749,2.40761,0.529749,"{'att': 179, 'def': 32}","{'att': 165, 'def': 22}",10,4,2,1,2.8295,w,2015-08-30 18:00:00,1,0,0,3,1.877861
a,0.44895,1.05967,0.44895,1.05967,"{'att': 236, 'def': 25}","{'att': 231, 'def': 25}",5,4,0,1,0.7492,l,2015-09-14 19:30:00,0,0,1,0,-0.6107199999999999
h,2.13964,1.91846,2.13964,1.91846,"{'att': 324, 'def': 16}","{'att': 202, 'def': 21}",13,9,4,6,1.5760999999999998,l,2015-09-20 14:30:00,0,0,1,0,0.22117999999999993
a,1.27513,1.09586,1.27513,0.341589,"{'att': 245, 'def': 13}","{'att': 155, 'def': 15}",3,0,1,2,1.4811999999999999,l,2015-09-28 17:30:00,0,0,1,0,0.9335410000000002
h,0.474442,1.13125,0.474442,1.13125,"{'att': 224, 'def': 32}","{'att': 204, 'def': 30}",9,4,0,1,0.7274,l,2015-10-03 15:30:00,0,0,1,0,-0.6568080000000001
a,0.636633,1.10501,0.636633,1.10501,"{'att': 204, 'def': 19}","{'att': 142, 'def': 22}",5,5,2,3,0.956,l,2015-10-19 20:00:00,0,0,1,0,-0.46837700000000004
h,2.19879,0.831405,1.44452,0.831405,"{'att': 158, 'def': 26}","{'att': 194, 'def': 21}",13,5,1,1,2.4185999999999996,d,2015-10-24 15:30:00,0,1,0,1,0.6131150000000001
a,0.314909,1.68455,0.314909,1.68455,"{'att': 301, 'def': 21}","{'att': 187, 'def': 34}",3,9,0,0,0.3325,d,2015-10-31 18:00:00,0,1,0,1,-1.369641
h,1.87958,0.90302,1.87958,0.90302,"{'att': 238, 'def': 21}","{'att': 160, 'def': 22}",8,4,4,0,2.1332999999999998,w,2015-11-06 20:00:00,1,0,0,3,0.97656
h,0.557214,0.36206,0.557214,0.36206,"{'att': 212, 'def': 20}","{'att': 144, 'def': 33}",3,2,1,1,1.5513,d,2015-11-22 15:30:00,0,1,0,1,0.195154
a,0.665628,2.48511,0.665628,2.48511,"{'att': 296, 'def': 29}","{'att': 138, 'def': 30}",3,3,1,3,0.116,l,2015-11-27 18:00:00,0,0,1,0,-1.8194820000000003
h,0.471027,0.372356,0.471027,0.372356,"{'att': 349, 'def': 43}","{'att': 182, 'def': 19}",8,3,0,0,1.3511,d,2015-12-03 20:00:00,0,1,0,1,0.09867099999999995
a,1.86734,1.33023,1.11306,1.33023,"{'att': 153, 'def': 16}","{'att': 151, 'def': 27}",3,9,1,1,1.8248999999999997,d,2016-03-06 15:30:00,0,1,0,1,-0.21717000000000009
h,1.99788,0.805481,1.99788,0.805481,"{'att': 212, 'def': 27}","{'att': 196, 'def': 15}",9,6,0,1,2.2399,l,2016-03-13 15:30:00,0,0,1,0,1.192399
a,1.25167,0.58077,1.25167,0.58077,"{'att': 241, 'def': 20}","{'att': 179, 'def': 32}",15,7,1,1,1.9500000000000002,d,2016-03-20 18:00:00,0,1,0,1,0.6709
h,0.384433,1.75928,0.384433,1.75928,"{'att': 153, 'def': 26}","{'att': 278, 'def': 21}",7,1,1,2,0.2505,l,2016-04-04 20:00:00,0,0,1,0,-1.374847
a,0.352277,2.27809,0.352277,2.27809,"{'att': 305, 'def': 21}","{'att': 128, 'def': 18}",3,15,1,7,0.20429999999999998,l,2016-04-09 14:30:00,0,0,1,0,-1.9258130000000002
h,0.927642,0.382738,0.927642,0.382738,"{'att': 166, 'def': 27}","{'att': 197, 'def': 21}",9,4,1,1,1.8494,d,2016-04-15 20:00:00,0,1,0,1,0.5449039999999999
a,1.43406,1.90967,1.43406,1.90967,"{'att': 189, 'def': 6}","{'att': 129, 'def': 19}",4,17,2,2,0.9837,d,2016-04-23 18:00:00,0,1,0,1,-0.4756100000000001
h,1.28461,0.931653,0.530338,0.931653,"{'att': 245, 'def': 20}","{'att': 120, 'def': 19}",6,6,2,1,1.7188,w,2016-05-01 15:30:00,1,0,0,3,-0.401315
a,0.485436,0.615194,0.485436,0.615194,"{'att': 280, 'def': 20}","{'att': 133, 'def': 24}",1,6,2,1,1.1401,w,2016-05-07 18:00:00,1,0,0,3,-0.12975800000000004
h,0.420312,2.6887,0.420312,1.18015,"{'att': 270, 'def': 23}","{'att': 95, 'def': 18}",7,9,0,3,0.09809999999999999,l,2016-05-11 20:30:00,0,0,1,0,-0.759838
a,0.208277,0.876394,0.208277,0.876394,"{'att': 144, 'def': 30}","{'att': 215, 'def': 33}",2,4,0,3,0.6253,l,2016-05-15 18:00:00,0,0,1,0,-0.6681170000000001
a,0.961395,3.24676,0.961395,3.24676,"{'att': 273, 'def': 26}","{'att': 209, 'def': 17}",4,11,0,3,0.24539999999999998,l,2016-05-21 14:30:00,0,0,1,0,-2.285365
