h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.978791,0.0282554,0.978791,0.0282554,"{'att': 199, 'def': 26}","{'att': 343, 'def': 10}",3,3,1,0,2.2769,w,2018-07-28 21:30:00,1,0,0,3,0.9505355999999999
a,0.461691,0.825341,0.461691,0.825341,"{'att': 252, 'def': 24}","{'att': 157, 'def': 25}",3,13,1,0,0.9148999999999998,w,2018-08-05 19:00:00,1,0,0,3,-0.36365
h,0.355563,0.340346,0.355563,0.340346,"{'att': 209, 'def': 26}","{'att': 310, 'def': 12}",7,0,0,1,1.217,l,2018-08-11 21:30:00,0,0,1,0,0.015217000000000036
h,2.07961,0.600401,2.07961,0.600401,"{'att': 308, 'def': 23}","{'att': 144, 'def': 12}",6,8,4,0,2.5822,w,2018-08-19 21:30:00,1,0,0,3,1.4792090000000002
a,1.42864,0.304714,0.674363,0.304714,"{'att': 212, 'def': 16}","{'att': 130, 'def': 12}",4,2,1,0,2.4753,w,2018-08-24 19:30:00,1,0,0,3,0.36964900000000006
h,1.61902,0.230705,0.864742,0.230705,"{'att': 282, 'def': 16}","{'att': 194, 'def': 10}",1,3,1,1,2.6768000000000005,d,2018-08-31 19:30:00,0,1,0,1,0.634037
a,0.510062,0.340441,0.510062,0.340441,"{'att': 277, 'def': 17}","{'att': 136, 'def': 18}",5,3,1,1,1.4305999999999999,d,2018-09-17 14:30:00,0,1,0,1,0.16962100000000002
h,0.422243,0.232151,0.422243,0.232151,"{'att': 158, 'def': 19}","{'att': 270, 'def': 13}",4,3,0,0,1.4146,d,2018-09-22 16:00:00,0,1,0,1,0.19009199999999998
a,1.20486,0.557661,1.20486,0.557661,"{'att': 303, 'def': 24}","{'att': 151, 'def': 21}",3,2,1,0,2.1229999999999998,w,2018-09-30 16:00:00,1,0,0,3,0.6471990000000001
h,1.45524,0.932588,1.45524,0.932588,"{'att': 148, 'def': 17}","{'att': 246, 'def': 13}",9,1,0,1,1.7728000000000002,l,2018-10-06 13:30:00,0,0,1,0,0.5226520000000001
a,0.829372,1.42539,0.829372,1.42539,"{'att': 274, 'def': 24}","{'att': 185, 'def': 22}",1,1,1,2,0.8032999999999999,l,2018-10-19 17:30:00,0,0,1,0,-0.5960179999999999
h,1.1945,0.601056,1.1945,0.601056,"{'att': 205, 'def': 30}","{'att': 213, 'def': 19}",2,2,1,0,1.8746,w,2018-10-27 16:00:00,1,0,0,3,0.5934439999999999
a,1.58528,2.06931,1.58528,2.06931,"{'att': 254, 'def': 20}","{'att': 100, 'def': 18}",7,8,2,2,0.9409,d,2018-11-04 13:30:00,0,1,0,1,-0.4840300000000002
h,0.617807,0.200329,0.617807,0.200329,"{'att': 165, 'def': 23}","{'att': 226, 'def': 13}",4,5,0,0,1.7240000000000002,d,2018-11-10 16:00:00,0,1,0,1,0.417478
a,0.597139,1.47445,0.597139,1.47445,"{'att': 244, 'def': 19}","{'att': 167, 'def': 10}",3,9,0,2,0.6301000000000001,l,2018-11-25 16:00:00,0,0,1,0,-0.8773110000000001
h,0.542283,1.53374,0.542283,0.661199,"{'att': 170, 'def': 15}","{'att': 130, 'def': 17}",6,8,0,0,0.4366,d,2018-12-02 13:30:00,0,1,0,1,-0.11891600000000002
a,0.733619,1.30143,0.733619,0.547159,"{'att': 110, 'def': 15}","{'att': 191, 'def': 12}",11,2,0,1,0.7764,l,2018-12-08 09:30:00,0,0,1,0,0.18646000000000007
a,0.719445,0.204402,0.719445,0.204402,"{'att': 233, 'def': 17}","{'att': 262, 'def': 14}",0,4,1,1,1.8385000000000002,d,2019-03-03 11:00:00,0,1,0,1,0.515043
h,0.775478,0.227139,0.775478,0.227139,"{'att': 193, 'def': 27}","{'att': 239, 'def': 12}",1,3,0,0,1.8815,d,2019-03-10 11:00:00,0,1,0,1,0.548339
a,1.29263,0.679596,1.29263,0.679596,"{'att': 277, 'def': 20}","{'att': 151, 'def': 11}",2,20,2,0,1.8928,w,2019-03-16 13:30:00,1,0,0,3,0.613034
h,0.977885,0.376372,0.977885,0.376372,"{'att': 230, 'def': 16}","{'att': 173, 'def': 20}",13,2,2,1,1.9017,w,2019-03-30 16:00:00,1,0,0,3,0.601513
a,0.555811,0.982582,0.555811,0.982582,"{'att': 161, 'def': 15}","{'att': 217, 'def': 23}",6,1,0,1,0.8643,l,2019-04-07 09:30:00,0,0,1,0,-0.4267709999999999
h,0.949243,1.2092,0.949243,1.2092,"{'att': 317, 'def': 19}","{'att': 91, 'def': 17}",4,8,2,1,1.0893,w,2019-04-14 17:00:00,1,0,0,3,-0.2599570000000001
a,0.300724,1.09349,0.300724,1.09349,"{'att': 222, 'def': 24}","{'att': 211, 'def': 27}",12,4,0,3,0.6013,l,2019-04-20 12:00:00,0,0,1,0,-0.7927660000000001
h,1.3087,1.97717,0.554421,1.97717,"{'att': 184, 'def': 19}","{'att': 198, 'def': 27}",3,7,1,2,0.8845000000000001,l,2019-04-24 17:00:00,0,0,1,0,-1.422749
a,1.49277,0.923193,1.49277,0.923193,"{'att': 256, 'def': 14}","{'att': 181, 'def': 25}",6,7,1,1,1.7953999999999999,d,2019-04-27 14:30:00,0,1,0,1,0.5695769999999999
h,0.502951,2.15485,0.502951,1.40057,"{'att': 295, 'def': 11}","{'att': 141, 'def': 26}",7,6,1,1,0.2711,d,2019-05-05 17:00:00,0,1,0,1,-0.8976190000000001
a,0.108324,1.33059,0.108324,1.33059,"{'att': 224, 'def': 15}","{'att': 180, 'def': 21}",4,13,0,0,0.3354,d,2019-05-10 12:00:00,0,1,0,1,-1.2222659999999999
h,1.8243,0.0719818,1.07003,0.0719818,"{'att': 280, 'def': 24}","{'att': 189, 'def': 19}",6,1,1,0,2.8243,w,2019-05-19 16:00:00,1,0,0,3,0.9980482
a,0.592324,0.44639,0.592324,0.44639,"{'att': 254, 'def': 27}","{'att': 227, 'def': 21}",6,4,0,1,1.4623,l,2019-05-26 11:00:00,0,0,1,0,0.14593399999999995
