h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.687438,1.38915,0.687438,1.38915,"{'att': 255, 'def': 12}","{'att': 169, 'def': 35}",4,5,0,2,0.7105,l,2017-07-16 09:00:00,0,0,1,0,-0.7017120000000001
a,0.240787,1.33248,0.240787,1.33248,"{'att': 222, 'def': 14}","{'att': 264, 'def': 26}",4,5,0,1,0.38549999999999995,l,2017-07-24 17:30:00,0,0,1,0,-1.091693
a,0.119905,3.01512,0.119905,2.26085,"{'att': 390, 'def': 5}","{'att': 188, 'def': 28}",0,17,0,2,0.0348,l,2017-07-29 13:00:00,0,0,1,0,-2.140945
a,0.195413,2.22768,0.195413,2.22768,"{'att': 267, 'def': 24}","{'att': 143, 'def': 22}",1,11,0,1,0.1542,l,2017-08-05 18:00:00,0,0,1,0,-2.032267
h,1.02721,1.33058,1.02721,1.33058,"{'att': 225, 'def': 26}","{'att': 136, 'def': 15}",1,10,2,0,1.1037,w,2017-08-08 09:00:00,1,0,0,3,-0.30337000000000014
h,0.265854,0.817477,0.265854,0.817477,"{'att': 232, 'def': 15}","{'att': 178, 'def': 28}",2,6,1,1,0.7252000000000001,d,2017-08-13 09:00:00,0,1,0,1,-0.551623
a,0.135992,0.783145,0.135992,0.783145,"{'att': 237, 'def': 20}","{'att': 147, 'def': 20}",3,4,0,0,0.5924,d,2017-08-18 17:30:00,0,1,0,1,-0.647153
h,0.110547,1.97545,0.110547,1.97545,"{'att': 274, 'def': 15}","{'att': 134, 'def': 25}",2,13,0,0,0.1668,d,2017-08-27 09:00:00,0,1,0,1,-1.864903
a,0.837002,2.0703,0.837002,1.31602,"{'att': 303, 'def': 27}","{'att': 150, 'def': 16}",7,8,1,1,0.4829,d,2017-09-11 15:30:00,0,1,0,1,-0.47901799999999994
h,1.58421,1.30638,1.58421,1.30638,"{'att': 179, 'def': 20}","{'att': 218, 'def': 17}",6,2,2,2,1.6003,d,2017-09-17 09:00:00,0,1,0,1,0.2778299999999998
a,0.287675,1.25935,0.287675,1.25935,"{'att': 171, 'def': 10}","{'att': 391, 'def': 19}",8,8,0,3,0.5115000000000001,l,2017-09-25 15:00:00,0,0,1,0,-0.971675
h,1.07025,1.12945,1.07025,1.12945,"{'att': 146, 'def': 16}","{'att': 161, 'def': 17}",4,8,2,1,1.2972000000000001,w,2017-09-30 09:30:00,1,0,0,3,-0.05920000000000014
a,0.465276,1.24976,0.465276,1.24976,"{'att': 145, 'def': 18}","{'att': 207, 'def': 28}",6,7,0,2,0.6974,l,2017-10-14 12:00:00,0,0,1,0,-0.784484
h,1.33457,1.10873,1.33457,1.10873,"{'att': 203, 'def': 16}","{'att': 185, 'def': 20}",7,8,2,2,1.5534,d,2017-10-21 09:30:00,0,1,0,1,0.22584000000000004
a,1.23727,3.67763,0.483001,2.92336,"{'att': 261, 'def': 11}","{'att': 178, 'def': 20}",2,15,1,4,0.1925,l,2017-10-29 16:00:00,0,0,1,0,-2.440359
h,1.09916,1.44772,1.09916,1.44772,"{'att': 261, 'def': 18}","{'att': 250, 'def': 18}",6,7,1,2,1.0383999999999998,l,2017-11-05 08:00:00,0,0,1,0,-0.34856
h,1.4405,3.87655,1.4405,3.87655,"{'att': 306, 'def': 12}","{'att': 162, 'def': 31}",7,29,2,4,0.1995,l,2017-11-18 09:00:00,0,0,1,0,-2.43605
h,0.218721,2.48658,0.218721,1.7323,"{'att': 356, 'def': 18}","{'att': 128, 'def': 24}",1,20,1,2,0.051500000000000004,l,2017-11-27 09:00:00,0,0,1,0,-1.513579
a,0.285137,3.4108,0.285137,3.4108,"{'att': 325, 'def': 6}","{'att': 138, 'def': 18}",1,17,0,4,0.0433,l,2017-12-03 16:00:00,0,0,1,0,-3.1256630000000003
a,0.167899,2.12075,0.167899,2.12075,"{'att': 235, 'def': 15}","{'att': 188, 'def': 22}",0,21,1,3,0.16469999999999999,l,2017-12-09 13:30:00,0,0,1,0,-1.9528510000000001
h,0.352222,0.511257,0.352222,0.511257,"{'att': 179, 'def': 28}","{'att': 217, 'def': 15}",7,1,0,1,1.085,l,2018-03-04 08:00:00,0,0,1,0,-0.15903499999999998
a,0.0844931,3.15449,0.0844931,2.40022,"{'att': 282, 'def': 11}","{'att': 99, 'def': 24}",1,19,0,1,0.0298,l,2018-03-11 16:00:00,0,0,1,0,-2.3157269
h,0.595298,1.95004,0.595298,1.95004,"{'att': 224, 'def': 16}","{'att': 224, 'def': 31}",7,6,0,3,0.4485,l,2018-03-17 08:00:00,0,0,1,0,-1.354742
a,0.156947,1.32748,0.156947,1.32748,"{'att': 287, 'def': 17}","{'att': 119, 'def': 16}",0,17,0,0,0.3518,d,2018-03-31 00:00:00,0,1,0,1,-1.170533
h,1.00471,2.16628,1.00471,2.16628,"{'att': 213, 'def': 16}","{'att': 207, 'def': 10}",4,9,0,2,0.5239,l,2018-04-07 08:00:00,0,0,1,0,-1.16157
a,0.157453,0.74707,0.157453,0.74707,"{'att': 214, 'def': 13}","{'att': 174, 'def': 19}",3,5,0,2,0.6292,l,2018-04-15 16:00:00,0,0,1,0,-0.5896170000000001
h,0.50464,1.12547,0.50464,1.12547,"{'att': 247, 'def': 27}","{'att': 183, 'def': 20}",7,4,0,1,0.7199,l,2018-04-22 08:00:00,0,0,1,0,-0.62083
a,0.324677,1.40336,0.324677,1.40336,"{'att': 225, 'def': 16}","{'att': 186, 'def': 13}",4,8,0,1,0.486,l,2018-04-30 08:30:00,0,0,1,0,-1.0786829999999998
h,1.80874,1.13936,1.05446,1.13936,"{'att': 306, 'def': 19}","{'att': 135, 'def': 15}",6,15,0,1,1.9244,l,2018-05-05 09:00:00,0,0,1,0,-0.08489999999999998
a,0.210376,4.18534,0.210376,4.18534,"{'att': 270, 'def': 12}","{'att': 141, 'def': 22}",3,13,0,6,0.0034999999999999996,l,2018-05-13 12:00:00,0,0,1,0,-3.974964
