h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.462043,0.568304,0.462043,0.568304,"{'att': 242, 'def': 15}","{'att': 217, 'def': 21}",2,8,1,0,1.1764,w,2021-07-26 16:00:00,1,0,0,3,-0.10626100000000005
a,1.00805,1.08859,1.00805,1.08859,"{'att': 216, 'def': 15}","{'att': 200, 'def': 25}",4,2,1,1,1.2656999999999998,d,2021-08-01 14:30:00,0,1,0,1,-0.08054000000000006
a,0.903656,1.31048,0.903656,1.31048,"{'att': 305, 'def': 8}","{'att': 69, 'def': 22}",0,11,2,1,1.0271000000000001,w,2021-08-07 17:00:00,1,0,0,3,-0.4068240000000001
h,1.66054,1.49607,1.66054,0.741793,"{'att': 175, 'def': 14}","{'att': 240, 'def': 9}",5,7,1,2,1.4567,l,2021-08-14 14:30:00,0,0,1,0,0.9187469999999999
h,0.178674,0.580155,0.178674,0.580155,"{'att': 286, 'def': 16}","{'att': 223, 'def': 29}",3,2,1,2,0.7863,l,2021-08-22 15:00:00,0,0,1,0,-0.401481
a,0.887752,2.1673,0.887752,1.41303,"{'att': 314, 'def': 23}","{'att': 175, 'def': 28}",5,4,1,1,0.4495,d,2021-08-27 15:30:00,0,1,0,1,-0.525278
a,1.46278,2.33983,0.708506,1.58556,"{'att': 301, 'def': 11}","{'att': 210, 'def': 25}",3,4,2,1,0.7288,w,2021-09-12 16:00:00,1,0,0,3,-0.8770540000000001
h,1.84973,0.857868,1.84973,0.857868,"{'att': 178, 'def': 16}","{'att': 246, 'def': 18}",4,4,2,3,2.127,l,2021-09-19 13:30:00,0,0,1,0,0.9918620000000001
h,0.620358,3.4291,0.620358,2.67483,"{'att': 298, 'def': 26}","{'att': 185, 'def': 20}",3,11,0,2,0.0732,l,2021-09-27 16:00:00,0,0,1,0,-2.054472
a,1.12561,1.109,0.371335,0.354721,"{'att': 258, 'def': 18}","{'att': 155, 'def': 21}",2,1,1,0,1.3076,w,2021-10-02 11:00:00,1,0,0,3,0.016614000000000018
