h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.578158,3.13827,0.578158,2.38399,"{'att': 215, 'def': 11}","{'att': 143, 'def': 19}",1,17,1,4,0.1084,l,2014-08-02 18:30:00,0,0,1,0,-1.8058319999999999
a,0.971363,5.27931,0.217088,3.77076,"{'att': 303, 'def': 31}","{'att': 209, 'def': 31}",1,21,1,8,0.0109,l,2014-08-09 14:00:00,0,0,1,0,-3.553672
h,0.954046,0.617434,0.954046,0.617434,"{'att': 236, 'def': 20}","{'att': 133, 'def': 34}",5,4,1,1,1.6320999999999999,d,2014-08-12 17:00:00,0,1,0,1,0.3366119999999999
a,1.24904,1.41621,1.24904,0.661939,"{'att': 244, 'def': 27}","{'att': 120, 'def': 31}",9,1,2,0,1.1703000000000001,w,2014-08-16 14:00:00,1,0,0,3,0.5871009999999999
h,0.850627,0.909639,0.850627,0.909639,"{'att': 306, 'def': 30}","{'att': 176, 'def': 34}",2,8,0,3,1.278,l,2014-08-24 13:30:00,0,0,1,0,-0.05901199999999995
a,2.44006,1.12186,2.44006,1.12186,"{'att': 184, 'def': 32}","{'att': 288, 'def': 17}",10,5,0,1,2.2514000000000003,l,2014-08-30 11:00:00,0,0,1,0,1.3181999999999998
a,0.696589,2.58205,0.696589,2.58205,"{'att': 252, 'def': 25}","{'att': 185, 'def': 28}",1,16,1,3,0.3024,l,2014-09-14 10:30:00,0,0,1,0,-1.8854610000000003
h,1.24553,2.31253,1.24553,2.31253,"{'att': 236, 'def': 34}","{'att': 142, 'def': 24}",4,5,1,3,0.6973,l,2014-09-22 17:00:00,0,0,1,0,-1.0670000000000002
a,1.2886,2.01272,0.53433,2.01272,"{'att': 219, 'def': 25}","{'att': 157, 'def': 18}",3,12,1,2,0.8059000000000001,l,2014-09-29 17:00:00,0,0,1,0,-1.4783899999999999
a,0.832131,0.775502,0.832131,0.775502,"{'att': 68, 'def': 13}","{'att': 194, 'def': 19}",5,6,1,1,1.3701,d,2014-10-20 14:00:00,0,1,0,1,0.05662899999999993
h,0.432787,0.838109,0.432787,0.838109,"{'att': 222, 'def': 38}","{'att': 241, 'def': 29}",1,9,0,0,0.8739,d,2014-10-25 14:00:00,0,1,0,1,-0.405322
