h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.733761,0.793814,0.733761,0.793814,"{'att': 206, 'def': 32}","{'att': 126, 'def': 29}",5,8,0,0,1.2717,d,2014-08-03 18:30:00,0,1,0,1,-0.06005300000000002
a,1.05965,0.537186,0.305371,0.537186,"{'att': 263, 'def': 43}","{'att': 144, 'def': 19}",9,3,1,1,1.9382000000000001,d,2014-08-10 13:30:00,0,1,0,1,-0.23181500000000005
h,3.24782,0.253954,2.49354,0.253954,"{'att': 197, 'def': 21}","{'att': 229, 'def': 20}",10,3,4,0,2.9474,w,2014-08-14 18:00:00,1,0,0,3,2.239586
a,1.05955,1.97411,1.05955,0.465558,"{'att': 237, 'def': 42}","{'att': 198, 'def': 32}",5,1,2,0,0.608,w,2014-08-17 18:00:00,1,0,0,3,0.593992
a,0.909639,0.850627,0.909639,0.850627,"{'att': 176, 'def': 34}","{'att': 306, 'def': 30}",8,2,3,0,1.3815,w,2014-08-24 13:30:00,1,0,0,3,0.05901199999999995
h,0.891462,1.1706,0.891462,1.1706,"{'att': 169, 'def': 36}","{'att': 190, 'def': 17}",7,13,0,2,1.1368,l,2014-08-31 17:15:00,0,0,1,0,-0.2791380000000001
h,2.0646,0.284849,2.0646,0.284849,"{'att': 118, 'def': 23}","{'att': 314, 'def': 15}",17,1,0,2,2.7030999999999996,l,2014-09-14 16:00:00,0,0,1,0,1.779751
a,1.72432,1.03792,0.970044,1.03792,"{'att': 183, 'def': 26}","{'att': 252, 'def': 14}",11,0,2,1,1.9445000000000001,w,2014-09-22 14:00:00,1,0,0,3,-0.06787599999999994
h,2.92143,0.154675,2.92143,0.154675,"{'att': 199, 'def': 29}","{'att': 249, 'def': 18}",7,1,3,0,2.9626,w,2014-09-28 15:30:00,1,0,0,3,2.766755
h,1.12732,1.05008,1.12732,1.05008,"{'att': 186, 'def': 27}","{'att': 185, 'def': 21}",4,2,2,2,1.3825,d,2014-10-18 14:00:00,0,1,0,1,0.0772400000000002
h,1.88925,0.437514,1.13497,0.437514,"{'att': 211, 'def': 39}","{'att': 203, 'def': 25}",7,5,2,0,2.5816,w,2014-10-27 15:45:00,1,0,0,3,0.6974560000000001
a,0.585072,1.27157,0.585072,0.517298,"{'att': 190, 'def': 27}","{'att': 186, 'def': 33}",5,0,1,2,0.6717,l,2014-11-02 13:30:00,0,0,1,0,0.067774
h,1.46184,0.347577,1.46184,0.347577,"{'att': 233, 'def': 24}","{'att': 195, 'def': 32}",9,3,2,0,2.2912,w,2014-11-09 12:45:00,1,0,0,3,1.114263
h,1.52531,0.779559,1.52531,0.779559,"{'att': 306, 'def': 32}","{'att': 166, 'def': 26}",12,7,2,1,1.9766000000000001,w,2014-11-22 13:30:00,1,0,0,3,0.7457509999999999
a,0.429711,1.40864,0.429711,1.40864,"{'att': 265, 'def': 32}","{'att': 209, 'def': 25}",1,5,1,0,0.5098,w,2014-11-30 15:30:00,1,0,0,3,-0.9789289999999999
a,1.72101,0.712667,1.72101,0.712667,"{'att': 157, 'def': 29}","{'att': 259, 'def': 43}",4,6,1,1,2.1969,d,2014-12-03 17:00:00,0,1,0,1,1.008343
a,0.558035,2.52296,0.558035,2.52296,"{'att': 212, 'def': 17}","{'att': 263, 'def': 29}",1,9,0,4,0.21030000000000001,l,2014-12-06 13:45:00,0,0,1,0,-1.964925
a,1.82727,1.29783,1.82727,1.29783,"{'att': 206, 'def': 31}","{'att': 269, 'def': 29}",5,6,3,1,1.794,w,2015-03-08 10:30:00,1,0,0,3,0.5294399999999999
h,1.47246,0.538396,1.47246,0.538396,"{'att': 186, 'def': 30}","{'att': 263, 'def': 26}",16,3,1,1,2.151,d,2015-03-13 16:00:00,0,1,0,1,0.9340640000000001
a,1.3656,1.00173,1.3656,1.00173,"{'att': 154, 'def': 21}","{'att': 243, 'def': 29}",5,8,2,0,1.692,w,2015-03-20 14:00:00,1,0,0,3,0.3638699999999999
h,3.81833,0.270059,3.06406,0.270059,"{'att': 166, 'def': 29}","{'att': 391, 'def': 35}",22,2,4,0,2.9726,w,2015-04-04 14:45:00,1,0,0,3,2.794001
a,0.432515,1.79575,0.432515,1.79575,"{'att': 199, 'def': 26}","{'att': 262, 'def': 37}",6,9,2,1,0.29700000000000004,w,2015-04-07 18:00:00,1,0,0,3,-1.363235
h,1.76155,0.795699,1.76155,0.795699,"{'att': 112, 'def': 20}","{'att': 288, 'def': 44}",9,4,3,2,2.0986,w,2015-04-11 17:00:00,1,0,0,3,0.9658509999999999
a,0.672758,1.00304,0.672758,1.00304,"{'att': 160, 'def': 19}","{'att': 397, 'def': 27}",8,2,1,1,1.0213,d,2015-04-19 11:30:00,0,1,0,1,-0.33028199999999996
h,0.902975,0.39614,0.1487,0.39614,"{'att': 173, 'def': 31}","{'att': 373, 'def': 21}",4,2,1,0,1.9897,w,2015-04-25 17:00:00,1,0,0,3,-0.24744
a,1.85799,1.60924,1.85799,0.854963,"{'att': 246, 'def': 27}","{'att': 347, 'def': 25}",7,4,3,0,1.5342999999999998,w,2015-05-04 13:30:00,1,0,0,3,1.003027
h,1.51005,1.86509,0.755779,1.86509,"{'att': 103, 'def': 24}","{'att': 326, 'def': 36}",6,6,1,1,1.0956000000000001,d,2015-05-11 16:30:00,0,1,0,1,-1.109311
h,1.68052,0.884648,0.926243,0.884648,"{'att': 183, 'def': 30}","{'att': 308, 'def': 33}",6,6,2,2,2.0537,d,2015-05-17 16:30:00,0,1,0,1,0.04159500000000005
h,1.02886,1.1085,1.02886,1.1085,"{'att': 185, 'def': 14}","{'att': 225, 'def': 23}",1,5,2,1,1.2975999999999999,w,2015-05-24 11:30:00,1,0,0,3,-0.07963999999999993
a,1.49084,0.338184,1.49084,0.338184,"{'att': 174, 'def': 21}","{'att': 336, 'def': 37}",7,5,1,1,2.3819,d,2015-05-30 11:30:00,0,1,0,1,1.152656
