h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.702828,1.21948,0.702828,1.21948,"{'att': 193, 'def': 20}","{'att': 219, 'def': 16}",8,13,0,2,0.8912,l,2023-07-23 17:00:00,0,0,1,0,-0.5166519999999999
a,1.32253,2.26763,1.32253,2.26763,"{'att': 316, 'def': 35}","{'att': 195, 'def': 15}",6,11,1,2,0.7158,l,2023-07-31 16:30:00,0,0,1,0,-0.9451
h,0.617613,0.815977,0.617613,0.815977,"{'att': 167, 'def': 27}","{'att': 149, 'def': 14}",2,6,2,1,1.1259000000000001,w,2023-08-06 14:30:00,1,0,0,3,-0.19836399999999998
a,0.789665,1.14137,0.789665,1.14137,"{'att': 204, 'def': 22}","{'att': 179, 'def': 18}",7,11,0,2,1.0401,l,2023-08-13 12:00:00,0,0,1,0,-0.35170500000000005
h,1.38957,1.4149,1.38957,0.660624,"{'att': 229, 'def': 20}","{'att': 221, 'def': 12}",8,6,0,1,1.3218,l,2023-08-19 14:30:00,0,0,1,0,0.728946
a,0.524464,1.26138,0.524464,1.26138,"{'att': 186, 'def': 29}","{'att': 205, 'def': 7}",9,7,1,2,0.6763,l,2023-08-27 14:30:00,0,0,1,0,-0.7369159999999999
a,0.64425,1.74001,0.64425,1.74001,"{'att': 166, 'def': 19}","{'att': 182, 'def': 14}",10,11,2,3,0.4521,l,2023-09-03 12:15:00,0,0,1,0,-1.09576
h,0.560591,1.07422,0.560591,1.07422,"{'att': 192, 'def': 17}","{'att': 193, 'def': 21}",4,7,2,2,0.8038000000000001,d,2023-09-16 18:15:00,0,1,0,1,-0.513629
h,0.395964,1.32285,0.395964,1.32285,"{'att': 291, 'def': 24}","{'att': 117, 'def': 8}",2,9,1,0,0.5614999999999999,w,2023-09-23 13:30:00,1,0,0,3,-0.9268860000000001
a,0.610262,0.74734,0.610262,0.74734,"{'att': 211, 'def': 10}","{'att': 208, 'def': 28}",6,10,0,1,1.186,l,2023-09-30 16:00:00,0,0,1,0,-0.13707800000000003
h,0.796724,0.778175,0.796724,0.778175,"{'att': 344, 'def': 23}","{'att': 117, 'def': 11}",3,17,1,0,1.3605,w,2023-10-07 13:30:00,1,0,0,3,0.018549000000000038
h,1.38958,1.99984,1.38958,1.24557,"{'att': 364, 'def': 11}","{'att': 87, 'def': 14}",6,8,2,2,0.8667,d,2023-10-21 16:00:00,0,1,0,1,0.14400999999999997
a,0.529643,1.37323,0.529643,1.37323,"{'att': 245, 'def': 24}","{'att': 170, 'def': 21}",3,5,0,1,0.651,l,2023-10-27 16:00:00,0,0,1,0,-0.843587
h,0.800522,2.1064,0.800522,2.1064,"{'att': 416, 'def': 17}","{'att': 157, 'def': 10}",4,4,0,2,0.4169,l,2023-11-04 16:00:00,0,0,1,0,-1.3058779999999999
a,0.435969,0.258576,0.435969,0.258576,"{'att': 202, 'def': 26}","{'att': 152, 'def': 16}",2,2,0,0,1.4269,d,2023-11-12 11:00:00,0,1,0,1,0.17739300000000002
