h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.322065,2.14749,0.322065,2.14749,"{'att': 338, 'def': 14}","{'att': 119, 'def': 24}",5,14,0,3,0.158,l,2020-08-09 14:00:00,0,0,1,0,-1.8254249999999999
a,1.38681,0.697373,0.632538,0.697373,"{'att': 261, 'def': 28}","{'att': 116, 'def': 16}",3,9,3,2,2.0287,w,2020-08-14 15:00:00,1,0,0,3,-0.06483499999999998
h,0.271005,2.8522,0.271005,2.09792,"{'att': 278, 'def': 12}","{'att': 99, 'def': 16}",1,17,1,1,0.0684,d,2020-08-19 13:00:00,0,1,0,1,-1.8269149999999998
h,0.506374,1.4511,0.506374,1.4511,"{'att': 250, 'def': 18}","{'att': 164, 'def': 15}",2,14,0,1,0.5782,l,2020-08-23 13:30:00,0,0,1,0,-0.9447260000000001
a,0.388805,3.45253,0.388805,3.45253,"{'att': 258, 'def': 11}","{'att': 235, 'def': 17}",2,7,0,3,0.0339,l,2020-08-26 15:30:00,0,0,1,0,-3.063725
h,0.563216,0.577392,0.563216,0.577392,"{'att': 295, 'def': 18}","{'att': 162, 'def': 14}",6,5,1,1,1.2952,d,2020-08-30 11:00:00,0,1,0,1,-0.014175999999999966
a,0.344299,0.847346,0.344299,0.847346,"{'att': 257, 'def': 19}","{'att': 234, 'def': 14}",7,4,0,2,0.7847,l,2020-09-12 10:45:00,0,0,1,0,-0.503047
h,0.372723,2.5244,0.372723,2.5244,"{'att': 296, 'def': 28}","{'att': 129, 'def': 17}",2,15,0,1,0.1681,l,2020-09-20 11:00:00,0,0,1,0,-2.151677
a,0.461226,2.82175,0.461226,2.06748,"{'att': 355, 'def': 11}","{'att': 221, 'def': 7}",5,16,0,6,0.1279,l,2020-09-26 13:30:00,0,0,1,0,-1.6062540000000003
h,0.919618,0.231532,0.919618,0.231532,"{'att': 190, 'def': 22}","{'att': 218, 'def': 13}",2,4,0,0,1.9788000000000001,d,2020-10-03 11:00:00,0,1,0,1,0.6880860000000001
a,0.118828,0.941078,0.118828,0.941078,"{'att': 258, 'def': 22}","{'att': 149, 'def': 12}",3,6,0,1,0.4745,l,2020-10-17 13:30:00,0,0,1,0,-0.8222499999999999
a,0.421789,2.54154,0.421789,1.78727,"{'att': 164, 'def': 33}","{'att': 203, 'def': 17}",3,7,1,3,0.0995,l,2020-10-25 16:00:00,0,0,1,0,-1.365481
h,0.631168,1.8799,0.631168,1.12563,"{'att': 272, 'def': 28}","{'att': 192, 'def': 27}",7,6,1,2,0.41169999999999995,l,2020-11-01 11:00:00,0,0,1,0,-0.49446199999999996
a,1.00182,1.21477,0.247542,1.21477,"{'att': 272, 'def': 23}","{'att': 195, 'def': 23}",2,5,1,1,1.1587,d,2020-11-06 16:00:00,0,1,0,1,-0.9672279999999999
h,2.0242,0.663991,2.0242,0.663991,"{'att': 148, 'def': 20}","{'att': 245, 'def': 19}",5,4,1,2,2.4078,l,2020-11-23 14:00:00,0,0,1,0,1.360209
h,2.79968,0.982368,2.04541,0.21201,"{'att': 222, 'def': 23}","{'att': 268, 'def': 15}",10,4,4,0,2.6283,w,2020-11-29 11:00:00,1,0,0,3,1.8334
a,0.942216,0.333124,0.942216,0.333124,"{'att': 230, 'def': 14}","{'att': 201, 'def': 21}",4,6,1,0,1.9804999999999997,w,2020-12-06 11:00:00,1,0,0,3,0.6090920000000001
a,0.940019,0.785806,0.940019,0.785806,"{'att': 195, 'def': 29}","{'att': 157, 'def': 28}",4,2,0,1,1.4479,l,2020-12-12 11:00:00,0,0,1,0,0.15421300000000004
a,0.377757,1.08158,0.377757,1.08158,"{'att': 325, 'def': 12}","{'att': 145, 'def': 22}",7,9,0,1,0.6471,l,2020-12-17 15:00:00,0,0,1,0,-0.703823
a,1.1534,1.09661,1.1534,1.09661,"{'att': 154, 'def': 30}","{'att': 189, 'def': 22}",7,10,1,2,1.3903,l,2021-02-27 11:00:00,0,0,1,0,0.056789999999999896
a,0.323666,0.525175,0.323666,0.525175,"{'att': 243, 'def': 22}","{'att': 95, 'def': 30}",3,4,0,0,1.0308000000000002,d,2021-03-07 11:00:00,0,1,0,1,-0.20150899999999994
h,0.644367,1.38121,0.644367,1.38121,"{'att': 188, 'def': 18}","{'att': 181, 'def': 21}",6,14,0,3,0.7071,l,2021-03-14 11:00:00,0,0,1,0,-0.736843
h,0.760411,1.98872,0.760411,1.98872,"{'att': 383, 'def': 26}","{'att': 167, 'def': 31}",4,7,0,1,0.46499999999999997,l,2021-03-18 14:00:00,0,0,1,0,-1.228309
a,0.205069,2.18868,0.205069,1.43441,"{'att': 365, 'def': 19}","{'att': 172, 'def': 23}",1,6,0,4,0.12229999999999999,l,2021-04-03 16:00:00,0,0,1,0,-1.229341
h,1.37516,0.536749,1.37516,0.536749,"{'att': 207, 'def': 27}","{'att': 169, 'def': 14}",7,1,3,0,2.0836,w,2021-04-10 13:30:00,1,0,0,3,0.8384109999999999
a,3.53848,0.478369,2.63238,0.478369,"{'att': 278, 'def': 23}","{'att': 150, 'def': 21}",6,2,3,0,2.9251,w,2021-04-18 16:00:00,1,0,0,3,2.154011
h,2.04861,1.95583,2.04861,1.20155,"{'att': 133, 'def': 23}","{'att': 273, 'def': 9}",18,3,2,3,1.4164,l,2021-04-25 11:00:00,0,0,1,0,0.8470600000000001
a,0.350301,1.78446,0.350301,1.78446,"{'att': 309, 'def': 25}","{'att': 240, 'def': 10}",5,10,1,1,0.377,d,2021-05-01 13:30:00,0,1,0,1,-1.434159
h,0.53003,1.96845,0.53003,1.21418,"{'att': 391, 'def': 20}","{'att': 159, 'def': 15}",3,12,0,0,0.336,d,2021-05-08 11:00:00,0,1,0,1,-0.68415
h,1.48452,0.300656,1.48452,0.300656,"{'att': 136, 'def': 10}","{'att': 87, 'def': 8}",3,1,2,1,2.3995,w,2021-05-16 13:00:00,1,0,0,3,1.183864
