h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.842313,0.301348,0.842313,0.301348,"{'att': 112, 'def': 24}","{'att': 294, 'def': 14}",5,1,1,0,1.8363,w,2016-07-30 22:30:00,1,0,0,3,0.5409649999999999
h,0.608329,0.357706,0.608329,0.357706,"{'att': 297, 'def': 10}","{'att': 197, 'def': 12}",4,4,0,0,1.557,d,2016-08-07 22:30:00,0,1,0,1,0.250623
a,1.63295,1.52554,1.63295,0.771269,"{'att': 253, 'def': 11}","{'att': 65, 'def': 21}",3,14,2,3,1.4803,l,2016-08-12 20:30:00,0,0,1,0,0.8616809999999999
h,1.50381,0.824801,1.50381,0.824801,"{'att': 216, 'def': 18}","{'att': 181, 'def': 28}",7,1,3,0,1.9484,w,2016-08-20 22:30:00,1,0,0,3,0.6790090000000001
a,0.204316,1.36067,0.204316,1.36067,"{'att': 162, 'def': 21}","{'att': 170, 'def': 22}",1,10,1,2,0.3623,l,2016-08-28 20:15:00,0,0,1,0,-1.156354
h,0.692426,0.767088,0.692426,0.767088,"{'att': 243, 'def': 25}","{'att': 184, 'def': 18}",2,6,2,1,1.2452999999999999,w,2016-09-09 21:00:00,1,0,0,3,-0.074662
a,0.428456,2.03214,0.428456,1.27786,"{'att': 250, 'def': 20}","{'att': 123, 'def': 24}",5,6,1,2,0.2195,l,2016-09-18 21:00:00,0,0,1,0,-0.849404
h,0.392838,0.42648,0.392838,0.42648,"{'att': 243, 'def': 16}","{'att': 168, 'def': 22}",2,3,1,0,1.2096,w,2016-09-24 22:30:00,1,0,0,3,-0.033642000000000005
h,0.689836,0.491128,0.689836,0.491128,"{'att': 217, 'def': 13}","{'att': 147, 'def': 19}",5,3,2,0,1.4887000000000001,w,2016-10-02 20:00:00,1,0,0,3,0.198708
a,0.885809,1.1701,0.885809,1.1701,"{'att': 332, 'def': 31}","{'att': 188, 'def': 19}",5,6,0,1,1.1317,l,2016-10-15 20:30:00,0,0,1,0,-0.28429099999999996
a,0.124241,0.98349,0.124241,0.98349,"{'att': 194, 'def': 18}","{'att': 233, 'def': 31}",0,10,0,0,0.4885,d,2016-10-22 15:30:00,0,1,0,1,-0.8592489999999999
