h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.53727,0.421828,1.53727,0.421828,"{'att': 70, 'def': 22}","{'att': 381, 'def': 14}",14,2,3,1,2.3192,w,2021-07-24 19:00:00,1,0,0,3,1.1154419999999998
a,1.42145,0.644634,1.42145,0.644634,"{'att': 192, 'def': 20}","{'att': 310, 'def': 19}",5,7,2,1,2.0542000000000002,w,2021-07-31 17:00:00,1,0,0,3,0.7768160000000001
a,0.449925,1.45741,0.449925,0.703135,"{'att': 224, 'def': 13}","{'att': 205, 'def': 21}",6,3,1,1,0.4668,d,2021-08-06 14:00:00,0,1,0,1,-0.25320999999999994
h,1.18052,1.44212,0.426246,0.687846,"{'att': 219, 'def': 15}","{'att': 213, 'def': 27}",6,5,1,1,1.0584,d,2021-08-15 14:30:00,0,1,0,1,-0.26159999999999994
h,0.776008,0.888149,0.776008,0.888149,"{'att': 325, 'def': 14}","{'att': 190, 'def': 32}",1,14,2,1,1.2422,w,2021-08-22 13:00:00,1,0,0,3,-0.11214099999999994
a,0.461417,1.85119,0.461417,1.85119,"{'att': 207, 'def': 16}","{'att': 203, 'def': 20}",4,5,1,1,0.3527,d,2021-08-27 16:00:00,0,1,0,1,-1.389773
h,2.55744,0.696732,2.55744,0.696732,"{'att': 358, 'def': 12}","{'att': 209, 'def': 17}",4,5,2,0,2.6395,w,2021-09-11 11:00:00,1,0,0,3,1.8607080000000003
a,1.06897,0.243876,1.06897,0.243876,"{'att': 130, 'def': 24}","{'att': 323, 'def': 39}",7,2,0,0,2.208,d,2021-09-20 13:30:00,0,1,0,1,0.825094
a,0.423221,1.23454,0.423221,1.23454,"{'att': 139, 'def': 24}","{'att': 260, 'def': 33}",11,14,0,0,0.6345000000000001,d,2021-09-25 11:00:00,0,1,0,1,-0.8113189999999999
h,0.581649,0.911672,0.581649,0.911672,"{'att': 127, 'def': 24}","{'att': 208, 'def': 19}",12,5,1,2,1.0215,l,2021-10-03 16:00:00,0,0,1,0,-0.33002300000000007
