h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.53148,1.17224,1.53148,1.17224,"{'att': 317, 'def': 17}","{'att': 212, 'def': 23}",3,9,0,2,1.6760000000000002,l,2020-08-11 17:00:00,0,0,1,0,0.35924
h,2.13983,1.41725,1.38555,0.662973,"{'att': 221, 'def': 17}","{'att': 192, 'def': 22}",7,5,1,1,1.9242000000000001,d,2020-08-15 12:30:00,0,1,0,1,0.722577
a,2.1733,1.68663,1.41902,1.68663,"{'att': 152, 'def': 18}","{'att': 253, 'def': 16}",3,4,2,3,1.6991999999999998,l,2020-08-18 15:00:00,0,0,1,0,-0.2676100000000001
a,0.917574,0.874566,0.917574,0.874566,"{'att': 223, 'def': 17}","{'att': 203, 'def': 23}",7,8,2,1,1.3788,w,2020-08-22 17:00:00,1,0,0,3,0.043008000000000046
h,3.45253,0.388805,3.45253,0.388805,"{'att': 235, 'def': 17}","{'att': 258, 'def': 11}",7,2,3,0,2.9445,w,2020-08-26 15:30:00,1,0,0,3,3.063725
h,2.10179,0.730955,2.10179,0.730955,"{'att': 194, 'def': 17}","{'att': 285, 'def': 18}",11,2,2,2,2.3929000000000005,d,2020-08-30 15:00:00,0,1,0,1,1.3708349999999998
a,1.58897,0.60034,0.834698,0.60034,"{'att': 151, 'def': 22}","{'att': 224, 'def': 28}",3,2,1,0,2.2331,w,2020-09-13 13:30:00,1,0,0,3,0.23435800000000007
h,1.68725,0.307787,1.68725,0.307787,"{'att': 191, 'def': 26}","{'att': 221, 'def': 38}",15,4,0,2,2.4492,l,2020-09-20 13:30:00,0,0,1,0,1.3794629999999999
a,3.13122,0.759643,2.37694,0.759643,"{'att': 88, 'def': 18}","{'att': 298, 'def': 13}",15,4,3,1,2.7512,w,2020-09-27 16:00:00,1,0,0,3,1.6172969999999998
h,0.951912,0.978238,0.951912,0.223963,"{'att': 123, 'def': 16}","{'att': 170, 'def': 25}",8,11,1,1,1.2522,d,2020-10-04 13:30:00,0,1,0,1,0.727949
