h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.289985,0.814117,0.289985,0.814117,"{'att': 345, 'def': 16}","{'att': 97, 'def': 16}",2,15,0,2,0.7725,l,2023-07-22 12:15:00,0,0,1,0,-0.524132
a,0.664242,0.380888,0.664242,0.380888,"{'att': 234, 'def': 11}","{'att': 297, 'def': 18}",0,6,0,0,1.5834000000000001,d,2023-07-29 14:30:00,0,1,0,1,0.283354
a,0.925516,1.06779,0.925516,0.313514,"{'att': 270, 'def': 11}","{'att': 134, 'def': 12}",0,4,0,1,1.1336000000000002,l,2023-08-04 17:00:00,0,0,1,0,0.6120019999999999
h,1.526,0.977118,1.526,0.977118,"{'att': 221, 'def': 19}","{'att': 130, 'def': 13}",2,8,2,0,1.8219,w,2023-08-14 16:30:00,1,0,0,3,0.548882
a,0.673532,1.61744,0.673532,1.61744,"{'att': 97, 'def': 11}","{'att': 80, 'def': 22}",5,9,0,2,0.5652,l,2023-08-20 14:30:00,0,0,1,0,-0.943908
h,1.85784,0.875895,1.01632,0.875895,"{'att': 266, 'def': 18}","{'att': 126, 'def': 8}",4,9,1,0,2.2427,w,2023-08-26 17:00:00,1,0,0,3,0.1404249999999999
h,0.887069,2.04865,0.132793,2.04865,"{'att': 215, 'def': 13}","{'att': 108, 'def': 9}",0,6,2,1,0.5008,w,2023-09-02 12:15:00,1,0,0,3,-1.915857
a,1.14042,1.76028,1.14042,1.006,"{'att': 248, 'def': 20}","{'att': 132, 'def': 19}",2,7,1,1,0.8378999999999999,d,2023-09-15 16:00:00,0,1,0,1,0.13441999999999998
h,1.97409,1.13211,1.97409,1.13211,"{'att': 213, 'def': 15}","{'att': 176, 'def': 18}",14,3,3,1,1.9999,w,2023-09-24 11:00:00,1,0,0,3,0.84198
a,0.914498,1.28922,0.914498,1.28922,"{'att': 269, 'def': 15}","{'att': 172, 'def': 20}",4,11,0,1,1.0326,l,2023-09-30 11:15:00,0,0,1,0,-0.374722
h,0.778884,0.241282,0.778884,0.241282,"{'att': 360, 'def': 15}","{'att': 169, 'def': 18}",4,8,2,0,1.885,w,2023-10-08 11:00:00,1,0,0,3,0.537602
a,0.307281,2.28113,0.307281,2.28113,"{'att': 245, 'def': 10}","{'att': 135, 'def': 23}",4,15,0,2,0.1931,l,2023-10-22 11:00:00,0,0,1,0,-1.973849
h,0.44268,2.10342,0.44268,0.594873,"{'att': 284, 'def': 21}","{'att': 164, 'def': 23}",2,4,1,0,0.1986,w,2023-10-29 11:00:00,1,0,0,3,-0.15219299999999997
a,1.19535,1.6252,1.19535,1.6252,"{'att': 196, 'def': 27}","{'att': 136, 'def': 19}",4,11,2,3,0.877,l,2023-11-05 13:30:00,0,0,1,0,-0.42985000000000007
h,0.258576,0.435969,0.258576,0.435969,"{'att': 152, 'def': 16}","{'att': 202, 'def': 26}",2,2,0,0,1.0168,d,2023-11-12 11:00:00,0,1,0,1,-0.17739300000000002
a,0.136059,1.3186,0.136059,0.564328,"{'att': 303, 'def': 12}","{'att': 124, 'def': 29}",0,7,0,1,0.2336,l,2023-11-26 16:00:00,0,0,1,0,-0.428269
h,0.806434,0.522592,0.806434,0.522592,"{'att': 216, 'def': 18}","{'att': 224, 'def': 17}",5,7,1,0,1.684,w,2023-12-02 16:30:00,1,0,0,3,0.28384200000000004
