h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.47747,1.7122,1.47747,1.7122,"{'att': 318, 'def': 19}","{'att': 232, 'def': 24}",12,10,1,3,1.1638,l,2023-07-21 16:00:00,0,0,1,0,-0.23472999999999988
a,0.990775,2.15324,0.990775,1.39896,"{'att': 220, 'def': 25}","{'att': 221, 'def': 15}",7,7,3,3,0.509,d,2023-07-29 12:00:00,0,1,0,1,-0.408185
a,1.93127,1.44187,1.93127,1.44187,"{'att': 315, 'def': 19}","{'att': 164, 'def': 22}",6,16,3,2,1.8398999999999999,w,2023-08-06 16:00:00,1,0,0,3,0.48940000000000006
h,1.14137,0.789665,1.14137,0.789665,"{'att': 179, 'def': 18}","{'att': 204, 'def': 22}",11,7,2,0,1.6484999999999999,w,2023-08-13 12:00:00,1,0,0,3,0.35170500000000005
h,2.47507,1.62727,1.7208,1.62727,"{'att': 160, 'def': 22}","{'att': 210, 'def': 23}",10,7,2,1,1.9980999999999998,w,2023-08-19 12:00:00,1,0,0,3,0.09353000000000011
a,0.618333,1.54726,0.618333,0.792982,"{'att': 220, 'def': 11}","{'att': 181, 'def': 21}",6,7,2,2,0.5498000000000001,d,2023-08-26 14:30:00,0,1,0,1,-0.17464899999999994
a,1.20427,0.795267,1.20427,0.795267,"{'att': 190, 'def': 21}","{'att': 199, 'def': 21}",10,7,2,1,1.6607,w,2023-09-03 17:00:00,1,0,0,3,0.409003
h,1.76028,1.14042,1.006,1.14042,"{'att': 132, 'def': 19}","{'att': 248, 'def': 20}",7,2,1,1,1.8984,d,2023-09-15 16:00:00,0,1,0,1,-0.13441999999999998
a,0.684102,1.38634,0.684102,1.38634,"{'att': 310, 'def': 14}","{'att': 229, 'def': 21}",8,14,0,1,0.7971,l,2023-09-23 16:00:00,0,0,1,0,-0.7022379999999999
a,1.56389,0.762043,1.56389,0.762043,"{'att': 215, 'def': 34}","{'att': 220, 'def': 22}",14,5,1,1,1.9836,d,2023-10-01 16:00:00,0,1,0,1,0.801847
h,1.34182,0.844731,1.34182,0.844731,"{'att': 155, 'def': 19}","{'att': 235, 'def': 27}",16,8,0,0,1.7587,d,2023-10-08 13:30:00,0,1,0,1,0.497089
a,0.884745,1.05973,0.884745,1.05973,"{'att': 266, 'def': 17}","{'att': 214, 'def': 20}",12,7,0,0,1.2011,d,2023-10-21 13:30:00,0,1,0,1,-0.17498500000000006
h,1.27861,1.65562,1.27861,1.65562,"{'att': 241, 'def': 29}","{'att': 259, 'def': 27}",10,11,2,1,1.0658999999999998,w,2023-10-29 13:30:00,1,0,0,3,-0.37701000000000007
a,1.07325,2.93975,1.07325,2.18547,"{'att': 162, 'def': 18}","{'att': 197, 'def': 23}",6,15,3,3,0.3516,d,2023-11-06 16:30:00,0,1,0,1,-1.11222
h,4.18509,1.01905,4.18509,1.01905,"{'att': 230, 'def': 30}","{'att': 215, 'def': 8}",14,5,2,0,2.8588999999999998,w,2023-11-12 13:30:00,1,0,0,3,3.1660399999999997
a,1.99301,1.91561,1.99301,1.91561,"{'att': 239, 'def': 18}","{'att': 210, 'def': 14}",17,14,3,2,1.4297,w,2023-11-25 14:30:00,1,0,0,3,0.07739999999999991
h,2.54059,1.36943,2.54059,1.36943,"{'att': 261, 'def': 28}","{'att': 279, 'def': 27}",7,4,1,0,2.1949,w,2023-12-04 16:30:00,1,0,0,3,1.17116
