h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.15121,2.36974,1.15121,1.61547,"{'att': 130, 'def': 14}","{'att': 310, 'def': 16}",5,9,1,2,0.48690000000000005,l,2023-07-22 10:00:00,0,0,1,0,-0.4642599999999999
a,3.84095,2.31726,1.57813,0.808712,"{'att': 145, 'def': 20}","{'att': 240, 'def': 24}",12,11,3,2,2.363,w,2023-07-30 17:00:00,1,0,0,3,0.769418
h,2.80372,1.01949,2.04945,1.01949,"{'att': 300, 'def': 23}","{'att': 161, 'def': 21}",10,7,4,1,2.5682,w,2023-08-05 17:00:00,1,0,0,3,1.0299600000000002
h,1.08374,0.869363,1.08374,0.869363,"{'att': 207, 'def': 26}","{'att': 208, 'def': 16}",14,2,3,1,1.4856,w,2023-08-13 17:00:00,1,0,0,3,0.21437699999999993
a,1.62727,2.47507,1.62727,1.7208,"{'att': 210, 'def': 23}","{'att': 160, 'def': 22}",7,10,1,2,0.7855000000000001,l,2023-08-19 12:00:00,0,0,1,0,-0.09353000000000011
a,0.223588,1.39838,0.223588,1.39838,"{'att': 304, 'def': 32}","{'att': 158, 'def': 16}",8,5,1,1,0.3331,d,2023-08-25 14:30:00,0,1,0,1,-1.174792
h,0.949641,0.893319,0.949641,0.893319,"{'att': 377, 'def': 21}","{'att': 128, 'def': 16}",3,14,1,1,1.4513999999999998,d,2023-09-03 14:30:00,0,1,0,1,0.05632199999999998
h,1.85496,2.10847,1.10069,2.10847,"{'att': 198, 'def': 24}","{'att': 221, 'def': 27}",14,10,2,2,1.1541000000000001,d,2023-09-16 11:00:00,0,1,0,1,-1.0077800000000001
a,0.82261,1.26765,0.82261,1.26765,"{'att': 236, 'def': 13}","{'att': 194, 'def': 18}",18,9,3,3,1.0133,d,2023-09-24 16:00:00,0,1,0,1,-0.44504
h,0.74734,0.610262,0.74734,0.610262,"{'att': 208, 'def': 28}","{'att': 211, 'def': 10}",10,6,1,0,1.4265999999999999,w,2023-09-30 16:00:00,1,0,0,3,0.13707800000000003
a,0.981143,0.521384,0.981143,0.521384,"{'att': 353, 'def': 30}","{'att': 177, 'def': 22}",16,8,2,2,1.7487000000000001,d,2023-10-08 16:00:00,0,1,0,1,0.45975900000000003
a,0.482543,0.409639,0.482543,0.409639,"{'att': 169, 'def': 13}","{'att': 234, 'def': 25}",10,10,0,0,1.3291,d,2023-10-21 11:00:00,0,1,0,1,0.07290400000000002
h,1.27577,1.21376,1.27577,1.21376,"{'att': 372, 'def': 23}","{'att': 190, 'def': 19}",9,14,1,0,1.4247999999999998,w,2023-10-29 16:30:00,1,0,0,3,0.06201000000000012
h,1.6252,1.19535,1.6252,1.19535,"{'att': 136, 'def': 19}","{'att': 196, 'def': 27}",11,4,3,2,1.7535999999999998,w,2023-11-05 13:30:00,1,0,0,3,0.42985000000000007
a,0.679659,1.37723,0.679659,1.37723,"{'att': 182, 'def': 16}","{'att': 85, 'def': 21}",1,9,1,1,0.7656,d,2023-11-11 11:00:00,0,1,0,1,-0.6975709999999999
h,1.91561,1.99301,1.91561,1.99301,"{'att': 210, 'def': 14}","{'att': 239, 'def': 18}",14,17,2,3,1.3382,l,2023-11-25 14:30:00,0,0,1,0,-0.07739999999999991
h,1.74361,1.04641,0.989338,1.04641,"{'att': 168, 'def': 16}","{'att': 136, 'def': 20}",9,8,2,0,1.9725000000000001,w,2023-12-03 11:00:00,1,0,0,3,-0.05707200000000001
