h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.21948,0.702828,1.21948,0.702828,"{'att': 219, 'def': 16}","{'att': 193, 'def': 20}",13,8,2,0,1.7999,w,2023-07-23 17:00:00,1,0,0,3,0.5166519999999999
a,0.560292,1.61459,0.560292,1.61459,"{'att': 242, 'def': 23}","{'att': 163, 'def': 15}",11,8,0,2,0.528,l,2023-07-30 17:00:00,0,0,1,0,-1.054298
h,1.75987,0.491819,1.0056,0.491819,"{'att': 115, 'def': 18}","{'att': 249, 'def': 13}",6,2,1,2,2.4215,l,2023-08-06 17:00:00,0,0,1,0,0.513781
a,0.869363,1.08374,0.869363,1.08374,"{'att': 208, 'def': 16}","{'att': 207, 'def': 26}",2,14,1,3,1.1895,l,2023-08-13 17:00:00,0,0,1,0,-0.21437699999999993
h,1.57252,0.312337,1.57252,0.312337,"{'att': 201, 'def': 16}","{'att': 244, 'def': 20}",10,10,4,0,2.4834,w,2023-08-19 17:00:00,1,0,0,3,1.260183
h,0.367279,0.843648,0.367279,0.843648,"{'att': 161, 'def': 12}","{'att': 176, 'def': 25}",8,9,0,1,0.8479,l,2023-08-27 17:00:00,0,0,1,0,-0.47636899999999993
a,0.261489,2.51853,0.261489,1.00998,"{'att': 215, 'def': 23}","{'att': 161, 'def': 10}",9,12,0,3,0.0878,l,2023-09-03 10:00:00,0,0,1,0,-0.748491
a,0.869887,1.82906,0.869887,1.82906,"{'att': 324, 'def': 19}","{'att': 120, 'def': 16}",1,13,0,1,0.6715,l,2023-09-16 16:00:00,0,0,1,0,-0.9591729999999999
a,1.9584,0.477627,1.20413,0.477627,"{'att': 192, 'def': 21}","{'att': 346, 'def': 16}",7,1,1,2,2.5633000000000004,l,2023-09-23 11:00:00,0,0,1,0,0.7265029999999999
a,0.76019,1.87417,0.76019,1.1199,"{'att': 112, 'def': 16}","{'att': 174, 'def': 17}",6,7,0,2,0.531,l,2023-10-01 11:00:00,0,0,1,0,-0.35970999999999986
h,0.765214,1.60258,0.765214,0.848306,"{'att': 304, 'def': 21}","{'att': 206, 'def': 10}",2,3,0,2,0.6066,l,2023-10-07 11:00:00,0,0,1,0,-0.08309200000000005
a,1.27552,0.767507,0.521246,0.767507,"{'att': 207, 'def': 16}","{'att': 157, 'def': 15}",7,5,4,1,1.8644,w,2023-10-22 09:00:00,1,0,0,3,-0.24626100000000006
a,2.10342,0.44268,0.594873,0.44268,"{'att': 164, 'def': 23}","{'att': 284, 'def': 21}",4,2,0,1,2.6847,l,2023-10-29 11:00:00,0,0,1,0,0.15219299999999997
h,2.93975,1.07325,2.18547,1.07325,"{'att': 197, 'def': 23}","{'att': 162, 'def': 18}",15,6,3,3,2.5193999999999996,d,2023-11-06 16:30:00,0,1,0,1,1.11222
h,1.28943,1.89388,1.28943,1.89388,"{'att': 181, 'def': 21}","{'att': 206, 'def': 9}",9,12,0,2,0.9325999999999999,l,2023-11-12 16:00:00,0,0,1,0,-0.6044499999999999
a,0.0843159,2.78357,0.0843159,2.02929,"{'att': 371, 'def': 21}","{'att': 174, 'def': 18}",5,11,0,3,0.0126,l,2023-11-25 12:15:00,0,0,1,0,-1.9449741
h,0.614305,2.36056,0.614305,1.60629,"{'att': 245, 'def': 15}","{'att': 248, 'def': 10}",6,15,0,2,0.2375,l,2023-12-02 13:30:00,0,0,1,0,-0.991985
