h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.85368,1.99195,0.85368,1.99195,"{'att': 162, 'def': 24}","{'att': 234, 'def': 24}",13,5,2,2,0.5362,d,2023-07-22 14:30:00,0,1,0,1,-1.1382700000000001
a,1.89033,1.30051,1.89033,1.30051,"{'att': 80, 'def': 13}","{'att': 134, 'def': 38}",13,6,4,1,1.8351,w,2023-07-30 14:30:00,1,0,0,3,0.58982
a,1.01949,2.80372,1.01949,2.04945,"{'att': 161, 'def': 21}","{'att': 300, 'def': 23}",7,10,1,4,0.308,l,2023-08-05 17:00:00,0,0,1,0,-1.0299600000000002
h,0.469582,3.16197,0.469582,2.19365,"{'att': 206, 'def': 17}","{'att': 227, 'def': 24}",3,9,1,1,0.0365,d,2023-08-12 12:00:00,0,1,0,1,-1.724068
a,0.573807,1.73754,0.573807,0.983264,"{'att': 231, 'def': 23}","{'att': 135, 'def': 19}",1,11,1,1,0.4142,d,2023-08-19 16:30:00,0,1,0,1,-0.40945700000000007
a,0.843648,0.367279,0.843648,0.367279,"{'att': 176, 'def': 25}","{'att': 161, 'def': 12}",9,8,1,0,1.7683,w,2023-08-27 17:00:00,1,0,0,3,0.47636899999999993
h,1.74001,0.64425,1.74001,0.64425,"{'att': 182, 'def': 14}","{'att': 166, 'def': 19}",11,10,3,2,2.334,w,2023-09-03 12:15:00,1,0,0,3,1.09576
h,0.554112,0.401128,0.554112,0.401128,"{'att': 254, 'def': 17}","{'att': 179, 'def': 21}",6,3,0,2,1.4376,l,2023-09-17 16:00:00,0,0,1,0,0.15298400000000006
a,0.930331,0.982565,0.930331,0.982565,"{'att': 249, 'def': 18}","{'att': 211, 'def': 13}",10,13,2,1,1.3050000000000002,w,2023-09-24 13:30:00,1,0,0,3,-0.052234
h,1.28922,0.914498,1.28922,0.914498,"{'att': 172, 'def': 20}","{'att': 269, 'def': 15}",11,4,1,0,1.6680000000000001,w,2023-09-30 11:15:00,1,0,0,3,0.374722
a,1.64317,2.46057,1.64317,0.952016,"{'att': 119, 'def': 17}","{'att': 243, 'def': 11}",18,4,2,2,0.7736000000000001,d,2023-10-07 09:00:00,0,1,0,1,0.691154
h,1.05973,0.884745,1.05973,0.884745,"{'att': 214, 'def': 20}","{'att': 266, 'def': 17}",7,12,0,0,1.4825,d,2023-10-21 13:30:00,0,1,0,1,0.17498500000000006
a,0.945309,1.94176,0.945309,1.94176,"{'att': 167, 'def': 21}","{'att': 153, 'def': 22}",12,12,0,1,0.6346,l,2023-10-28 13:30:00,0,0,1,0,-0.996451
h,1.75822,0.808016,1.75822,0.808016,"{'att': 226, 'def': 19}","{'att': 224, 'def': 23}",10,5,1,1,2.1113,d,2023-11-05 16:30:00,0,1,0,1,0.9502039999999999
h,3.23697,1.77816,3.23697,1.02388,"{'att': 170, 'def': 34}","{'att': 352, 'def': 24}",17,8,2,1,2.2912000000000003,w,2023-11-11 13:30:00,1,0,0,3,2.2130900000000002
a,1.03868,1.41748,1.03868,0.663206,"{'att': 258, 'def': 28}","{'att': 166, 'def': 23}",4,8,3,3,1.0141,d,2023-11-25 10:00:00,0,1,0,1,0.3754740000000001
h,0.845648,1.17869,0.845648,1.17869,"{'att': 266, 'def': 17}","{'att': 164, 'def': 25}",7,18,3,1,1.042,w,2023-12-03 13:30:00,1,0,0,3,-0.33304200000000006
