h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.99195,0.85368,1.99195,0.85368,"{'att': 234, 'def': 24}","{'att': 162, 'def': 24}",5,13,2,2,2.2546,d,2023-07-22 14:30:00,0,1,0,1,1.1382700000000001
h,1.18168,1.4868,1.18168,1.4868,"{'att': 308, 'def': 24}","{'att': 147, 'def': 13}",8,9,1,1,1.0279,d,2023-07-30 12:00:00,0,1,0,1,-0.30511999999999984
h,0.558062,1.72282,0.558062,1.72282,"{'att': 281, 'def': 18}","{'att': 185, 'def': 8}",3,5,1,4,0.48719999999999997,l,2023-08-05 14:30:00,0,0,1,0,-1.164758
a,0.390255,1.63421,0.390255,1.63421,"{'att': 111, 'def': 13}","{'att': 170, 'def': 16}",5,8,0,3,0.39759999999999995,l,2023-08-12 17:00:00,0,0,1,0,-1.243955
h,1.08746,0.456659,0.30713,0.456659,"{'att': 241, 'def': 27}","{'att': 139, 'def': 25}",5,4,2,1,2.0753,w,2023-08-18 16:30:00,1,0,0,3,-0.14952899999999997
h,1.54726,0.618333,0.792982,0.618333,"{'att': 181, 'def': 21}","{'att': 220, 'def': 11}",7,6,2,2,2.2046,d,2023-08-26 14:30:00,0,1,0,1,0.17464899999999994
a,2.04865,0.887069,2.04865,0.132793,"{'att': 108, 'def': 9}","{'att': 215, 'def': 13}",6,0,1,2,2.2647999999999997,l,2023-09-02 12:15:00,0,0,1,0,1.915857
h,0.75815,1.47933,0.75815,1.47933,"{'att': 364, 'def': 30}","{'att': 234, 'def': 16}",10,2,0,3,0.6995,l,2023-09-17 13:30:00,0,0,1,0,-0.72118
a,2.59023,0.453426,2.59023,0.453426,"{'att': 169, 'def': 23}","{'att': 150, 'def': 27}",13,5,1,0,2.8284999999999996,w,2023-09-25 16:00:00,1,0,0,3,2.136804
h,0.574793,1.42059,0.574793,1.42059,"{'att': 223, 'def': 24}","{'att': 151, 'def': 13}",3,4,0,2,0.6004,l,2023-09-30 13:30:00,0,0,1,0,-0.845797
a,2.10479,0.951423,2.10479,0.951423,"{'att': 228, 'def': 17}","{'att': 127, 'def': 24}",6,11,1,0,2.2594000000000003,w,2023-10-08 16:00:00,1,0,0,3,1.1533669999999998
h,0.409639,0.482543,0.409639,0.482543,"{'att': 234, 'def': 25}","{'att': 169, 'def': 13}",10,10,0,0,1.1851,d,2023-10-21 11:00:00,0,1,0,1,-0.07290400000000002
h,1.37323,0.529643,1.37323,0.529643,"{'att': 170, 'def': 21}","{'att': 245, 'def': 24}",5,3,1,0,2.0757,w,2023-10-27 16:00:00,1,0,0,3,0.843587
a,0.863569,1.17346,0.863569,1.17346,"{'att': 353, 'def': 19}","{'att': 131, 'def': 12}",8,9,1,0,1.0928,w,2023-11-06 13:30:00,1,0,0,3,-0.3098909999999999
a,1.89388,1.28943,1.89388,1.28943,"{'att': 206, 'def': 9}","{'att': 181, 'def': 21}",12,9,2,0,1.8167,w,2023-11-12 16:00:00,1,0,0,3,0.6044499999999999
h,0.548079,0.949072,0.548079,0.949072,"{'att': 234, 'def': 21}","{'att': 175, 'def': 26}",6,10,1,0,0.8722,w,2023-11-26 13:30:00,1,0,0,3,-0.40099300000000004
a,1.36943,2.54059,1.36943,2.54059,"{'att': 279, 'def': 27}","{'att': 261, 'def': 28}",4,7,0,1,0.6088,l,2023-12-04 16:30:00,0,0,1,0,-1.17116
