match_id,date,is_home,team_id,team_name,result,opponent_id,opponent_name,team_xG,team_shots,team_goals,team_ppda_att,team_ppda_def,team_deep,team_xpts,team_result,team_npxG,opponent_xG,opponent_shots,opponent_goals,opponent_ppda_att,opponent_ppda_def,opponent_deep,opponent_npxG,team_win_odds_open,draw_odds_open,opponent_win_odds_open
Bundesliga 2014_124_128_2014-08-23 14:30:00,2014-08-23 14:30:00,True,128,Hannover 96,w,124,Schalke 04,1.17979,8.0,2,270,28,4,1.5652,w,1.17979,0.956665,12.0,1,218,36,3,0.956665,3.15,3.58,2.37
Bundesliga 2014_125_128_2014-08-31 14:30:00,2014-08-31 14:30:00,False,128,Hannover 96,d,125,Mainz 05,0.561787,11.0,0,253,25,7,0.9233,d,0.561787,1.0088,14.0,0,192,17,7,1.0088,3.52,3.61,2.18
Bundesliga 2014_118_128_2014-09-14 16:30:00,2014-09-14 16:30:00,True,128,Hannover 96,w,118,Hamburger SV,2.22631,11.0,2,188,37,9,2.3774,w,2.22631,0.976735,11.0,0,218,35,9,0.976735,2.19,3.6,3.5
Bundesliga 2014_128_205_2014-09-20 14:30:00,2014-09-20 14:30:00,False,128,Hannover 96,l,205,Paderborn,0.550873,14.0,0,151,19,7,0.3493,l,0.550873,2.05175,17.0,2,251,20,4,2.05175,2.49,3.51,3.0
Bundesliga 2014_128_134_2014-09-24 19:00:00,2014-09-24 19:00:00,True,128,Hannover 96,w,134,FC Cologne,0.408032,9.0,1,373,19,3,0.9448,w,0.408032,0.695122,9.0,0,245,22,5,0.695122,2.29,3.42,3.42
Bundesliga 2014_128_133_2014-09-27 14:30:00,2014-09-27 14:30:00,False,128,Hannover 96,l,133,VfB Stuttgart,0.853246,12.0,0,333,21,5,1.3723,l,0.853246,0.826395,12.0,1,272,33,5,0.826395,3.74,3.67,2.08
Bundesliga 2014_117_128_2014-10-04 14:30:00,2014-10-04 14:30:00,False,128,Hannover 96,l,117,Bayern Munich,0.443178,6.0,0,419,8,5,0.1738,l,0.443178,2.69879,23.0,4,187,17,14,2.69879,21.3,10.0,1.15
Bundesliga 2014_128_130_2014-10-18 14:30:00,2014-10-18 14:30:00,True,128,Hannover 96,l,130,Borussia M.Gladbach,0.558311,11.0,0,264,23,7,0.524,l,0.558311,1.61826,10.0,3,290,28,4,1.61826,3.26,3.53,2.32
Bundesliga 2014_128_129_2014-10-25 14:30:00,2014-10-25 14:30:00,False,128,Hannover 96,w,129,Borussia Dortmund,0.695852,7.0,1,201,25,2,0.6527999999999999,w,0.695852,1.61946,17.0,0,198,23,10,1.61946,13.85,7.21,1.24
Bundesliga 2014_128_132_2014-11-01 14:30:00,2014-11-01 14:30:00,True,128,Hannover 96,w,132,Eintracht Frankfurt,1.11725,14.0,1,169,26,5,2.0544,w,1.11725,0.353128,6.0,0,319,26,5,0.353128,2.31,3.63,3.21
Bundesliga 2014_122_128_2014-11-07 19:30:00,2014-11-07 19:30:00,False,128,Hannover 96,w,122,Hertha Berlin,1.09164,12.0,2,125,30,4,2.0647,w,1.09164,0.363993,7.0,0,151,20,3,0.363993,3.75,3.57,2.11
