team,momentum,last_two_match_result,form_indicator_last_2,win_loss_ratio_last_2,momentum_squared,momentum_cubed,win_ratio_last_5,weighted_form_last_5,std_dev_result_last_5,last_match_xG,last_match_xGA,last_match_xpts,result
Celta Vigo,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.9285714285714286,0.82915619758885,1.17827,1.6167,0.9836,2.0
Celta Vigo,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.6666666666666666,0.7999999999999999,1.96028,3.16421,0.6578999999999999,0.0
Celta Vigo,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4666666666666667,0.7999999999999999,2.06489,0.853213,2.2902,0.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.6,0.7999999999999999,1.67938,1.82246,1.238,1.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.4,0.7999999999999999,0.497466,2.39712,0.2333,0.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5333333333333333,0.48989794855663565,1.54337,1.46382,1.4343,1.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4,0.48989794855663565,3.02859,1.00866,2.681,0.0
Celta Vigo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.48989794855663565,1.26757,2.39246,0.6129,0.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4666666666666667,0.48989794855663565,0.174681,0.619488,0.7581,1.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.3333333333333333,0.48989794855663565,3.01524,1.25089,2.4738,0.0
Celta Vigo,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5333333333333333,0.48989794855663565,2.25302,4.72334,0.2426,1.0
Celta Vigo,2.0,2.0,1.0,0.0,4.0,8.0,0.0,0.7333333333333333,0.48989794855663565,0.609862,0.247015,1.6468,1.0
Celta Vigo,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.4330127018922193,2.73216,0.346727,2.8664,
Getafe,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0
Getafe,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4444444444444444,0.5,0.804505,1.67817,0.6985,0.0
Getafe,2.0,2.0,1.0,1.0,4.0,8.0,0.2,1.0833333333333333,0.816496580927726,0.754861,1.86612,0.521,2.0
Getafe,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.7142857142857143,0.82915619758885,2.67029,0.860623,2.5808,0.0
Getafe,2.0,2.0,1.0,1.0,4.0,8.0,0.4,1.1333333333333333,0.8944271909999159,0.893748,2.64665,0.3191,2.0
Getafe,2.0,2.0,1.0,1.0,4.0,8.0,0.4,0.8,0.9797958971132713,0.736469,1.29606,0.7879,0.0
Getafe,1.0,1.0,0.5,0.0,1.0,1.0,0.4,0.8666666666666667,0.8944271909999159,1.59398,2.13384,0.9548,1.0
Getafe,2.0,2.0,1.0,0.0,4.0,8.0,0.2,0.8666666666666667,0.7483314773547883,1.30782,0.60877,1.9777,1.0
Getafe,2.0,2.0,1.0,0.0,4.0,8.0,0.2,0.9333333333333333,0.6324555320336759,0.768368,0.112227,1.9703,1.0
Getafe,2.0,2.0,1.0,0.0,4.0,8.0,0.0,0.9333333333333333,0.4000000000000001,1.00866,3.02859,0.2092999999999999,1.0
Getafe,2.0,2.0,1.0,0.0,4.0,8.0,0.0,1.0,0.0,1.86677,1.42816,1.7017,1.0
Getafe,3.0,3.0,1.5,0.0,9.0,27.0,0.2,1.3333333333333333,0.4,0.292202,0.722341,0.8519,2.0
Getafe,3.0,3.0,1.5,0.0,9.0,27.0,0.2,1.2666666666666666,0.4,1.21452,0.821864,1.6652,1.0
Getafe,3.0,3.0,1.5,0.0,9.0,27.0,0.4,1.5333333333333334,0.4898979485566356,2.30149,1.4404,2.1255,2.0
Getafe,2.0,2.0,1.0,1.0,4.0,8.0,0.4,1.0666666666666667,0.7483314773547883,1.39391,1.72918,1.0447000000000002,0.0
Getafe,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,0.82915619758885,0.76355,1.8817,0.4852,
Girona,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0
Girona,3.0,3.0,1.5,0.0,9.0,27.0,0.2,1.5555555555555556,0.5,1.27791,1.46019,1.2136,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,0.4,1.75,0.4714045207910317,1.86612,0.754861,2.2649,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,0.6,1.8571428571428572,0.4330127018922193,1.07498,1.93643,0.7323000000000001,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,0.8,1.9333333333333333,0.4000000000000001,1.42397,1.18696,1.5388,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,1.0,2.0,0.0,2.1418,1.97263,1.5001,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,1.0,2.0,0.0,4.19225,2.42602,2.3719,2.0
Girona,2.0,2.0,1.0,1.0,4.0,8.0,0.8,1.3333333333333333,0.8,2.29941,1.89071,1.6262,0.0
Girona,2.0,2.0,1.0,1.0,4.0,8.0,0.8,1.4666666666666666,0.8,2.17781,2.78602,0.9646,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,0.8,1.6,0.8,1.26462,0.653575,1.8676,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,0.8,1.7333333333333334,0.8000000000000002,2.1972,0.878392,2.3419,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,0.8,1.8666666666666667,0.8000000000000002,0.619488,0.174681,1.7439,2.0
Girona,4.0,4.0,2.0,0.0,16.0,64.0,1.0,2.0,0.0,2.78694,2.18398,1.8389,2.0
Girona,3.0,3.0,1.5,0.0,9.0,27.0,0.8,1.6666666666666667,0.4,4.2691,1.67584,2.7077,1.0
Girona,3.0,3.0,1.5,0.0,9.0,27.0,0.8,1.7333333333333334,0.4,1.36177,1.67266,1.1307,2.0
Girona,2.0,2.0,2.0,0.0,4.0,8.0,0.6,,0.4330127018922193,1.85396,1.00981,2.0804,
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13452,3.01246,0.2862,0.0
Granada,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.8333333333333334,0.9428090415820634,0.837141,2.7851,0.2568,2.0
Granada,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.5714285714285714,0.8660254037844386,1.81377,2.50232,0.8794,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8000000000000002,0.549509,2.08686,0.3320999999999999,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.26666666666666666,0.8000000000000002,1.97263,2.1418,1.2202,0.0
Granada,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.4666666666666667,0.7999999999999999,0.0378648,0.701293,0.4989,1.0
Granada,2.0,2.0,1.0,0.0,4.0,8.0,0.0,0.6,0.48989794855663565,1.55108,0.870668,1.9042,1.0
Granada,2.0,2.0,1.0,0.0,4.0,8.0,0.0,0.8,0.48989794855663565,3.51421,2.24188,2.2391,1.0
Granada,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.6,0.48989794855663565,0.611577,2.99552,0.1008,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.776224,1.79846,0.5493,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.48989794855663565,2.80131,1.90197,1.9804,0.0
Granada,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4,0.48989794855663565,0.344591,1.18921,0.4821,1.0
Granada,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.26666666666666666,0.4,1.4404,2.30149,0.6483,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,1.13855,0.871813,1.6317,0.0
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4330127018922193,0.110085,2.2606,0.0733,
Las Palmas,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0
Las Palmas,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4444444444444444,0.5,0.871699,1.49411,0.6763,0.0
Las Palmas,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.6666666666666666,0.4714045207910317,0.741978,1.50324,0.661,1.0
Las Palmas,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.42857142857142855,0.5,1.56933,1.11751,1.748,0.0
Las Palmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.48989794855663565,1.18696,1.42397,1.153,0.0
Las Palmas,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.8,0.7999999999999999,1.03513,2.43059,0.4977,2.0
Las Palmas,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.6,0.7999999999999999,0.701293,0.0378648,2.0526,0.0
Las Palmas,2.0,2.0,1.0,1.0,4.0,8.0,0.4,1.0666666666666667,0.9797958971132713,0.618032,2.71542,0.2334,2.0
Las Palmas,4.0,4.0,2.0,0.0,16.0,64.0,0.6,1.4666666666666666,0.9797958971132713,1.46382,1.54337,1.2543000000000002,2.0
Las Palmas,2.0,2.0,1.0,1.0,4.0,8.0,0.6,1.0666666666666667,0.9797958971132713,1.1602,1.16305,1.3543,0.0
Las Palmas,2.0,2.0,1.0,1.0,4.0,8.0,0.6,1.3333333333333333,0.9797958971132713,1.18559,1.25598,1.2593,2.0
Las Palmas,4.0,4.0,2.0,0.0,16.0,64.0,0.8,1.6,0.8,1.06446,0.275712,2.1139,2.0
Las Palmas,3.0,3.0,1.5,0.0,9.0,27.0,0.6,1.4,0.8,0.452709,1.52768,0.5252,1.0
Las Palmas,1.0,1.0,0.5,0.0,1.0,1.0,0.4,0.9333333333333333,0.8944271909999159,0.291858,1.44069,0.3902,0.0
Las Palmas,2.0,2.0,1.0,1.0,4.0,8.0,0.6,1.2666666666666666,0.8,0.751589,1.92649,0.446,2.0
Las Palmas,2.0,2.0,2.0,0.0,4.0,8.0,0.4,,0.82915619758885,1.8817,0.76355,2.3143,
Mallorca,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4444444444444444,0.5,1.49411,0.871699,1.9291,0.0
Mallorca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4714045207910317,0.370077,2.12458,0.1601,0.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,2.50232,1.81377,1.8844,1.0
Mallorca,3.0,3.0,1.5,0.0,9.0,27.0,0.2,1.0,0.7483314773547883,0.403052,0.645541,1.0383,2.0
Mallorca,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.7333333333333333,0.7999999999999999,0.853213,2.06489,0.5004000000000001,0.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.8666666666666667,0.7483314773547883,2.42602,4.19225,0.4815999999999999,1.0
Mallorca,2.0,2.0,1.0,0.0,4.0,8.0,0.2,0.9333333333333333,0.6324555320336759,1.21366,1.62815,1.0312,1.0
Mallorca,2.0,2.0,1.0,0.0,4.0,8.0,0.2,0.9333333333333333,0.6324555320336759,1.33689,1.78616,1.0026,1.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.6,0.48989794855663565,0.919992,0.509313,1.7267,0.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.7333333333333333,0.4,2.03914,2.0056,1.3816,1.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4666666666666667,0.48989794855663565,0.722341,0.292202,1.7138,0.0
Mallorca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.48989794855663565,0.540374,2.84664,0.14,0.0
Mallorca,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.4666666666666667,0.48989794855663565,0.945212,2.29683,0.4876,1.0
Mallorca,2.0,2.0,1.0,0.0,4.0,8.0,0.0,0.6666666666666666,0.48989794855663565,0.8514,0.251799,1.9249,1.0
Mallorca,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.5,0.909609,0.277842,1.979,
Osasuna,2.0,2.0,2.0,0.0,4.0,8.0,0.2,2.0,0.0,,,,2.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.8888888888888888,1.0,0.964645,0.783184,1.5387,0.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.4,1.3333333333333333,0.9428090415820634,1.33582,1.88906,0.8962999999999999,2.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.4,0.8571428571428571,1.0,1.45939,1.87647,1.0744,0.0
Osasuna,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5333333333333333,0.9797958971132713,0.801843,1.77255,0.5354,0.0
Osasuna,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.6,0.7999999999999999,1.29606,0.736469,1.9177,1.0
Osasuna,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.4,0.7999999999999999,1.57361,0.693906,2.1017,0.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.8666666666666667,0.7999999999999999,0.759357,1.22827,0.8507,2.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.2,0.6666666666666666,0.7999999999999999,1.26744,1.5824,1.1184,0.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.4,1.1333333333333333,0.8944271909999159,0.164111,4.47802,0.0023,2.0
Osasuna,2.0,2.0,1.0,1.0,4.0,8.0,0.4,0.8,0.9797958971132713,1.79846,0.776224,2.2476000000000003,0.0
Osasuna,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5333333333333333,0.9797958971132713,0.446425,1.43393,0.4750999999999999,0.0
Osasuna,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.6,0.7999999999999999,2.18398,2.78694,0.9263,1.0
Osasuna,1.0,1.0,0.5,0.0,1.0,1.0,0.2,0.4,0.7999999999999999,1.44069,0.291858,2.3825000000000003,0.0
Osasuna,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5333333333333333,0.48989794855663565,1.26437,2.84591,0.3567,1.0
Osasuna,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.5,1.01822,1.69944,0.8094,
