match_id,date,is_home,team_id,team_name,result,opponent_id,opponent_name,team_xG,team_shots,team_goals,team_ppda_att,team_ppda_def,team_deep,team_xpts,team_result,team_npxG,opponent_xG,opponent_shots,opponent_goals,opponent_ppda_att,opponent_ppda_def,opponent_deep,opponent_npxG,team_win_odds_open,draw_odds_open,opponent_win_odds_open
Ligue_1 2023_163_180_2023-08-13 15:05:00,2023-08-13 15:05:00,True,163,Rennes,w,180,Metz,4.67967,29.0,5,171,22,15,2.9769,w,4.67967,0.561838,9.0,1,421,21,2,0.561838,1.42,5.07,7.64
Ligue_1 2023_163_210_2023-08-20 18:45:00,2023-08-20 18:45:00,False,163,Rennes,d,210,Lens,1.62597,10.0,1,237,14,4,1.6205,d,0.865874,1.3445,15.0,1,297,24,6,1.3445,2.86,3.78,2.42
Ligue_1 2023_163_282_2023-08-27 11:00:00,2023-08-27 11:00:00,True,163,Rennes,d,282,Le Havre,3.49731,22.0,2,269,16,15,2.9523999999999995,d,3.49731,0.41475,7.0,2,409,30,5,0.41475,1.44,4.76,7.86
Ligue_1 2023_163_241_2023-09-02 15:00:00,2023-09-02 15:00:00,False,163,Rennes,d,241,Brest,0.248338,6.0,0,247,19,0,0.2912,d,0.248338,1.58468,13.0,0,286,13,4,1.58468,2.18,3.68,3.37
Ligue_1 2023_160_163_2023-09-16 15:00:00,2023-09-16 15:00:00,True,163,Rennes,d,160,Lille,0.427673,7.0,2,386,22,3,0.3849,d,0.427673,1.60903,10.0,2,328,37,6,1.60903,2.17,3.69,3.37
Ligue_1 2023_163_166_2023-09-24 15:05:00,2023-09-24 15:05:00,False,163,Rennes,d,166,Montpellier,0.933593,18.0,0,125,27,12,0.9691,d,0.933593,1.38233,13.0,0,309,25,2,1.38233,2.65,3.56,2.7
Ligue_1 2023_163_168_2023-10-01 18:45:00,2023-10-01 18:45:00,True,163,Rennes,w,168,Nantes,2.3169,16.0,3,196,15,7,2.4558000000000004,w,0.796713,0.902963,10.0,1,295,17,4,0.902963,1.53,4.58,6.18
Ligue_1 2023_161_163_2023-10-08 18:45:00,2023-10-08 18:45:00,True,163,Rennes,l,161,Paris Saint Germain,1.34436,14.0,1,386,30,7,0.4183,l,1.34436,3.13091,17.0,3,224,30,16,3.13091,3.61,3.59,2.11
Ligue_1 2023_163_179_2023-10-22 11:00:00,2023-10-22 11:00:00,False,163,Rennes,l,179,Lorient,0.940774,20.0,1,151,33,14,1.6246,l,0.940774,0.594654,5.0,2,307,11,6,0.594654,1.93,3.79,4.02
Ligue_1 2023_163_225_2023-10-29 16:05:00,2023-10-29 16:05:00,True,163,Rennes,d,225,Strasbourg,1.11025,20.0,1,170,19,11,1.38,d,1.11025,1.02122,11.0,1,315,28,2,1.02122,1.6,4.19,5.92
Ligue_1 2023_163_170_2023-11-05 19:45:00,2023-11-05 19:45:00,False,163,Rennes,l,170,Nice,0.484764,11.0,0,333,29,6,0.261,l,0.484764,2.28618,16.0,2,305,25,6,2.28618,3.74,3.36,2.13
Ligue_1 2023_163_178_2023-11-12 16:05:00,2023-11-12 16:05:00,True,163,Rennes,l,178,Lyon,0.680277,8.0,0,269,14,3,0.378,l,0.680277,2.07974,12.0,1,229,24,11,2.07974,1.75,4.12,4.48
Ligue_1 2023_163_177_2023-11-26 16:05:00,2023-11-26 16:05:00,True,163,Rennes,w,177,Reims,1.93506,10.0,3,280,22,5,1.1811999999999998,w,1.93506,2.24931,15.0,1,157,26,8,2.24931,2.0,3.63,3.85
Ligue_1 2023_163_164_2023-12-03 19:45:00,2023-12-03 19:45:00,False,163,Rennes,l,164,Marseille,0.483795,10.0,0,236,23,4,0.7362,l,0.483795,0.91395,5.0,2,275,18,8,0.153854,3.95,3.84,1.92
