match_id,date,is_home,team_id,team_name,result,opponent_id,opponent_name,team_xG,team_shots,team_goals,team_ppda_att,team_ppda_def,team_deep,team_xpts,team_result,team_npxG,opponent_xG,opponent_shots,opponent_goals,opponent_ppda_att,opponent_ppda_def,opponent_deep,opponent_npxG,team_win_odds_open,draw_odds_open,opponent_win_odds_open
Ligue_1 2024_164_241_2024-08-17 15:00:00,2024-08-17 15:00:00,True,241,Brest,l,164,Marseille,1.51475,7.0,1,337,33,2,0.4145999999999999,l,0.754656,2.96496,7.0,5,294,13,5,1.44477,2.96,3.37,2.51
Ligue_1 2024_210_241_2024-08-25 13:00:00,2024-08-25 13:00:00,False,241,Brest,l,210,Lens,0.695576,10.0,0,263,14,6,0.073,l,0.695576,4.01926,22.0,2,274,26,20,4.01926,4.69,3.71,1.81
Ligue_1 2024_175_241_2024-08-31 15:00:00,2024-08-31 15:00:00,True,241,Brest,w,175,Saint-Etienne,3.60698,17.0,4,238,21,9,2.9691,w,2.08679,0.256612,3.0,0,154,23,4,0.256612,1.85,3.83,4.28
Ligue_1 2024_161_241_2024-09-14 19:00:00,2024-09-14 19:00:00,False,241,Brest,l,161,Paris Saint Germain,1.00928,5.0,1,388,26,1,0.2664999999999999,l,0.249183,2.91245,22.0,3,184,20,15,2.91245,9.59,6.16,1.28
Ligue_1 2024_174_241_2024-09-22 15:00:00,2024-09-22 15:00:00,True,241,Brest,w,174,Toulouse,0.709045,9.0,2,270,14,2,0.2747,w,0.709045,2.3505,10.0,0,183,35,7,1.5904,2.16,3.57,3.44
Ligue_1 2024_241_275_2024-09-27 17:00:00,2024-09-27 17:00:00,False,241,Brest,l,275,Auxerre,0.726126,8.0,0,135,20,1,0.1905,l,0.726126,2.9504,15.0,3,334,25,5,2.1903,2.62,3.38,2.86
Ligue_1 2024_241_282_2024-10-06 15:00:00,2024-10-06 15:00:00,True,241,Brest,w,282,Le Havre,0.890433,8.0,2,171,27,5,0.5167,w,0.890433,2.11913,14.0,0,261,29,4,2.11913,1.83,3.55,4.83
Ligue_1 2024_163_241_2024-10-19 15:00:00,2024-10-19 15:00:00,True,241,Brest,d,163,Rennes,1.42573,12.0,1,204,28,6,1.5904999999999998,d,0.665637,1.14445,6.0,1,255,15,3,1.14445,2.99,3.22,2.58
Ligue_1 2024_177_241_2024-10-26 17:00:00,2024-10-26 17:00:00,False,241,Brest,w,177,Reims,1.64092,13.0,2,248,17,4,1.5278,w,0.880825,1.44911,11.0,1,212,23,5,1.44911,3.38,3.55,2.2
Ligue_1 2024_170_241_2024-11-02 18:00:00,2024-11-02 18:00:00,True,241,Brest,l,170,Nice,1.02021,16.0,0,199,33,9,0.6435,l,1.02021,1.92085,12.0,1,321,15,6,1.92085,2.71,3.17,2.87
